Selected,artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,Meghan Trainor,ALL THE WAYS,6dRAAG4sB71NAtVCHJep7s,189638,60,0.0188,0.623,-1,0.65,0.0,B,0.0687,-3.786,Minor,0.032,112.072,04-Apr,0.366,R&B
No,Roy Woods,Why,5PkIUyfJ0b52ZPqigi9h5I,88125,55,0.345,0.577,-1,0.468,0.00838,E,0.1,-6.115,Major,0.0822,158.061,04-Apr,0.237,R&B
No,Empire Cast,Trapped (feat. Jussie Smollett & Yazz),4i76vmvahz5a4MhinU59sI,34655,47,0.014,0.643,132193,0.799,0.0,C,0.155,-5.783,Major,0.274,72.546,04-Apr,0.319,R&B
No,Noname,Blaxploitation,14Bgj9K411TejBMapClAXz,170039,57,0.091,0.891,133057,0.827,1.53e-06,B,0.221,-6.139,Major,0.351,,04-Apr,0.861,R&B
No,Demi Lovato,Kingdom Come,2CNJchT5hFJxYqpmEYg2dw,93375,56,0.0256,0.563,244014,0.799,0.0,F,0.367,-5.075,Minor,0.0666,176.063,04-Apr,0.264,R&B
No,JoJo,Like That - 2018,58HGo4SLDW2gzQpsLOXtvx,102338,45,0.354,0.496,228120,0.605,0.0,C,0.247,-7.566,Major,0.137,68.806,04-Apr,0.716,R&B
No,empty_field,Me vs. Me,7mUR9hqvGLG5XicfVl7gTm,169876,45,0.693,0.799,247619,0.778,0.0101,C#,0.118,-7.852,Minor,0.105,125.996,04-Apr,0.806,R&B
No,Chris Brown,Ya Man Ain't Me,3JD3Mtjo7c05NZNDCPXh37,108923,47,0.00351,0.809,-1,0.565,0.0,A#,0.342,-5.995,Major,0.0387,124.119,04-Apr,0.709,R&B
No,ELHAE,Only You,3QU9x7wg93hiRhEoEN5rEu,107647,41,0.551,0.736,264022,0.499,6.55e-06,A#,0.136,-10.777,Major,0.0945,91.962,04-Apr,0.587,R&B
No,Beyoncé,Drunk in Love,6NIYDHRbpzK5NLRwklLvKl,161802,74,0.00969,0.589,323480,0.621,0.00104,F,0.181,-6.902,Minor,0.0468,140.03,04-Apr,0.401,R&B
No,Che Ecru,Lonely,7eQPnyqmDRvsDkjms12vI9,38341,42,0.322,0.752,248761,0.702,0.0,D,0.0785,-6.353,Major,0.069,112.004,04-Apr,0.302,R&B
No,Eric Bellinger,G.O.A.T.,2XZ1I5xCHe38XOvfpMRY5e,171201,70,0.0232,0.467,184905,0.636,0.0,G,0.138,-6.96,Major,0.201,135.014,04-Apr,0.419,R&B
No,Big Sean,Blessings,2NEBP8SXEqwZt2PRdPXXuy,136727,67,0.315,0.789,252040,0.621,0.0,A#,0.136,-7.685,Minor,0.283,118.891,04-Apr,0.158,R&B
No,empty_field,Who Dis,0rlRBOBC8HUhuUliukRjhj,210680,50,0.155,0.717,200000,0.645,0.0,F,0.122,-6.322,Minor,0.0615,137.832,04-Apr,0.461,R&B
No,empty_field,Stealing,0VhjSCScYGOmEKr24FBNSM,210507,45,0.378,0.65,162067,0.476,0.0,G,0.099,-7.928,Major,0.0312,120.067,04-Apr,0.813,R&B
No,Aftertheparty,Bupropion,1EZDuCUuIDK06ErUi2Pqz0,122006,57,0.136,0.79,243042,0.291,0.00638,F,0.109,-12.113,Major,0.115,157.997,04-Apr,0.3,R&B
No,empty_field,You've Got a Friend in Me,2Bn4Wed4iEs0jZF2JcfkoK,141049,62,0.897,0.788,139522,0.45,3.07e-05,D#,0.3,-7.148,Major,0.0278,,04-Apr,0.448,R&B
No,Jamila Woods,ZORA,54WIS7qug0Gnt65eD9gg8g,177785,55,0.0848,0.535,186381,0.811,0.0,A#,0.172,-4.074,Minor,0.109,82.876,04-Apr,0.515,R&B
No,DJ Khaled,How Many Times,6SgkilvKX94WfXRbhr3RCu,115165,54,0.0937,0.798,263980,0.704,0.0,A#,0.308,-4.317,Minor,0.199,,04-Apr,0.867,R&B
No,Ty Dolla $ign,Ex (feat. YG),2VsKJODsXzU1NtoFYIh9FM,216741,66,0.0116,0.77,-1,0.426,0.0,F,0.273,-5.717,Minor,0.0473,102.056,04-Apr,0.523,R&B
No,James Morrison,We Can,4oVQdGZJCXfBsU34FdsdMv,147421,54,0.0879,0.556,223800,0.593,0.0,F,0.226,-6.966,Major,0.0332,90.014,04-Apr,0.335,R&B
No,empty_field,No Sleeep (feat. J. Cole),0qb7bl4PDIsVI02UMJpyiC,197201,45,0.0131,0.757,260776,0.47,0.000224,D,0.109,-7.722,Major,0.125,88.047,04-Apr,0.32,R&B
No,Guy,Piece Of My Love,6z8WLLLb2kaWRXXF1WmicO,172760,51,0.128,0.693,315640,0.327,0.0,F#,0.0704,-16.933,Major,0.0577,75.117,04-Apr,0.823,R&B
No,Klyne,Your Touch,5Uj2at1EGAaWCrLyEUuXBp,214983,62,0.0525,0.805,208265,0.635,0.000166,C#,0.0994,-5.596,Major,0.0414,116.982,04-Apr,0.467,R&B
No,Little Mix,Love a Girl Right,5yOzooBiKBfiyjAfDpuRdZ,130048,62,0.0214,0.624,182880,0.669,0.0,D,0.103,-5.011,Minor,0.0892,99.959,04-Apr,0.502,R&B
No,1010 Benja SL,Boofiness,2yOvvPs4Tn1rcNfsNgpuKL,212348,46,0.599,0.562,358000,0.459,0.0,A#,0.0716,-7.014,Major,0.0761,120.072,04-Apr,0.468,R&B
No,Kehlani,Already Won,6cmeK0EOGDnnjhpP3ASupH,176797,55,0.246,0.511,-1,0.794,0.0,C#,0.161,-3.854,Minor,0.268,119.791,05-Apr,0.625,R&B
No,Big Sean,No Favors,0BiKFgl8a6UZvJhv8v0tCb,65411,64,0.608,0.58,325840,0.768,1.05e-06,B,0.342,-5.482,Major,0.386,124.719,05-Apr,0.351,R&B
No,Akon,Locked Up,0017XiMkqbTfF2AUOzlhj6,57248,54,0.0355,0.823,235067,0.567,0.0,G,0.103,-4.392,Major,0.103,89.979,04-Apr,0.372,R&B
No,Star Cast,Come And Talk To Me - From “Star” Season 2,7zQFM7bHcyMh4QQFdBkjrE,57308,42,0.0497,0.655,294166,0.615,1.14e-05,G,0.0668,-7.561,Minor,0.0993,174.027,04-Apr,0.521,R&B
No,Trey Songz,Sex Ain't Better Than Love,7iTloMifzZo9ZNZKEe4V2V,175893,44,0.152,0.505,263933,0.794,0.0,C,0.186,-3.682,Minor,0.0604,121.303,04-Apr,0.422,R&B
No,Ray J,One Wish,5fPwGIyhL82FEuX3ITXyuX,50448,63,0.27,0.524,337640,0.635,0.0,F,0.341,-7.22,Minor,0.302,127.618,04-Apr,0.603,R&B
No,Ne-Yo,ON UR MIND,1swGPY9KqKoHi1rbFWf2lu,56864,50,0.00985,0.481,202253,0.591,3.29e-06,D,0.136,-4.738,Major,0.0682,116.903,04-Apr,0.41,R&B
No,empty_field,Stay There,0uXOXjd0iaptu1co1BJrif,163244,41,0.145,0.641,-1,0.637,1.93e-05,C#,0.381,-5.497,Major,0.0489,129.042,04-Apr,0.377,R&B
No,empty_field,I Know You,6f42YOJ6Lc3s6osTbVQAZ5,135698,67,0.126,0.56,214960,0.761,0.0,A,0.0896,-5.202,Major,0.0879,140.555,04-Apr,0.236,R&B
No,Kirk Franklin,Hosanna,1S1YsRiVkEXOTALmG4QP91,23410,43,0.127,0.693,308413,0.961,1.83e-06,C,0.711,-5.845,Major,0.149,122.011,04-Apr,0.3,R&B
No,empty_field,Unpredictable - Main,2vg16RThWkdrrohdk4wq25,180608,52,0.206,0.734,-1,0.599,0.0,A,0.0555,-8.462,Major,0.197,145.185,04-Apr,0.772,R&B
No,Charli XCX,ILY2,2r0lAM25q5tJE1H4SesviY,166865,50,0.00163,0.608,196584,0.88,0.000403,C#,0.206,-5.884,Minor,0.0686,99.99,04-Apr,0.227,R&B
No,Kali Uchis,Body Language - Intro,70gfB8orjZFNqogQSv4oAE,134496,56,0.639,0.387,136343,0.706,0.00404,A,0.285,-8.74,Major,0.128,,04-Apr,0.588,R&B
No,Yung Bleu,Dead to Me,4k9EkhkFZY8Bk41Qi0Ob7P,150348,51,0.0844,0.821,175647,0.487,0.0,B,0.101,-9.123,Minor,0.349,154.959,04-Apr,0.278,R&B
No,Alicia Keys,If I Ain't Got You - Unplugged,66ADZ1lsr2OzrOtuhnp0rB,78837,55,0.829,0.495,246000,0.341,0.0,G,0.765,-9.578,Major,0.0502,116.836,03-Apr,0.52,R&B
No,Still Woozy,Lucy,3Rf4FoqXbAnFLOS9gu3KWn,188052,68,0.385,0.649,-1,0.535,0.000422,F#,0.12,-12.017,Minor,0.224,84.466,04-Apr,0.843,R&B
No,empty_field,Let's Stay Together,0aLk2Za7r0eGlLOepW2hzL,121280,41,0.243,0.453,275000,0.567,0.0,B,0.285,-8.779,Major,0.111,,04-Apr,0.493,R&B
No,Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),4o1T6OAlRNJ1bHYaLXDZkU,41501,64,0.231,0.646,223973,0.6,0.0,A,0.0794,-6.569,Major,0.458,,04-Apr,0.811,R&B
No,Chris Brown,Yellow Tape,73iucvWnsu6NAwdpM3NgCT,127848,51,0.141,0.697,281138,0.552,0.0,D,0.11,-6.666,Minor,0.188,89.957,04-Apr,0.382,R&B
No,Little Mix,Word Up!,0Mx3BZtH58ASK4XFg9TKWB,95312,53,0.0289,0.738,209013,0.933,0.0,A,0.11,-3.514,Minor,0.0799,118.028,04-Apr,0.824,R&B
No,empty_field,Swamp Thing,4dulFGnSzdNW3iNdxxzgy7,64034,44,0.11,0.508,299653,0.585,0.00499,E,0.36,-8.156,Minor,0.0921,93.235,04-Apr,0.568,R&B
No,Baby Bash,Vamonos,1SZoPX6yKcuejHQ49DtDxr,24042,46,0.0814,0.874,-1,0.58,3.19e-06,D#,0.109,-9.125,Minor,0.0778,129.985,04-Apr,0.952,R&B
No,empty_field,Teenage Love Affair,1afyMOxQCyfxUOSrCkStsy,195375,53,0.632,0.636,190200,0.826,0.0,B,0.197,-4.668,Major,0.162,,04-Apr,0.679,R&B
No,SZA,Love Galore (feat. Travis Scott),3CNbDbMHxYHxEgrPGf89yc,116613,80,0.111,0.795,275080,0.594,0.0,C,0.162,-6.2,Major,0.0747,135.002,04-Apr,0.409,R&B
No,K CAMP,Cut Her Off,3gu0fRSgFuc4FmrtIv0DnC,143544,57,0.101,0.769,-1,0.616,0.0,G#,0.174,-2.882,Major,0.0403,144.01,04-Apr,0.0889,R&B
No,Jhene Aiko,Remember,5JEZevevEmF725NxEBhfBT,125022,51,0.176,0.328,-1,0.339,2.06e-05,F#,0.163,-13.125,Minor,0.0563,174.354,04-Apr,0.219,R&B
No,Ryland James,Good To You,2UZ8C6abrCuhjelaK1MFz1,127492,48,0.306,0.784,189680,0.537,0.0,C,0.105,-9.157,Major,0.386,110.046,04-Apr,0.0999,R&B
No,Derez De’Shon,Beat The Odds (feat. YFN Lucci),0q75NwOoFiARAVp4EXU4Bs,142354,53,0.417,0.812,178760,0.577,0.0,G#,0.109,-6.133,Minor,0.366,150.043,04-Apr,0.469,R&B
No,Alicia Keys,Blended Family (What You Do For Love),5uFpinqitfq90upb1Hm0Od,108323,44,0.0658,0.721,211547,0.518,0.000113,A,0.069,-7.619,Major,0.0719,,04-Apr,0.231,R&B
No,Missy Elliott,Bomb Intro / Pass That Dutch,2yx8UuuLeSXhYiuTt0bQBB,173926,57,0.0435,0.899,217200,0.645,0.101,A#,0.358,-11.621,Minor,0.271,,04-Apr,0.348,R&B
No,empty_field,I Don't Care,7If3KhhugGaPWgkqom2L4n,181693,54,0.05,0.706,254119,0.806,0.0,D,0.0663,-5.881,Major,0.0653,,04-Apr,0.395,R&B
No,empty_field,Crown,2aYz8D1hlaSRBG5yOFeBm8,121866,56,0.000561,0.62,197706,0.743,0.00354,C,0.353,-6.382,Major,0.175,188.037,04-Apr,0.567,R&B
No,Choker,Suzuki Peaches,5czLJ1CxsIBVmANtbZn8mw,216209,40,0.259,0.417,231000,0.669,0.000565,C,0.354,-8.562,Major,0.0441,109.652,04-Apr,0.16,R&B
No,empty_field,Always Wonder,5pchCAJHripA2HRQMIlpNH,162457,51,0.724,0.584,223907,0.529,0.0968,D#,0.0753,-10.038,Minor,0.0416,142.999,04-Apr,0.645,R&B
No,JoJo,FAB. (feat. Remy Ma),46Bm6sh2zZRXdBON5QIzIu,69491,49,0.439,0.762,215053,0.812,0.0,B,0.132,-4.018,Minor,0.0926,102.983,04-Apr,0.897,R&B
No,empty_field,This Ain't,0MFj1bBmr0c1JN99Htn0OY,123054,49,0.0135,0.613,-1,0.377,2.5e-06,G,0.445,-10.255,Minor,0.0805,126.002,04-Apr,0.0758,R&B
No,empty_field,Shouldn't Come Back,0VdV4ka3IsCmS4tgZjQQon,41349,52,0.798,0.576,229693,0.342,0.0,G,0.242,-4.175,Major,0.0278,,04-Apr,0.386,R&B
No,empty_field,girl in new york,2KZJJ1rhRVmXM4lwW4OLo9,77074,51,0.0405,0.621,211304,0.555,0.152,A,0.111,-7.854,Major,0.0299,92.031,04-Apr,0.0817,R&B
No,Ginuwine,Differences,1A3ktcIzeZI7M7NSDoFGzo,162041,71,0.318,0.562,265533,0.594,0.0,D#,0.311,-4.578,Minor,0.0558,,04-Apr,0.423,R&B
No,Choker,Kiko,21wOSmPAIfOcM0Uv2oJi9P,72003,39,0.411,0.79,171064,0.531,0.0591,C#,0.537,-8.104,Major,0.062,141.009,04-Apr,0.328,R&B
No,Surfaces,Outside Interlude,1aPqexHVW20OTamBHdWWVL,196485,40,0.0621,0.683,164908,0.932,0.893,C#,0.561,-6.147,Minor,0.303,81.514,04-Apr,0.602,R&B
No,empty_field,What You Waiting For?,5PtEpuVX03k9bOUwilL5EO,21868,53,0.0465,0.675,221227,0.951,7.54e-06,D,0.625,-2.559,Minor,0.0664,136.042,04-Apr,0.718,R&B
No,GoldLink,Rough Soul,6PiRjPHAOXh5z71VCKjexU,118082,60,0.0273,0.795,181026,0.529,0.000129,E,0.0938,-18.345,Minor,0.0605,117.009,04-Apr,0.419,R&B
No,empty_field,Grace,01OXa5tVuCssU6j8TY7kxr,102193,43,0.795,0.625,216000,0.303,0.00521,A#,0.1,-11.547,Minor,0.0467,120.156,04-Apr,0.21,R&B
No,Ama Lou,Bless Me - (Demo),139HfsOsxB4rTiSyogems1,126149,53,0.0497,0.71,-1,0.742,0.0,G#,0.4,-4.46,Major,0.0744,81.05,04-Apr,0.474,R&B
No,Normani,Checklist (with Calvin Harris) (feat. WizKid),0BFXtfNDEYp9AkCIQIaa2J,148362,65,0.0944,0.89,-1,0.624,5.16e-06,C#,0.0903,-3.966,Major,0.103,116.046,04-Apr,0.762,R&B
No,Brielle Lesley,Quick,6Kt4ZcgT2vCUq7QezTTcES,185699,39,0.064,0.611,241535,0.498,0.000227,F,0.315,-9.108,Major,0.123,,04-Apr,0.262,R&B
No,Xavier Omär,Change On Me (feat. Leuca),746TaqAEjpt4vpJbnSBbpY,171325,50,0.26,0.695,225441,0.485,0.0,B,0.111,-8.671,Minor,0.134,137.974,04-Apr,0.352,R&B
No,Lolo Zouaï,Lose Myself,4AwmI1cMfWgJUW9J37HQsz,35172,48,0.149,0.443,167200,0.49,0.00082,A#,0.127,-8.474,Major,0.0447,149.853,04-Apr,0.16,R&B
No,Crush,fall,3XZky6pNWTtGr7uVpFQHkC,56118,54,0.849,0.634,231572,0.402,7.36e-06,C,0.0678,-9.011,Major,0.0313,85.003,04-Apr,0.247,R&B
No,DaniLeigh,All I Know,5QnM8r0kqFdM84k18aFE2V,46096,60,0.0621,0.384,163747,0.667,0.0,C,0.33,-8.126,Minor,0.516,,04-Apr,0.72,R&B
No,IAMDDB,More,4LoMziEaxdkrSMXtavIJqL,198244,54,0.787,0.565,166419,0.466,0.0,G,0.0995,-7.468,Minor,0.121,98.821,04-Apr,0.339,R&B
No,Kota the Friend,Alkaline,72nxQrIi70DmIfuzFoRh7B,55680,66,0.679,0.774,185000,0.537,5.24e-06,A#,0.173,-6.899,Minor,0.297,,04-Apr,0.549,R&B
No,Mac Ayres,Slow Down,6N212WCaOoKWGB6HzT9sNj,98914,66,0.892,0.729,234595,0.338,0.000295,F,0.118,-12.816,Major,0.116,119.345,04-Apr,0.184,R&B
No,Mariah Carey,Without You,3QJHoM8WoU12TWQ4I0M6Vw,33370,69,0.323,0.576,-1,0.526,2.01e-06,F#,0.0548,-8.524,Major,0.0325,122.06,04-Apr,0.147,R&B
No,empty_field,I Don't Want Your Love,3qppK9r9CpNUcqAwn9bX6u,72989,49,0.0202,0.804,184344,0.449,3.53e-05,C,0.137,-4.743,Major,0.0375,95.957,04-Apr,0.346,R&B
No,DaniLeigh,Don't Mean Nothin,5mEyCUtI36Jmu2KNQQ4jaw,57304,45,0.151,0.87,157827,0.611,1.3e-05,A,0.0498,-7.326,Minor,0.0761,,04-Apr,0.667,R&B
No,GoldLink,Summatime (feat. Wale & Radiant Children),7mWh75A2C6vUi3tmB8th0W,118820,57,0.249,0.807,226164,0.689,6.93e-05,A#,0.338,-6.646,Minor,0.207,95.014,04-Apr,0.677,R&B
No,Kiana Ledé,One Dance X Needed Me Mash Up,3slazms3TpwswQBlwZ20hb,170960,47,0.91,0.608,130844,0.288,0.0,C#,0.176,-8.891,Major,0.0533,106.712,04-Apr,0.607,R&B
No,Calper,Wolves,4SIc6HEd2HkRdTdVo47AMe,178194,48,0.713,0.527,207648,0.315,1.14e-05,A#,0.158,-11.299,Major,0.0437,,04-Apr,0.259,R&B
No,empty_field,Ain't the Same,5HYwRSalrvZC7ZTT8BuDR7,131542,46,0.00785,0.75,227638,0.517,0.000331,D#,0.0925,-6.269,Minor,0.0587,153.958,04-Apr,0.526,R&B
No,6LACK,That Far,1j1x1Hv6qZDgTyFh8QBJq6,87823,60,0.226,0.911,185866,0.603,1.42e-05,A#,0.0924,-4.787,Minor,0.234,,05-Apr,0.249,R&B
No,Cool Company,Beneath the Lights,16hzVgRpKocBUSWVLvPlgx,36253,46,0.351,0.688,152500,0.387,0.0,A,0.103,-9.057,Major,0.35,,05-Apr,0.562,R&B
No,Mereba,Heatwave (feat. 6LACK),2ZJ9hM8Y3GYB7KfWzC6qaZ,123343,47,0.217,0.389,242867,0.563,8.5e-05,G,0.139,-8.855,Minor,0.39,161.155,04-Apr,0.169,R&B
No,empty_field,Stoney,3Hdd4HpmGNCB14wn9EmLbZ,200449,60,0.295,0.735,-1,0.639,0.0,F#,0.108,-7.464,Minor,0.247,158.865,04-Apr,0.695,R&B
No,Sade,In Another Time,6yB43rWcWjlxErOBSUx8GN,201201,51,0.571,0.621,-1,0.38,0.0227,F,0.108,-9.318,Major,0.0292,147.696,03-Apr,0.223,R&B
No,Sammie,Expiration Date,0aJ6PIOxiWnhCRGBPFJzgG,29477,46,0.885,0.575,168944,0.388,0.0,A,0.154,-6.159,Minor,0.0383,114.566,04-Apr,0.435,R&B
No,Chris Brown,KAE,0dcf0L6F1LUA1nE2zWH4J2,179395,46,0.322,0.452,214800,0.692,0.0,D,0.215,-6.734,Major,0.0906,84.499,04-Apr,0.359,R&B
No,Musiq Soulchild,ifuleave [feat. Mary J. Blige],6GEyHHcPDcCZIZQkijwguw,130800,47,0.208,0.467,-1,0.752,0.0,B,0.164,-3.244,Major,0.232,122.775,04-Apr,0.728,R&B
No,Bobby Brown,My Prerogative,6T4vMwAFcIwBg9SbZDd6gG,155800,57,0.0655,0.762,291560,0.625,0.0,A,0.252,-10.481,Major,0.0562,110.163,04-Apr,0.696,R&B
No,empty_field,Canceled,260F1LrhRMiuXOZIaypMZd,134727,73,0.157,0.767,183960,0.611,0.0116,F,0.0836,-5.173,Minor,0.0983,94.034,04-Apr,0.11,R&B
No,GoldLink,Roll Call (feat. Mya),3nnmvUFF2zUvTnljLeYBZT,22417,52,0.222,0.637,200327,0.733,0.0,B,0.0428,-6.052,Minor,0.296,119.407,04-Apr,0.848,R&B
No,Tove Lo,stranger,4j6MirCyDWvjixHZ2bZ0Ec,150246,56,0.0037,0.541,234901,0.514,0.0,A,0.113,-5.734,Minor,0.033,109.796,04-Apr,0.247,R&B
No,Aloe Blacc,Lift Ev'ry Voice and Sing (feat. The String Queens) - The Undefeated Mix,199Nv67sWlckWefMBhsjAA,95287,42,0.131,0.569,136043,0.585,0.0,C,0.225,-7.365,Minor,0.0298,93.463,04-Apr,0.527,R&B
No,Solange,Comic Journey featuring Bilal - Instrumental,5GokpIAufFJxKqkJgRtdKD,153165,41,0.164,0.383,365560,0.61,0.875,B,0.113,-12.958,Major,0.0353,121.484,04-Apr,0.08,R&B
No,Jagged Edge,Walked Outta Heaven,3MFyER5LVCQNaUtipifGD7,28421,56,0.573,0.67,270880,0.616,0.0,A#,0.0535,-6.123,Major,0.225,120.129,04-Apr,0.523,R&B
No,Blood Orange,It Is What It Is,1IQ0OUITCwn5bc8xhv5g3v,119678,55,0.231,0.721,307400,0.648,0.0859,F#,0.0764,-8.438,Major,0.0387,94.897,04-Apr,0.272,R&B
No,Britney Spears,Boys,2mdo8oOTkAicfFOGl400dW,213909,51,0.0245,0.9,206960,0.693,0.00278,B,0.04,-3.989,Minor,0.0751,107.021,04-Apr,0.864,R&B
No,Queen Naija,Medicine,2Ks9TtFe2AD6kK2GX211Ie,129843,75,0.24,0.741,219136,0.37,0.0,G#,0.118,-8.437,Minor,0.324,116.06,04-Apr,0.13,R&B
No,Diddy,I'll Be Missing You (feat. 112),4rTeOSYqwXNz5qPR2DUTFZ,52300,73,0.0522,0.862,-1,0.479,0.00126,G,0.589,-9.199,Major,0.0646,109.878,04-Apr,0.925,R&B
No,Cool Company,Habit - Blood Cultures Remix,3cvqsOAiM3cW6d3VzanYK3,107250,49,0.614,0.711,213028,0.463,0.125,C#,0.364,-9.733,Minor,0.0361,90.034,04-Apr,0.65,R&B
No,Tone Stith,Light Flex (From the Original Motion Picture Soundtrack 'Uncle Drew'),4dtJ5SxwydFay6RTFUxjNu,81618,39,0.232,0.765,232640,0.864,0.0,C#,0.261,-3.015,Major,0.235,110.068,04-Apr,0.823,R&B
No,City Girls,Trap Star,4VHNyJN8nBV3l7EzuEnGOs,177756,49,0.21,0.829,142635,0.708,0.0,A#,0.108,-6.744,Minor,0.0928,174.993,04-Apr,0.722,R&B
No,Chris Brown,She Ain't You,00WCkoUTyeBr5jTo21sGvr,68854,51,0.0341,0.634,-1,0.716,0.0,D,0.0877,-6.502,Major,0.128,,04-Apr,0.619,R&B
No,Souly Had,Lifeline,1bM50INir8voAkVoKuvEUI,135616,50,0.607,0.835,211125,0.344,4.33e-06,A,0.0811,-12.586,Minor,0.262,123.839,04-Apr,0.198,R&B
No,empty_field,You (Remix) feat. Blueface - Remix,2jx2n9f4MX34fBnFOFHmG1,79097,70,0.464,0.723,224240,0.43,0.0,G#,0.112,-9.08,Minor,0.0569,114.94,04-Apr,0.332,R&B
No,Rex Orange County,Untitled,2Na7oN4fwLKcCEIRln1ngH,35320,70,0.905,0.567,135707,0.199,0.0,A,0.131,-9.601,Major,0.101,83.827,05-Apr,0.329,R&B
No,Kehlani,In My Feelings,6ACiYjq5Q7e6BlhZEHz7cd,185980,65,0.0293,0.556,219596,0.723,0.0,C,0.13,-5.338,Major,0.149,110.628,04-Apr,0.555,R&B
No,empty_field,Innocent,3AmHxJuTP4ylFCWFjJPp6g,154728,52,0.413,0.684,-1,0.456,0.0,G#,0.169,-6.151,Major,0.233,130.93,04-Apr,0.358,R&B
No,empty_field,Gangsta Bop,4BxfXnGbnlibcUUPKog7Ne,114385,43,0.0812,0.74,246227,0.351,0.0,F,0.0668,-7.292,Minor,0.157,175.973,04-Apr,0.812,R&B
No,Yo Trane,Closer,1DfOxEiYPhQlN2D1arscnN,47771,57,0.656,0.518,-1,0.45,1.41e-06,G#,0.0828,-11.284,Major,0.0622,100.937,04-Apr,0.151,R&B
No,Tone Stith,Take It There (feat. Ty Dolla $ign),1fPLarHjgMC9QlsHfPijbr,44317,48,0.00434,0.662,251973,0.577,0.0,B,0.215,-5.259,Minor,0.0513,117.007,04-Apr,0.362,R&B
No,Lyrica Anderson,Feenin,66mRo9eddYMYWt2dOi5L35,128571,42,0.027,0.778,-1,0.55,0.0,D,0.0742,-8.109,Major,0.0632,119.996,04-Apr,0.363,R&B
No,empty_field,There's Hope,6Z77oDcn6iI1MHFCBPjl24,131719,38,0.0473,0.761,235987,0.504,3.59e-06,B,0.127,-6.575,Major,0.207,87.01,04-Apr,0.613,R&B
No,Jay Prince,BEAMLIGHT,3mnC6CoxRfv9HoA0959QFa,25973,49,0.0957,0.876,167053,0.559,2.44e-05,B,0.103,-9.46,Minor,0.217,,04-Apr,0.541,R&B
No,Kota the Friend,Sunny Day,3RagJZvYQDf87EttyBiaju,113372,50,0.629,0.779,198500,0.567,0.0,C,0.104,-8.5,Minor,0.234,126.864,04-Apr,0.585,R&B
No,empty_field,Blood on Me,6G4gszrXhZI5lmRvrAZrzg,186432,58,0.122,0.775,246952,0.517,0.0142,B,0.609,-8.186,Major,0.137,104.018,04-Apr,0.613,R&B
No,HYUKOH,Gang Gang Schiele,4OBLmckjKIhBFHVIsvZDtw,45422,50,0.502,0.599,275655,0.628,1.64e-05,G,0.301,-7.029,Major,0.0317,82.009,04-Apr,0.629,R&B
No,VanJess,Easy (feat. Berhana & Leikeli47),7e2er3FYAkZ4YZAZSEVcQs,71763,47,0.0568,0.849,235791,0.66,1.85e-06,F,0.166,-5.853,Minor,0.0766,121.979,04-Apr,0.491,R&B
No,Keyshia Cole,Shoulda Let You Go,6p2l8mki7sBTvF89R3tcBj,149802,47,0.0977,0.732,220867,0.589,0.0,D,0.184,-5.038,Major,0.0481,91.82,04-Apr,0.271,R&B
No,Trevor Jackson,Warning,1WH96QFPIhxlnATR0K90KX,92478,53,0.137,0.809,158313,0.737,0.0,F#,0.0523,-4.906,Minor,0.164,140.039,04-Apr,0.698,R&B
No,ABRA,VEGAS,3WcBQcoYcYF9d9PaBa0lKD,165200,46,0.0222,0.53,321087,0.623,0.0363,C#,0.123,-9.141,Major,0.048,169.967,04-Apr,0.701,R&B
No,Joji,CAN'T GET OVER YOU (feat. Clams Casino),3pL8KCYTMhj94na1xvpiyY,68245,78,0.684,0.9,107077,0.316,0.0771,A,0.0853,-8.797,Major,0.332,129.914,04-Apr,0.844,R&B
No,Sabrina Claudio,Confidently Lost,2z0DLlUeMqQXsR1BxL0OJv,108809,68,0.272,0.666,209885,0.39,9.39e-06,F,0.111,-8.575,Major,0.0838,113.866,04-Apr,0.325,R&B
No,Lianne La Havas,Unstoppable - FKJ Remix,3rREcqxfjNnDXHqr6bq77W,135027,55,0.183,0.647,316304,0.562,0.000504,A#,0.0763,-7.733,Minor,0.165,92.2,04-Apr,0.495,R&B
No,empty_field,Luxurious,3YUGFOPmMZhgN7QvpFhj32,133400,52,0.133,0.813,264920,0.724,0.0,C,0.114,-3.987,Major,0.0738,,04-Apr,0.688,R&B
No,offonoff,gold (Feat. Dean),6iKnzmeyi2Ki3UMrO1b2x8,82158,56,0.57,0.883,-1,0.647,1.05e-06,A#,0.359,-8.2,Minor,0.0799,117.016,04-Apr,0.729,R&B
No,Smokie Norful,I Need A Word,2SLZ2rX5773RS16mcqBxG7,83750,44,0.716,0.283,244133,0.482,0.0,A#,0.195,-4.823,Major,0.0343,85.929,03-Apr,0.274,R&B
No,Tevin Campbell,Can We Talk,5GHwCpwEos0FzYe55slXEp,141617,65,0.0759,0.658,-1,0.711,1.77e-05,D,0.0446,-7.424,Minor,0.0425,172.365,04-Apr,0.614,R&B
No,HONNE,Me & You ◑,0gV4sAkQtUbfhNJm9P4Hdj,204117,66,0.645,0.769,243601,0.546,0.000231,C,0.0948,-8.27,Minor,0.0387,120.22,04-Apr,0.603,R&B
