Selected,track_id,artist_name,track_name,RF_genres,instance_id,actual_genre,pre_dictated_genre
No,0Y0JVqSlj8J512B5kjKekP,Giuseppe Verdi,"La traviata, Act I: Libiamo (Drinking Song)",Opera,25050,Opera,Opera
No,5i70f6KOnmtRCbutYnLvVC,Giuseppe Verdi,Otello: Act I: Inaffia l'ugola!,Opera,153178,Opera,Opera
No,6HRU0CPcG0q3Dq8XVBWacL,Giuseppe Verdi,Il Trovatore / Act 1: Tacea la notte placida,Opera,36561,Opera,Opera
No,21DBfEC4LfZ0U128pNKEEn,Giuseppe Verdi,"Falstaff, Act III Pt. 1: Reverenza. La bella Alice (Live)",Opera,169840,Classical,Opera
No,67FsGVpuzlCMAC4cT454gU,Giuseppe Verdi,Luisa Miller : Quando le sere al placido,Opera,180136,Opera,Opera
No,2kHI1CDJzCYvLlVzFKfC06,Giuseppe Verdi,"Simon Boccanegra / Prologue: ""A te l'estremo addio"" - ""Il lacerato spirito""",Opera,72491,Opera,Opera
No,6Bh16kDql5jGWA8WhinbdR,Giuseppe Verdi,"Nabucco / Act 4: (Introduzione) / Va, la palma del martirio",Opera,149255,Opera,Opera
No,4Cb85RX7D32v86lHZNFKCt,Giuseppe Verdi,La Donna è Mobile,Opera,92432,Opera,Opera
No,5uZoPP9hn8G21vdOdHlKqn,Giuseppe Verdi,"Nabucco, Act III: Va, pensiero, ""Chorus of Hebrew Slaves""",Opera,116012,Opera,Opera
No,1dx51qMMX8VFOVL15E6HsQ,Giuseppe Verdi,"Verdi: La traviata, Act 3: ""Addio, del passato"" (Violetta)",Opera,185530,Opera,Opera
No,7M3KyYaVUCSsCalhShI8yH,Giuseppe Verdi,"Macbeth, Act I: Nel di della vittoria io le incontrai ... Ambizioso spirito ... Vieni! t'affretta! (Live)",Opera,80968,Opera,Opera
No,7rwy5yu8oNsci9VP6Y8EtX,Giuseppe Verdi,"La Traviata, Act I: ""E Strano - Ah Fors'e Lui""",Opera,191219,Opera,Opera
No,5f2JNWZKJMZEgkRJc9MCTv,Giuseppe Verdi,"Falstaff, Act III, Scene Two: Ogni sorta di gente dozzinale (Falstaff/Ford/Coro/Alice/Caio/Meg/Quickly/Bardolfo/Fenton/Nannetta/Pistola)",Opera,26232,Opera,Opera
No,6SSLgl0gywQ5Z4dlLj7laX,Giuseppe Verdi,"Macbeth, Act II: Perché mi sfuggi, e fiso (Live)",Opera,201920,Classical,Opera
No,4QGJfw4TLQ07KM8m7Dq5Hu,Giuseppe Verdi,"Rigoletto / Act 1: Duetto. ""Quel vecchio maledivami!"" (Rigoletto, Sparafucile)",Opera,185117,Opera,Opera
No,2x5Mz7DM5qtDOVMVJZWKqh,Giuseppe Verdi,Requiem: V. Quid Sum Miser,Opera,124050,Opera,Opera
No,4q3afuI7W79ZA58aLjeo7V,Giuseppe Verdi,Un ballo in maschera: Ecco l'orrido campo,Opera,169827,Opera,Opera
No,4j41Du0uMXJrfEY7Xe9CDO,Giuseppe Verdi,"""Ohimè!...morir mi sento! Oh! chi lo salva?""",Opera,23824,Opera,Opera
No,2LR6lZHhpdzlTQsEfiJQaP,Giuseppe Verdi,"Rigoletto, Act II: Ella mi fu rapita...Parmi veder le lagrime",Opera,106397,Opera,Opera
No,7HVxy3Kr59FJ70NhhzEo2a,Giuseppe Verdi,Rigoletto / Act 1: Quel vecchio maledivami!,Opera,193247,Opera,Opera
No,0cqNGWvuukhCiKvEX7utys,Giuseppe Verdi,"Verdi: La traviata, Act 1: ""Ah, fors'è lui"" (Violetta)",Opera,25894,Opera,Opera
No,2cI1iF1sXJD7CT64uvFBs1,Giuseppe Verdi,"La Traviata / Act 2: ""Alfredo! Voi!""",Opera,65309,Opera,Opera
No,1aqyZdRAPmPB6vgDmX4C6O,Giuseppe Verdi,"Aida / Act 1: ""Se quel guerrier io fossi!...Celeste Aida""",Opera,208251,Opera,Opera
No,5wEvVjaLep5wDqEauU0OVs,Giuseppe Verdi,"Rigoletto, Act I: Partite? Crudele",Opera,65447,Opera,Opera
No,5W9Al2ewPfzbWHOV2BAtBR,Giuseppe Verdi,"Rigoletto, Act I: Gualtier Maldè... Nome di lui sì amato",Opera,31713,Opera,Opera
No,3YAbvgI335vIo8W76QwrqU,Giuseppe Verdi,"Il Trovatore / Act 1: ""Deserto sulla terra""",Opera,55876,Opera,Opera
No,5eBHqnftXTZ5IFdUzlsazK,Giuseppe Verdi,Aida: Ritorna vincitor,Opera,92040,Opera,Opera
No,3mFnD6z3nGTZFPlruEzPrr,Giuseppe Verdi,"Les Vêpres siciliennes, Act III Scene 2: Les Quatre Saisons: L'Automne",Opera,162040,Opera,Opera
No,5MdkX6h74nBhnO51XdOfyF,Giuseppe Verdi,Requiem: XIII. Sanctus,Opera,36520,Opera,Opera
No,7hqboBA08HiOvLPd3Ahjod,Giuseppe Verdi,"Aida: ""O terra addio"" - Remastered",Opera,188596,Opera,Opera
No,5hGjxHNTd5ioIvvREm6Hww,Giuseppe Verdi,"Macbeth, Act I: Vieni altrove!",Opera,30084,Opera,Opera
No,4g1sdocaxADX5v7ntYkCZD,Gustav Holst,"The Planets, Op. 32, H. 125: VII. Neptune, the Mystic",Opera,90799,Classical,Classical
No,2GF1jcBbw4iSigb5mW1TgN,Gustav Mahler,Symphony No. 5 in C-Sharp Minor / Pt. 3: 4. Adagietto (Sehr langsam),Opera,106130,Classical,Classical
No,03tBbNcAZFBttxkVHm2VaE,Gustav Mahler,"Kindertotenlieder: 1. ""Nun will die Sonn' so hell aufgeh'n""",Opera,28028,Classical,Classical
No,2dunRq7yiVaj0WsPpvADMH,Gustav Mahler,Das Lied von der Erde: IV. Von der Schönheit,Opera,61869,Classical,Classical
No,737fbbX3NFJcWz0hHqRAgN,Gustav Mahler,"Das Klagende Lied / Pt. 2: ""Ach Spielmann, lieber Spielmann mein!""",Opera,126318,Classical,Classical
No,0aAnHzjVQxXyvmbOHGAsfD,Gustave Charpentier,"Charpentier, G.: Louise, Act 3 Scene 1: ""Depuis le jour où je me suis donnée"" (Louise)",Opera,196342,Opera,Opera
No,0TqgCmbuz7ukP5XwOfP97K,Gustave Charpentier,"Louise / Act 3: ""Depuis le jour""",Opera,147347,Opera,Opera
No,5XeT9fYCeg1jYithrEni7v,Hector Berlioz,"L'enfance du Christ, Op. 25, H. 130, Pt. 1 ""Le songe d’Hérode"": Joseph! Marie! Écoutez-nous!",Opera,45169,Classical,Classical
No,7FlFaP2w97lKslADy7dPLN,Hector Berlioz,"La Damnation de Faust, Op. 24, H. 111: Pt. II, Scène VII - ""Margarita!""",Opera,92200,Classical,Classical
No,2UJ9eh4cex6ulccBrskJXd,Hector Berlioz,"La Damnation de Faust, Op. 24, H. 111: Pt. III, Scène XIV - ""Allons, il est trop tard! ... Je connais donc enfin""",Opera,142997,Classical,Classical
No,5RCV2wbqGkwXMcfsv63unX,Hector Berlioz,"L'enfance du Christ, Op. 25, H. 130, Pt. 2 ""La fuite en Égypte"": Les pèlerins étant venus",Opera,116801,Classical,Classical
No,7oHsS6nhOszWh5yUaHVW3d,Hector Berlioz,"La Damnation de Faust, Op. 24, H. 111: Pt. II, Scène VII - Choeur de gnomes et de sylphes. Songe de Faust. ""Dors! heureux Faust""",Opera,97390,Classical,Classical
No,6tQHXelyvq4qHQxw1l4rb5,Howard Shore,Mithril,Opera,88437,Classical,Classical
No,24HiMX0GtixmOoCA6IXecA,Itzhak Perlman,Sabrina: Theme,Opera,45462,Classical,Classical
No,2mu2oL9gdgHGtlg9poer2u,Jack White,Great High Mountain,Opera,152925,Blues,Blues
No,7aAholeRCIGZD1QhHYKDDq,Jackie Wilson,I Don't Need You Around,Opera,50098,Blues,Blues
No,2URjwQulkDiDmFdjSPrcSc,Jacopo Peri,"Euridice, Scena I: Per quel vago boschetto",Opera,48948,Opera,Opera
No,3Ky9hVuzxejbDWbZVcVHpo,Jacques Offenbach,"Les contes d'Hoffmann, Act II: C'est une chanson d'amour (Live)",Opera,195468,Opera,Opera
No,3zzttInImJnxLonG12oeA3,Jacques Offenbach,"Les contes d'Hoffmann, Epilogue: Pour le cœur de Phryné que doublait un bissac (Live)",Opera,159708,Opera,Opera
No,2O2mr2gzBRtKGRiswqRyiN,Jacques Offenbach,"Les contes d'Hoffmann, Act III: Hélas, mon coeur s'égare encore (Live)",Opera,200473,Classical,Opera
No,1lxXzY1K7qb3Ami6yegqOD,Jacques Offenbach,"Les contes d'Hoffmann, Prologue: Dans les rôles d'amoureux langoureux (Live)",Opera,172461,Opera,Opera
No,3mUSvoIbxCEBwOPicBTu8X,Jacques Offenbach,"Les Contes d'Hoffmann / Act 2: Barcarolle: Belle nuit, ô nuit d'amour",Opera,51684,Opera,Opera
No,6oIzz8WAYB3U0GvhxARRNl,Jacques Offenbach,"Les contes d'Hoffmann, Prologue: Peuh! Cette bière est détestable (Live)",Opera,60593,Classical,Opera
No,2EmvPpFZC9SAzBvp2WNe35,Jacques Offenbach,"Les Contes d'Hoffmann / Act 2: ""Ah! mon ami, quel accent!""",Opera,149772,Opera,Opera
No,0diqiEUdyPcBJ1jQuP9cBn,Jacques Offenbach,"Les contes d'Hoffmann, Act III: Schlémil! (Live)",Opera,203910,Opera,Opera
No,0sdbFOyfgAhAhWq8DpzkaW,Jacques Offenbach,"Offenbach: Les Contes d'Hoffmann, Act 4: No. 13, Barcarolle, ""Belle nuit, ô nuit d'amour"" (Nicklausse, Giulietta, Chorus)",Opera,154370,Opera,Opera
No,4FWLGpr1oPeuYERjHZyT3m,Jacques Offenbach,"Les Contes d'Hoffmann, Act III, Scene 1: ""Elle a fui, la torterelle""",Opera,155542,Opera,Opera
No,4yHLejQxBnufgbFPALQkK3,Jacques Offenbach,"Les contes d'Hoffmann, Act I: Je me nomme Coppelius (Live)",Opera,208093,Opera,Opera
No,0sm3ZtBLGY0Wbz7MOwwmGK,Jacques Offenbach,Les contes d'Hoffmann (The Tales of Hoffmann): Tales of Hoffman: Barcarole,Opera,131403,Opera,Opera
No,2cqqh4lhzUaE3guIHsIy3O,Jacques Offenbach,Les Contes d'Hoffmann / Act 4: Entr'acte (Barcarolle),Opera,46143,Opera,Opera
No,1eheWVBndmat72vPO48Qdj,Jacques Offenbach,"Les contes d'Hoffmann, Prologue: Deux heures devant moi (Live)",Opera,25169,Opera,Opera
No,4MeckCCA1IaxipPl3y1agG,Jacques Offenbach,"Les contes d'Hoffmann, Act III: Ecoutez, messieurs! Voici les gondoles (Live)",Opera,122357,Classical,Opera
No,5EcTPZeeRRAA1CNuMM5NHE,Jacques Offenbach,Les Contes d'Hoffmann - Arr. M. Moszkowski: Barcarolle,Opera,32143,Opera,Opera
No,5V6ZAeNXnfH4aoqNd9RPQZ,Jacques Offenbach,"Barcarolle from ""The Tales of Hoffmann""",Opera,95620,Opera,Opera
No,7KBGSSpk34PRiBjM10YWwF,Jacques Offenbach,"Les Contes d'Hoffmann, Act I (Prologue): Notte e giorno mal dormire...Il était une fois à la cour d'Eisenach (Nicklausse,Hoffmann,Herman,Nathanaël,Chorus)",Opera,201098,Opera,Opera
No,1JVN2oMHiWXHD5j5nhniST,Jacques Offenbach,Les Contes d'Hoffmann: Entr'acte (Barcarolle),Opera,93968,Opera,Opera
No,2f9VEEmi8ZtPfwPdCa2mFb,Jean-Baptiste Lully,Armide: Overture,Opera,51164,Opera,Opera
No,4ZSJs1cqeincEi2KjUGmZC,Jean-Baptiste Lully,"Alceste, LWV 50: Rondeau de la Gloire (1674)",Opera,216140,Opera,Opera
No,5b2QapUOA17yvU0WiWgDDy,Jean-Baptiste Lully,Alceste: Il faut passer tôt ou tard (Live),Opera,107152,Opera,Opera
No,4zGhybGOXwqjji9icrYx9K,Jean-Philippe Rameau,Pieces de clavecin en concerts: Concert No. 4 in B-Flat Major: I. La pantomime (Loure un peu vive),Opera,131894,Opera,Opera
No,0Rxgdpe1zgZ6ZzHgxSaYEJ,Jean-Philippe Rameau,"Hippolyte et Aricie, RCT 43, Acte I, Scène I: Prélude - Air accompagné ""Temple sacré, séjour tranquille""",Opera,186258,Opera,Opera
No,0m1enJeMckm07EP3XSWudD,Jerry Vale,Tango Della Gelosia (Jealous Of You),Opera,119167,Jazz,Jazz
No,4bCOAuhvjsxbVBM5MM8oik,Jimmy Durante,You Made Me Love You - Remastered,Opera,33072,Jazz,Jazz
No,1thfIzMJCYeFEA88tNQX4S,Jimmy Durante,Never in a Million Years - Remastered,Opera,101375,Jazz,Jazz
No,6nHklrqToVtKcHqeRcHbzt,Jimmy Durante,As Time Goes By - Remastered,Opera,76225,Jazz,Jazz
No,7mLU3RLrZYPf18dBuBHJwQ,Johann Adolf Hasse,Keyboard Sonata No. 2 in E-Flat Major: I. Allegro,Opera,133998,Opera,Opera
No,1gsnc480zaznkNqOD0RfUi,Johann Adolf Hasse,"Hasse: La clemenza di Tito: ""Se mai senti"" (Sextus)",Opera,55196,Opera,Opera
No,235CxR5KnrofF6gtSdBLug,Johann Adolf Hasse,Cleofide: Act II Scene 8: Aria: Se trova perdono (Alessandro),Opera,204768,Opera,Opera
No,2xCevhHBY5EvjmMKUq68Ol,Johann Pachelbel,"Canon & Gigue in D Major, P. 37: Canon",Opera,190813,Classical,Classical
No,1o5THHBacLMlJIdlg8hB62,Johann Sebastian Bach,Brandenburg Concerto No. 5 in D BWV1050: I. Allegro,Opera,98388,Classical,Classical
No,5CYRfPViGWqsLoypm1bX4u,Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 1: No. 11, Er antwortete und sprach",Opera,80305,Classical,Classical
No,0QMQqnlsgZIz2RouSsNuCR,Johann Sebastian Bach,"Violin Concerto No. 1 in A Minor, BWV 1041 : 2. Andante",Opera,44649,Classical,Classical
No,7IhsLJMqdxoo7YAZjaSMru,Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 2: No. 67, Nun ist der Herr zur Ruh gebracht",Opera,33176,Classical,Classical
No,4xB7Hh5hKFPNPj3Ayfvmoi,Johann Sebastian Bach,"Violin Sonata No. 2 in A Minor, BWV 1003: I. Grave",Opera,124340,Classical,Classical
No,07jius8TATGH6JDuPJ988q,Johann Sebastian Bach,"St. John Passion, BWV 245, Pt. 2: No. 26, In meines Herzens Grunde",Opera,64846,Classical,Classical
No,2e63KBFTcLcN2ZlUJXrpXv,Johann Sebastian Bach,"St. John Passion, BWV 245, Pt. 1: No. 5, Dein Will gescheh, Herr Gott, zugleich",Opera,50128,Classical,Classical
No,3d2vAXkmkIca1B5oj0seZB,Johann Sebastian Bach,"St. John Passion, BWV 245, Pt. 2: No. 18c, Barrabas aber war ein Mörder",Opera,176525,Classical,Classical
No,1X7zdD6Yahqpi4CCp9rX9z,Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 2: No. 39, Erbarme dich, mein Gott, um meiner Zähren Willen",Opera,75745,Classical,Classical
No,7mj4nkSnwJaCjTpdzQNtYQ,Johann Sebastian Bach,"St. John Passion, BWV 245, Pt. 1: No. 7, Von den Strikken meiner Sünden",Opera,77910,Classical,Classical
No,1fa0P39YZ4dvDhJGv1jqra,Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 2: No. 30, Ach, nun ist mein Jesus hin",Opera,145369,Classical,Classical
No,106VtwWCZbr6LyBiPT4Qmn,Johann Sebastian Bach,"Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano",Opera,47254,Classical,Classical
No,6wwruKU956ldDyz55DZTt1,Johann Simon Mayr,Regina coeli in B-Flat Major (C. 1800),Opera,183595,Opera,Opera
No,3JGbhHuMB2mOdWLIRSHloN,Johannes Brahms,"Piano Sonata No. 3 in F Minor, Op. 5: I. Allegro maestoso (Live)",Opera,137656,Classical,Classical
No,1d97fF7diHScdygoxqsyJo,Johannes Brahms,"Ein deutsches Requiem, Op. 45: VII. Selig sind die Toten (Live)",Opera,105965,Classical,Classical
No,54QCuDEUxTPZG3iB4P5djA,Johannes Brahms,"Serenade No. 2 in A Major, Op. 16: III. Adagio non troppo",Opera,145151,Classical,Classical
No,1eyrmeiDpdTkOmA839nPVQ,Johannes Brahms,"Symphony No. 1 in C Minor, Op. 68: II. Andante sostenuto (Recorded 1955)",Opera,70146,Classical,Classical
No,5BdKP9AL3bxVgQcK7iDfVg,John Coltrane Quartet,Nancy (With The Laughing Face),Opera,134247,Jazz,Jazz
No,4ZHMR5eECTGuOMkIOjMIrF,John Philip Sousa,Among My Souvenirs,Opera,211992,Classical,Classical
No,4hG3zajjOz0zcNsr6opupa,Jonny Greenwood,Phantom Thread IV (feat. Daniel Pioro),Opera,119839,Classical,Classical
No,0YQeuXoLAK7WM2E8sswDdS,Jorma Kaukonen,Encore: Water Song - Late Show - Live,Opera,62311,Blues,Blues
No,5YY7ht3PCArlLjLbcTiAvh,Joshua Redman,Body & Soul,Opera,31933,Jazz,Jazz
No,6BGTLwYhPmKJTtpY6xgju2,José Carreras,Amapola,Opera,81939,Opera,Opera
No,5YyetAy34sgROhslaW3BZc,José Carreras,"""Nessun dorma"" - Live",Opera,173821,Opera,Opera
No,44gZSuP2nPUvab9ajBrnVM,José Carreras,Maria / Tonight / O paese d'o sole / Cielito lindo - Live,Opera,152887,Opera,Opera
No,0PFfAiEFREC6PugLPN03aa,José Carreras,Boig per tu,Opera,150496,Opera,Opera
No,2q9tF4XX1c9o4iz3EA6Ri0,José van Dam,Cortigiani (Rigoletto),Opera,133835,Opera,Opera
No,410aZi1aRJhmNVUKn6NgjM,Joyce DiDonato,Sopra L'acque Indormenzada,Opera,82942,Opera,Opera
No,0kVGGaOatp5V7S4mg3yc14,Joyce DiDonato,Hopes & Dreams,Opera,93210,Opera,Opera
No,79CfK2gMGf0svanec6LJOj,Juan Diego Flórez,Bolero,Opera,31002,Opera,Opera
No,3a8tAZFJxlmBwOtrf5L1oC,Judy Garland,The Man That Got Away - Live,Opera,58873,Jazz,Jazz
No,1FROv8jwr3Gudrv2UeRCoY,Judy Garland,Have Yourself a Merry Little Christmas,Opera,193071,Jazz,Jazz
No,7c8bCcNTQTx13FkjtKkb8E,Jules Massenet,"Massenet: Werther, Act 3: ""Pourquoi me réveiller"" (Werther)",Opera,160150,Opera,Opera
No,1dKDRs99KkNbtC9AHM7TLm,Jules Massenet,"Massenet: Werther, Act 3: ""Pourquoi me réveiller"" (Werther, Charlotte)",Opera,209429,Opera,Opera
No,52Dw5hXeylenurLTKoFJfZ,Jules Massenet,Piano Concerto in E Flat (1992 Digital Remaster): II.Largo,Opera,127212,Opera,Opera
No,4FWFBZNx2RTM45tboF1Lzr,Jules Massenet,Thaïs / Acte Deux: Dis-moi que je suis belle,Opera,88374,Opera,Opera
No,1HIjqCI12tzkojqiQ0VQkq,Jules Massenet,Thais: Act II Scene 2: Meditation,Opera,77039,Opera,Opera
No,38rSSEjYzSngmL0tVD0Ier,Jules Massenet,"Thaïs / Acte Deux: Ah! je suis seule, seule enfin!",Opera,110646,Opera,Opera
No,6ZfKElA2j5Jnr9N5ewpioa,Jules Massenet,Meditation - from Thais,Opera,193906,Opera,Opera
No,46Xnj8vZFwOZCE4aZNXlTf,Jules Massenet,Cendrillon: Lorsqu'on a plus de vingt quartiers,Opera,149012,Opera,Opera
No,2sdarYql1R0GAdFsdb4LDM,Jules Massenet,Cendrillon: Félicitez-moi donc,Opera,24309,Opera,Opera
No,3JxGFslfjMrdICAJakeRpP,Jules Massenet,"Ballet Suite from ""Hérodiade"": IV. Les phéniciennes",Opera,53366,Opera,Opera
No,7c1PgDQRWRHPtY47jEe8Ix,Jules Massenet,Thais Meditation,Opera,111769,Opera,Opera
No,60ZYLVPmSNY9r0Uquaivvs,Jules Massenet,"""Ai-je dit vrai?""",Opera,101257,Opera,Opera
No,75izAeHlGuOgA865CFDyIv,Jules Massenet,Cendrillon: Ah! Douce enfant,Opera,51459,Opera,Opera
No,3ANOoBSjIv1yXFT6NTBmnL,Jules Massenet,Cendrillon: Faites-vous très belles,Opera,164887,Opera,Opera
No,46XzvI0GXvRwK7LV6vdn2v,Jules Massenet,"""Werther! Werther!..qui m'aurait dit...Ces lettres ...ah!""",Opera,181819,Opera,Opera
No,1b4pDHikv9vOImTp5DgESJ,Jules Massenet,Il Bacio,Opera,37144,Opera,Opera
No,7FDRuCNyLts7hg1UiaPpUR,Jules Massenet,"Orchestral Interlude...""Il faut nous séparer""",Opera,116711,Opera,Opera
No,0290p0m38UReABj6EBUhQB,June Anderson,La Partenza,Opera,149493,Opera,Opera
No,5L5cWKzNK0f7s7pFcECIxa,Jussi Björling,"Les pêcheurs de perles, Act 1: Je crois entendre encore",Opera,201015,Opera,Opera
No,6GAemDMWAXa8wZOBkO1gar,Katherine Jenkins,World In Union,Opera,127320,Opera,Opera
No,4tVEEuERNetqn9rz6B76QE,Katherine Jenkins,"You'll Never Walk Alone - From ""Carousel""",Opera,191329,Opera,Opera
No,0WVSuV3g1AhrPI467PCypF,Katherine Jenkins,Se Si Perde Un Amore,Opera,55980,Opera,Opera
No,73hmUGQvCNlhDWzNPRvcx3,Katherine Jenkins,Xander's Song,Opera,183132,Opera,Opera
No,19fcbNdQCjFlotNOax1iiz,Katherine Jenkins,Come Thou Fount Of Every Blessing,Opera,38575,Opera,Opera
No,7o10Zzm6Lfa14CEzdWuMpA,Keith John,"I Can Only Be Me - From The ""School Daze"" Soundtrack",Opera,23686,Classical,Classical
No,5ntkXZWsq8mFiH2Tmiizzp,Kronos Quartet,My Tresses in the Wind,Opera,209351,Classical,Classical
No,2tRxW2A9eyYmHv3JihIikW,Kronos Quartet,Vanishing Lines,Opera,197644,Classical,Classical
No,1MQWtVcs0PKsY4PA6ZvLiy,Kronos Quartet,Leyli's Nightingales,Opera,119039,Classical,Classical
No,4NeOmQVPYrlYdkzNWwpp0Q,Leo Nucci,Lasciami cantare una canzone,Opera,143755,Opera,Opera
No,4Yer5J62AsSebsDBr7xla6,Lesley Garrett,Climb Ev'ry Mountain - Reprise,Opera,191724,Opera,Opera
No,5Ga3CEWbxx7d5DowD2HUHD,Lesley Garrett,"Kashif: So Deep is the Night (arrangement for Voice, Piano and Strings of Chopin's ""Etude in E Major, Op. 10 No. 3, ""Tristesse"")",Opera,57824,Opera,Opera
No,5hvewH7ukvLQvBrMoTqLTt,Lesley Garrett,Dat'S Love,Opera,79155,Opera,Opera
No,7BIoSvg3h4HAFPMbtHuuxS,Luca Antonio Predieri,Pace una volta from Zenobia - Voice,Opera,58210,Opera,Opera
No,6YZQx90VEuzf0lRY9TYh7j,Lucia Popp,Vier letzte Lieder (Four Last Songs) AV150 (Op. posth): III. Beim Schlafengehen (Hesse),Opera,208076,Opera,Opera
No,0s2hmzyQlyqbNCfaLWJYGA,Luciano Pavarotti,La Bohème - O Mimi tu più non torni,Opera,146291,Opera,Opera
No,5nVqiUllsLIycn9M08HD5w,Luciano Pavarotti,Tu scendi dalle stelle,Opera,40672,Opera,Opera
No,58KjQnB2w7MhTbBJ29geBC,Luciano Pavarotti,"Tosca / Act 3: ""E lucevan le stelle""",Opera,154712,Opera,Opera
No,2b0v5BTtI90DvIrmIGqaXn,Luciano Pavarotti,"Panis Angelicus, Op.12/V",Opera,60644,Opera,Opera
No,2NVpYQqdraEcQwqT7GhUkh,Luciano Pavarotti,"Don Giovanni, K.527 / Act 1: Dalla sua pace",Opera,207317,Opera,Opera
No,5XtyytAig4m3HkO2XXaL9l,Luciano Pavarotti,La Traviata - Act. I - Libiam Ne' Lieti Calici (Brindisi),Opera,155741,Opera,Opera
No,1XlQxeWceOaAtmOKxM6YgZ,Luciano Pavarotti,Rigoletto - La Donna È Mobile,Opera,82962,Opera,Opera
No,5fOOQFVHQb1M58iSYebKeW,Luciano Pavarotti,"Tosca / Act 1: ""Recondita armonia""",Opera,82297,Opera,Opera
No,2WP8OU14JZ7BGFZ63avbRy,Luciano Pavarotti,Mamma,Opera,28215,Opera,Opera
No,7jfsQ3cEt0a4zb5uiZCFlh,Ludwig van Beethoven,"Symphony No. 7 in A Major, Op. 92: II. Allegretto",Opera,97180,Classical,Classical
No,5ACEbUCCb0tykbzjzKdOeT,Ludwig van Beethoven,"Fidelio, Op. 72, Act II: Euch werde Lohn in bessern Welten (Live)",Opera,114663,Classical,Classical
No,2CVAamAHsw1y2WrzqPYIul,Ludwig van Beethoven,"Fidelio, Op. 72, Act I: Mir ist so wunderbar (Live)",Opera,21801,Classical,Classical
No,0BgOvu0E3ZgzVjZTtOmC1s,Ludwig van Beethoven,"Missa solemnis, Op. 123: Agnus Dei. Adagio (Live)",Opera,31236,Classical,Classical
No,19yGmm9FjEZdZc5j98WDe4,Ludwig van Beethoven,"Fidelio, Op. 72, Act I: Ach Vater, Vater, eilt - Verweg'ner Alter! (Live)",Opera,60783,Classical,Classical
No,7fWFqVCqWk6tUvN7QPtAgN,Ludwig van Beethoven,"Violin Sonata No. 1, Op. 12 No. 1: II. Tema con variazioni. Andante con moto",Opera,141922,Classical,Classical
No,7pI0ZeIVWiH35cUwzWIWM9,Ludwig van Beethoven,"Fidelio, Op. 72, Act I: Jetzt, Alter, jetzt hat es Eile! (Live)",Opera,89341,Classical,Classical
No,5Wbjjde5ez7sx22OtmrXKV,Ludwig van Beethoven,"Allegretto in B-Flat Major, WoO 39",Opera,125696,Classical,Classical
No,4XpozCpvdflxWMoAu70qs2,Ludwig van Beethoven,"Piano Sonata No. 30 in E Major, Op. 109: I. Vivace ma non troppo",Opera,141874,Classical,Classical
No,6IjpF2mfKL65rkfXluCoH4,Ludwig van Beethoven,"Fidelio, Op. 72, Act I: Overture (Live)",Opera,159122,Classical,Classical
No,0NoN2f4Qmp0J7QCbk22z6P,Léo Delibes,"La source, ou Naila: Suite No. 3: Suite No. 3: Introduction et Mazurka",Opera,96164,Opera,Opera
No,1ZhovLmj7HALLd7mhKZFlt,Léo Delibes,Coppélia / Tableau 2: No. 12 Scène,Opera,216614,Opera,Opera
No,21kOVEG3bDCVphKhXL8XmQ,Léo Delibes,"Delibes: Coppélia ou la fille aux yeux d'émail (Ballet), Act 3: No. 20, Fête de la cloche - Divertissement, (g) La paix (Moderato)",Opera,205044,Opera,Opera
No,0RMM7ekHLGTG899kcGoJBs,Léo Delibes,Lakmé / Act 1: Les fleurs me paraissent ... Pourquoi dans les grands,Opera,196278,Opera,Opera
No,4s2ysKacp4Gi33bMe4LJyd,Léo Delibes,"Lakmé: Blumenduett (Lara Croft Tomb Raider): Lakme: Dome epais, le jasmin",Opera,188241,Opera,Opera
No,1iyYqtHB4w5Jl2BGx71emK,Léo Delibes,"Coppélia, Act III: 20. Fête de la cloche. ""La paix""",Opera,53746,Opera,Opera
No,0xrb7TbItfoVbW0jYeoeTh,Léo Delibes,"Sylvia, ou la Nymphe de Diane, ballet en 3 actes & 5 tableaux (extraits) : Prélude - Remasterisé en 2000",Opera,145713,Opera,Opera
No,1luQwXgJMgF7rs0mYg5uXa,Léo Delibes,Coppelia: Act III - Valse des heures,Opera,195638,Opera,Opera
No,6iM72kHmXtuw6jCbB5rGTl,Léo Delibes,"Delibes: Coppélia ou la fille aux yeux d'émail (Ballet), Act 1: No. 6, Thème slave varié (Allegretto non troppo - Variations Nos. 1-4 - Allegro non troppo)",Opera,145876,Opera,Opera
No,4Kh2MJAy65AfHFdGqBg1Jw,Léo Delibes,Pirouette 1 (Excerpt from Coppelia),Opera,107925,Opera,Opera
No,4f1IMlBKDr1Qpg3h9uzcQ4,Léo Delibes,Coppélia / Tableau 1: No. 7a Sortie,Opera,55643,Opera,Opera
No,2froRxvDoC22ya8u88HgZE,Léo Delibes,"Coppelia: Act III - Marche de la cloche, Fete de la cloche - Divertissement",Opera,76744,Opera,Opera
No,7M9yGvYg5EikBRKIIGEITB,Léo Delibes,Coppélia / Tableau 2: No. 11a Musique des automates,Opera,43953,Opera,Opera
