artist_name,genre_summary,genre_mode
Ryan Destiny,R&B,R&B
Ryan Hemsworth,R&B,R&B
Ryan Hurd,Pop,Pop
Ryan Leslie,R&B,R&B
Ryan Montbleau,Folk,Folk
Ryan Oakes,Hip-Hop,Hip-Hop
Ryan Sickler,Comedy,Comedy
Ryan Singer,Comedy,Comedy
Ryan Stevenson,Alternative,Alternative
Ryan Stout,Comedy,Comedy
Ryan Trey,Alternative,Alternative
Ryland James,R&B,R&B
Ryley Walker,Folk,Folk
Ryuichi Sakamoto,Classical,Classical
Röyksopp,Alternative,Alternative
S. Carey,"Folk,Pop",Folk
S. J. Tucker,Folk,Folk
SAINt JHN,Hip-Hop,Hip-Hop
SATICA,R&B,R&B
SBTRKT,R&B,R&B
SEAMS,Pop,Pop
SEUNGRI,Pop,Pop
SEVENTEEN,Pop,Pop
SF9,Pop,Pop
SG Lewis,"Alternative,R&B",R&B
SHAUN,Pop,Pop
SHINee,Pop,Pop
SHY Martin,Pop,Pop
SLANDER,Pop,Pop
SMLE,Pop,Pop
SOHN,R&B,R&B
STRFKR,"Alternative,Pop",Alternative
SUNMI,Pop,Pop
SURAN,R&B,R&B
SWV,"Hip-Hop,Pop,R&B",R&B
SYML,"Folk,Pop",Folk
SZA,"Hip-Hop,Pop,R&B",Hip-Hop
Saba,"Alternative,Hip-Hop,Pop,R&B",Alternative
Sabrina Carpenter,Pop,Pop
Sabrina Claudio,"Alternative,Pop,R&B",Alternative
Sade,R&B,R&B
Sadistik,Hip-Hop,Hip-Hop
Sadiva,Jazz,Jazz
Sage The Gemini,Hip-Hop,Hip-Hop
SahBabii,Hip-Hop,Hip-Hop
Said the Sky,Pop,Pop
Saint Asonia,Alternative,Alternative
Saint Deamon,Classical,Classical
Saint Motel,Pop,Pop
Saint Privat,Jazz,Jazz
Saint Raymond,Folk,Folk
Salaam Remi,Hip-Hop,Hip-Hop
Saliva,Alternative,Alternative
Salt-N-Pepa,"Hip-Hop,Pop",Hip-Hop
Sam Cooke,Pop,Pop
Sam Evian,Folk,Folk
Sam Feldt,Pop,Pop
Sam Fender,Folk,Folk
Sam Gendel,Jazz,Jazz
Sam Hunt,Pop,Pop
Sam Kim,R&B,R&B
Sam Kinison,Comedy,Comedy
Sam Morril,Comedy,Comedy
Sam Smith,Pop,Pop
Sam Sure,R&B,R&B
Samantha Fish,Blues,Blues
Samiyam,"Alternative,Hip-Hop",Alternative
Samm Henshaw,R&B,R&B
Sammie,"Pop,R&B",R&B
Sammy Davis Jr.,Jazz,Jazz
Sampha,R&B,R&B
Samuel Barber,Classical,Classical
San Holo,Pop,Pop
Sanctus Real,Alternative,Alternative
Sandy Denny,Folk,Folk
Sango,"Hip-Hop,R&B",R&B
Santana,Blues,Blues
Santi,Alternative,Alternative
Santigold,"Alternative,Folk,Pop",Alternative
Sara Bareilles,"Folk,Pop",Folk
Sara Gazarek,Jazz,Jazz
Sara Watkins,Folk,Folk
Sarah Jarosz,"Alternative,Folk,Pop",Folk
Sarah McKenzie,Jazz,Jazz
Sarah McLachlan,Folk,Folk
Sarah Millican,Comedy,Comedy
Sarah Reeves,Alternative,Alternative
Sarah Silverman,Comedy,Comedy
Sarah Vaughan,Jazz,Jazz
Sasha Sloan,Pop,Pop
Savage Garden,Pop,Pop
Savatage,Classical,Classical
Saverio Mercadante,Opera,Opera
Saving Abel,Alternative,Alternative
Savoy Brown,Blues,Blues
Saweetie,Pop,Pop
ScHoolboy Q,"Hip-Hop,Pop",Hip-Hop
Scale The Summit,Jazz,Jazz
Scarface,Hip-Hop,Hip-Hop
Scarlxrd,Hip-Hop,Hip-Hop
Scott H. Biram,Blues,Blues
Scott Hamilton,Jazz,Jazz
Scott Helman,Folk,Folk
Scott Joplin,Classical,Classical
Scott McKenzie,Folk,Folk
Screamin' Jay Hawkins,Blues,Blues
Screaming Trees,Alternative,Alternative
Sea Wolf,Folk,Folk
Seafret,Folk,Folk
Seals and Crofts,Folk,Folk
Sean Kingston,"Hip-Hop,Pop,R&B",R&B
Sean Leon,Hip-Hop,Hip-Hop
Sean Paul,Pop,Pop
Seasick Steve,Blues,Blues
Seattle Symphony Orchestra,Classical,Classical
Seaway,Alternative,Alternative
Sebastian,Alternative,Alternative
Sebastian Yatra,Pop,Pop
Secondhand Serenade,Pop,Pop
Seether,Alternative,Alternative
Seething Fuck Patties,Comedy,Comedy
Selah,Alternative,Alternative
Selena,Pop,Pop
Selena Gomez,Pop,Pop
Selena Gomez & The Scene,Pop,Pop
Selim Palmgren,Classical,Classical
Semisonic,Alternative,Alternative
Sepultura,Alternative,Alternative
Sergei Prokofiev,Classical,Classical
Sergei Rachmaninoff,Classical,Classical
Serj Tankian,Alternative,Alternative
Session Victim,Jazz,Jazz
Set It Off,Pop,Pop
Seth Ennis,Pop,Pop
Seth Walker,Blues,Blues
Sevdaliza,R&B,R&B
Seven Lions,Pop,Pop
Seven Mary Three,Alternative,Alternative
Sevendust,Alternative,Alternative
Sevyn Streeter,"Pop,R&B",R&B
Shabaka and the Ancestors,Jazz,Jazz
Shagabond,R&B,R&B
Shaggy,Pop,Pop
Shai,R&B,R&B
Shakewell,Hip-Hop,Hip-Hop
Shakey Graves,"Folk,Pop",Folk
Shakira,Pop,Pop
Shakka,Hip-Hop,Hip-Hop
Shakti,Jazz,Jazz
Shakura S'Aida,Blues,Blues
Shaman's Harvest,Alternative,Alternative
Shameik Moore,R&B,R&B
Shane & Shane,Alternative,Alternative
Shane Mauss,Comedy,Comedy
Shania Twain,Pop,Pop
Shannon Curfman,Blues,Blues
Shannon Lay,Folk,Folk
Shannon and The Clams,Folk,Folk
Shanti Dope,Hip-Hop,Hip-Hop
Shaqdi,R&B,R&B
Sharon Jones & The Dap-Kings,Jazz,Jazz
Sharon Shannon,Folk,Folk
Sharon Van Etten,Folk,Folk
Shawn Colvin,"Folk,Pop",Folk
Shawn James & the Shapeshifters,Blues,Blues
Shawn Mendes,Pop,Pop
Shawty Lo,Hip-Hop,Hip-Hop
Shay Lia,"Alternative,R&B",Alternative
She & Him,Folk,Folk
Sheck Wes,"Hip-Hop,Pop",Hip-Hop
Sheek Louch,Hip-Hop,Hip-Hop
Shelton Harris,Pop,Pop
Shemekia Copeland,Blues,Blues
Sheryl Crow,"Folk,Pop",Folk
Shigeto,Jazz,Jazz
Shilts,Jazz,Jazz
Shinedown,Alternative,Alternative
Shinichi Suzuki,Classical,Classical
Shining,Jazz,Jazz
Shiny Toy Guns,Alternative,Alternative
Shirley & Lee,Blues,Blues
Shirley Bassey,Jazz,Jazz
Shirley Horn,Jazz,Jazz
Shocking Blue,Folk,Folk
Shoffy,"Alternative,R&B",R&B
Shontelle,Pop,Pop
Shop Boyz,Hip-Hop,Hip-Hop
Shordie Shordie,Hip-Hop,Hip-Hop
Shoreline Mafia,Hip-Hop,Hip-Hop
Shovels & Rope,"Blues,Alternative,Folk",Blues
Shubh Saran,Jazz,Jazz
Shuggie Otis,Jazz,Jazz
Shwayze,Pop,Pop
Shy Girls,"Alternative,Hip-Hop,R&B",R&B
Shy Glizzy,"Hip-Hop,Pop",Hip-Hop
Shyne,Hip-Hop,Hip-Hop
SiR,"Alternative,Hip-Hop,Pop,R&B",R&B
Sia,Pop,Pop
Sibylle Baier,Folk,Folk
Sick Puppies,Alternative,Alternative
SicknessMP,Jazz,Jazz
Sidewalk Prophets,Alternative,Alternative
Sidiki Diabaté,Blues,Blues
Sidney Bechet,Jazz,Jazz
Sierra Maestra,Jazz,Jazz
Sigala,Pop,Pop
Sigrid,Pop,Pop
Sigur Rós,Folk,Folk
Sigurbodi,Folk,Folk
Sik-K,R&B,R&B
Silk,"Hip-Hop,Pop,R&B",R&B
Silk City,Pop,Pop
Silvana Estrada,Jazz,Jazz
Silver Jews,Folk,Folk
Silverchair,Alternative,Alternative
Silversun Pickups,Alternative,Alternative
Silvio Rodríguez,Alternative,Alternative
Simon & Garfunkel,"Folk,Pop",Folk
Simon Dominic,R&B,R&B
Simone Kermes,Opera,Opera
Simple Minds,Pop,Pop
Simple Plan,Pop,Pop
Sin Shake Sin,Alternative,Alternative
Sinbad,Comedy,Comedy
SinceWhen,Hip-Hop,Hip-Hop
Sinead Harnett,"Alternative,Pop,R&B",R&B
Sinitus Tempo,Jazz,Jazz
Sinne Eeg,Jazz,Jazz
Sinéad O'Connor,Folk,Folk
Siouxsie and the Banshees,Alternative,Alternative
Sir Charles Jones,Blues,Blues
Sir Mix-A-Lot,Hip-Hop,Hip-Hop
Sir Sly,Alternative,Alternative
Sisqo,Pop,Pop
Sister Rosetta Tharpe,Blues,Blues
Sithu Aye,Jazz,Jazz
Siv Jakobsen,Folk,Folk
Six Organs Of Admittance,Folk,Folk
Sixx:A.M.,Alternative,Alternative
Skalpel,Jazz,Jazz
Skee-Lo,Hip-Hop,Hip-Hop
Skepta,Hip-Hop,Hip-Hop
Ski Mask The Slump God,Hip-Hop,Hip-Hop
Skillet,Alternative,Alternative
Skindred,Alternative,Alternative
Skinny Living,Folk,Folk
Skinshape,Jazz,Jazz
Skip James,Blues,Blues
Skitz Kraven,Hip-Hop,Hip-Hop
Skizzy Mars,"Hip-Hop,Pop",Hip-Hop
Skylar Grey,Pop,Pop
Slade,Blues,Blues
"Slaughter Beach, Dog",Alternative,Alternative
Slave,Jazz,Jazz
Slayer,Alternative,Alternative
Sleater-Kinney,Alternative,Alternative
Sledding With Tigers,Folk,Folk
Sleeping At Last,"Folk,Pop",Folk
Sleeping With Sirens,Pop,Pop
Sleeping Wolf,Alternative,Alternative
Sleigh Bells,Folk,Folk
Slick Rick,"Alternative,Hip-Hop",Alternative
Slim Harpo,Blues,Blues
Slim Thug,Hip-Hop,Hip-Hop
Slim.,Jazz,Jazz
Slipknot,Alternative,Alternative
Slowy,Jazz,Jazz
Slum Village,"Alternative,Hip-Hop",Alternative
Slushii,Pop,Pop
Sly & The Family Stone,"Folk,Pop",Folk
Sly5thAve,Jazz,Jazz
Small Black,Alternative,Alternative
Small Faces,Blues,Blues
Smash Into Pieces,Alternative,Alternative
Smash Mouth,"Alternative,Pop",Alternative
Smif-N-Wessun,"Alternative,Hip-Hop",Alternative
Smile Empty Soul,Alternative,Alternative
Smino,"Alternative,Hip-Hop,Pop,R&B",R&B
Smith & Thell,Pop,Pop
Smoke Dza,"Alternative,Hip-Hop",Alternative
Smokepurpp,"Hip-Hop,Pop",Hip-Hop
Smokey Joe & The Kid,Jazz,Jazz
Smokie Norful,R&B,R&B
Smooky MarGielaa,Hip-Hop,Hip-Hop
Smooth Dinner Jazz,Jazz,Jazz
Smooth Jazz New York,Jazz,Jazz
Smrtdeath,Hip-Hop,Hip-Hop
Snail Mail,Folk,Folk
Snakehips,Pop,Pop
Snares,Jazz,Jazz
Snarky Puppy,Jazz,Jazz
Snoh Aalegra,"Alternative,R&B",Alternative
Snooks Eaglin,Blues,Blues
Snooky Pryor,Blues,Blues
Snoop Dogg,"Hip-Hop,Pop",Hip-Hop
Snorri Hallgrímsson,Classical,Classical
Snow Patrol,Pop,Pop
Snowy White,Blues,Blues
So Loki,Hip-Hop,Hip-Hop
SoMo,"Pop,R&B",R&B
Soap&Skin,Folk,Folk
Soccer Mommy,Folk,Folk
Social Club Misfits,Hip-Hop,Hip-Hop
Social House,Pop,Pop
Soda Stereo,Alternative,Alternative
Soen,Jazz,Jazz
Sofia Karlberg,Pop,Pop
Soft Cell,Pop,Pop
Sola Rosa,Jazz,Jazz
Solange,"Alternative,Pop,R&B",R&B
Soledad Brothers,Blues,Blues
Solomon Burke,"Blues,Jazz",Blues
Son House,Blues,Blues
Son Lux,Hip-Hop,Hip-Hop
Son Volt,Folk,Folk
SonReal,Hip-Hop,Hip-Hop
Sonata Arctica,Classical,Classical
Sonder,"Alternative,R&B",R&B
Sonic Youth,"Blues,Alternative",Blues
Sonny & Cher,Pop,Pop
Sonny & The Sunsets,Folk,Folk
Sonny Boy Williamson I,Blues,Blues
Sonny Boy Williamson II,Blues,Blues
Sonny Clark,Jazz,Jazz
Sonny Criss,Jazz,Jazz
Sonny Landreth,Blues,Blues
Sonny Rollins,Jazz,Jazz
Sonny Sharrock,Jazz,Jazz
Sonora Ponceña,Jazz,Jazz
Sons Of Apollo,Classical,Classical
Sons Of Kemet,Jazz,Jazz
Sons Of The East,Folk,Folk
Sonta,"Pop,R&B",R&B
Sophie Milman,Jazz,Jazz
Sophiya,R&B,R&B
Sorority Noise,Alternative,Alternative
Soul Asylum,"Alternative,Pop",Alternative
Soul Ballet,Jazz,Jazz
Soul Coughing,Alternative,Alternative
Soul For Real,"Pop,R&B",R&B
SoulChef,Jazz,Jazz
Souleance,Jazz,Jazz
Soulive,Jazz,Jazz
Soulja Boy,"Hip-Hop,Pop",Pop
Souls Of Mischief,"Alternative,Hip-Hop,Jazz",Jazz
Souly Had,"Alternative,R&B",R&B
Soundgarden,Alternative,Alternative
South Park Mexican,Hip-Hop,Hip-Hop
South of Royal,Alternative,Alternative
Southern Avenue,Blues,Blues
Spandau Ballet,Pop,Pop
Speaker Knockerz,Hip-Hop,Hip-Hop
Speedometer,Jazz,Jazz
Spencer.,R&B,R&B
Spice Girls,Pop,Pop
Spiderbait,Alternative,Alternative
Spillage Village,Hip-Hop,Hip-Hop
Spin Doctors,Alternative,Alternative
Spirit,Blues,Blues
Spiritualized,Folk,Folk
Sponge,Alternative,Alternative
Spooky Black,"Alternative,R&B",R&B
Spooky Tooth,Blues,Blues
Spoon,"Alternative,Folk,Pop",Folk
Spyro Gyra,Jazz,Jazz
St Germain,Jazz,Jazz
St. Beauty,R&B,R&B
St. Lucia,"Alternative,Pop",Alternative
St. Vincent,"Folk,Pop",Folk
Stacey Kent,Jazz,Jazz
Staind,Alternative,Alternative
Stan Forebee,Jazz,Jazz
Stan Getz,Jazz,Jazz
Stan Mosley,Blues,Blues
Stan Rogers,Folk,Folk
Stanley Clarke,Jazz,Jazz
Stanley Turrentine,Jazz,Jazz
Star Cast,"Pop,R&B",R&B
Stars,Folk,Folk
Starset,Alternative,Alternative
Static-X,Alternative,Alternative
Statik Selektah,"Alternative,Hip-Hop",Alternative
Status Quo,Blues,Blues
Steamhammer,Blues,Blues
Steel Mill,Blues,Blues
Steely Dan,"Blues,Folk",Blues
Steeve Laffont,Jazz,Jazz
Steffie Beltt,Blues,Blues
Stefflon Don,"Hip-Hop,R&B",Hip-Hop
Stellar Revival,Alternative,Alternative
Stephen Kummer,Jazz,Jazz
Stephen Lynch,Comedy,Comedy
Stephen Paulus,Classical,Classical
Stephen Stills,"Blues,Folk",Blues
Steppenwolf,Blues,Blues
Stereolab,"Alternative,Folk",Alternative
Stereoside,Alternative,Alternative
Stetsasonic,Jazz,Jazz
Steve Aoki,Pop,Pop
Steve Byrne,Comedy,Comedy
Steve Cole,Jazz,Jazz
Steve Earle,Folk,Folk
Steve Forbert,Alternative,Alternative
Steve Goodman,Folk,Folk
Steve Harvey,Comedy,Comedy
Steve Hofstetter,Comedy,Comedy
Steve Howell,Blues,Blues
Steve Lacy,"Alternative,Hip-Hop,R&B",Alternative
Steve Martin,Comedy,Comedy
Steve Miller Band,"Blues,Folk",Blues
Steve Reich,Classical,Classical
Steve Tyrell,Jazz,Jazz
Steve Vai,Classical,Classical
Steve Winwood,Pop,Pop
Steven Malcolm,Hip-Hop,Hip-Hop
Steven Wright,Comedy,Comedy
Stevie Ray Vaughan,Blues,Blues
Stevie Stone,Hip-Hop,Hip-Hop
Stewart Francis,Comedy,Comedy
Still Woozy,"Alternative,Pop,R&B",Alternative
Stitched Up Heart,Alternative,Alternative
Stitches,Hip-Hop,Hip-Hop
Stjepan Hauser,Classical,Classical
Stone Sour,Alternative,Alternative
Stone Temple Pilots,"Alternative,Pop",Alternative
Story Of The Year,"Alternative,Pop",Alternative
Strange Fruit Project,Jazz,Jazz
Stratovarius,Classical,Classical
Streetwize,Jazz,Jazz
Stromae,Pop,Pop
Studio Killers,R&B,R&B
Sturgill Simpson,Alternative,Alternative
Stuttgart Piano Trio,Classical,Classical
Stwo,"Alternative,R&B",Alternative
Styles P,Hip-Hop,Hip-Hop
Styx,Folk,Folk
Stéphane Grappelli,Jazz,Jazz
Stéphane Kerecki Quartet,Jazz,Jazz
Submersed,Alternative,Alternative
Submotion Orchestra,Jazz,Jazz
Sudan Archives,"Alternative,Jazz",Jazz
Sue Foley,Blues,Blues
Suff Daddy,Jazz,Jazz
Sufjan Stevens,"Folk,Pop",Folk
Sugababes,R&B,R&B
Sugar Candy Mountain,Folk,Folk
Sugar Ray,"Alternative,Pop",Alternative
Suicide,Blues,Blues
Sultan Khan,Classical,Classical
Sum 41,"Alternative,Pop",Alternative
Sumi Jo,Opera,Opera
Summer Walker,"Alternative,Pop,R&B",Alternative
Summerella,R&B,R&B
Summers Sons,Jazz,Jazz
Sun Kil Moon,Folk,Folk
Sun Ra,Jazz,Jazz
Sundara Karma,Folk,Folk
Sunni Colon,"Alternative,R&B",Alternative
Sunny Day Service,Jazz,Jazz
Supergrass,Pop,Pop
Supersuckers,Blues,Blues
Supertramp,Folk,Folk
Supreme Beings of Leisure,Jazz,Jazz
Surfaces,R&B,R&B
Susan Tedeschi,Blues,Blues
Susan Wong,Jazz,Jazz
Susannah McCorkle,Jazz,Jazz
Susie Arioli,Jazz,Jazz
Susso,Jazz,Jazz
Sviatoslav Richter,Classical,Classical
Swans,Jazz,Jazz
Swarvy,Jazz,Jazz
Sweeps,Jazz,Jazz
Sweet,Blues,Blues
Swing De Gitanes,Jazz,Jazz
Swing Republic,Jazz,Jazz
Swingrowers,Jazz,Jazz
Switchfoot,Alternative,Alternative
Swizz Beatz,"Hip-Hop,R&B",R&B
Swoope,Hip-Hop,Hip-Hop
Sy Ari Da Kid,R&B,R&B
Syd,"Alternative,Hip-Hop,R&B",R&B
Syd Barrett,Folk,Folk
Sydney Renae,R&B,R&B
Sylo Nozra,R&B,R&B
Sylvan Esso,"Folk,Pop",Folk
Sylvan LaCue,Hip-Hop,Hip-Hop
Sylvester Weaver,Blues,Blues
Symphony X,Classical,Classical
System Of A Down,Alternative,Alternative
T Bird and the Breaks,Blues,Blues
T-Bone Walker,"Blues,Jazz",Jazz
T-Pain,"Hip-Hop,Pop,R&B",R&B
T-Wayne,Pop,Pop
T. Rex,"Blues,Folk",Blues
T.I.,"Hip-Hop,Pop",Hip-Hop
T.J. Miller,Comedy,Comedy
T.K. Soul,Blues,Blues
TAEMIN,Pop,Pop
TAEYANG,R&B,R&B
TENDER,Alternative,Alternative
TGT,R&B,R&B
THE ORAL CIGARETTES,Pop,Pop
THEMXXNLIGHT,R&B,R&B
THEY.,"Alternative,Hip-Hop,Pop,R&B",R&B
TK Kravitz,"Hip-Hop,Pop,R&B",Hip-Hop
TK N Cash,Hip-Hop,Hip-Hop
TLC,"Hip-Hop,Pop,R&B",Hip-Hop
TOBi,Hip-Hop,Hip-Hop
TOPS,Alternative,Alternative
TQ,R&B,R&B
TRACES,R&B,R&B
TRI4TH,Jazz,Jazz
TV On The Radio,"Alternative,Folk",Alternative
TWENTY88,"Alternative,Pop,R&B",Alternative
TWICE,Pop,Pop
TXS,R&B,R&B
TYuS,R&B,R&B
Ta-ku,"Alternative,R&B",Alternative
Tab Benoit,Blues,Blues
Tadd Dameron,Jazz,Jazz
Tahta Menezes,Jazz,Jazz
Taio Cruz,Pop,Pop
Taj Mahal,"Blues,Folk,Jazz",Blues
Takashi Yoshimatsu,Classical,Classical
Takeoff,"Hip-Hop,Pop",Hip-Hop
Taking Back Sunday,Pop,Pop
Takuya Kuroda,"Jazz,R&B",Jazz
Tal Farlow,Jazz,Jazz
Talib Kweli,Hip-Hop,Hip-Hop
Talking Heads,Folk,Folk
Tall Black Guy,"Hip-Hop,Jazz,R&B",Jazz
Tall Heights,"Folk,Pop",Folk
Talos,Folk,Folk
Tamar Braxton,"Pop,R&B",R&B
Tamia,"Pop,R&B",R&B
Tammy Pescatelli,Comedy,Comedy
Tammy Rivera,R&B,R&B
Tampa Red,Blues,Blues
Tan Dun,Classical,Classical
Tana Mongeau,Pop,Pop
Tank,"Pop,R&B",R&B
Tantric,Alternative,Alternative
Tape Five,Jazz,Jazz
Taproot,Alternative,Alternative
Taryn Spilmann,Jazz,Jazz
Taste,Blues,Blues
Tate McRae,Pop,Pop
Tay-K,Hip-Hop,Hip-Hop
Tayla Parx,Alternative,Alternative
Taylor Diaz,R&B,R&B
Taylor McFerrin,"Jazz,R&B",Jazz
Taylor Swift,Pop,Pop
TeaMarrr,"Alternative,R&B",Alternative
Tech N9ne,"Hip-Hop,Pop",Hip-Hop
Tech N9ne Collabos,Pop,Pop
Ted Hawkins,"Blues,Folk",Blues
Ted Nugent,Blues,Blues
Tedashii,Hip-Hop,Hip-Hop
Teddy Pendergrass,R&B,R&B
Teddy Robb,Pop,Pop
Teddybears,Alternative,Alternative
Tedeschi Trucks Band,"Blues,Folk",Blues
Tee Grizzley,"Hip-Hop,Pop",Hip-Hop
Teedra Moses,"Alternative,R&B",Alternative
Teena Marie,R&B,R&B
Teenage Wrist,Alternative,Alternative
Teeth Of The Sea,Jazz,Jazz
Tegan and Sara,Folk,Folk
Tego Calderon,Hip-Hop,Hip-Hop
Tei Shi,R&B,R&B
Television,"Blues,Alternative,Folk",Blues
Temple Of The Dog,Alternative,Alternative
Ten Years After,"Blues,Folk",Blues
Tenacious D,"Comedy,Alternative",Comedy
Tennis,Folk,Folk
Tenth Avenue North,Alternative,Alternative
Terence Blanchard,Jazz,Jazz
Teresa Berganza,Opera,Opera
Terrace Martin,Jazz,Jazz
Terrace Martin Presents The Pollyseeds,R&B,R&B
Terror Jr,Pop,Pop
Terror Reid,Hip-Hop,Hip-Hop
Terror Squad,Hip-Hop,Hip-Hop
Terry Riley,Classical,Classical
Terry Wright,Blues,Blues
TesseracT,Jazz,Jazz
Tevin Campbell,R&B,R&B
Teyana Taylor,"Alternative,Pop,R&B",R&B
Thalía,Pop,Pop
Thama,R&B,R&B
The 13th Floor Elevators,Folk,Folk
The 1975,"Alternative,Pop",Alternative
The 49ers,Jazz,Jazz
The 5th Dimension,Folk,Folk
The Action,Blues,Blues
The Afters,Alternative,Alternative
The Alchemist,"Alternative,Hip-Hop",Alternative
The Algorithm,Jazz,Jazz
The All-American Rejects,Pop,Pop
The Allman Brothers Band,"Blues,Folk",Blues
The Almighty Defenders,Blues,Blues
The American Breed,Folk,Folk
The Andrews Sisters,Jazz,Jazz
The Animals,"Blues,Folk",Blues
The Antlers,Folk,Folk
The Arcadian Wild,Pop,Pop
The Archies,Folk,Folk
The Arcs,Blues,Blues
The Aristocrats,Classical,Classical
The Association,Folk,Folk
The Atomic Bitchwax,Blues,Blues
The Avalanches,Alternative,Alternative
The Avett Brothers,"Alternative,Folk,Pop",Folk
The Bahama Soul Club,Jazz,Jazz
The Ballroom Thieves,Folk,Folk
The Bamboos,Jazz,Jazz
The Band,"Blues,Folk",Blues
The Band CAMINO,Folk,Folk
The Band Of Heathens,Alternative,Alternative
The Bar-Kays,Jazz,Jazz
The Barr Brothers,"Folk,Pop",Folk
The Beach Boys,"Folk,Pop",Folk
The Belmonts,Blues,Blues
The Beta Band,Alternative,Alternative
The Big Bopper,Blues,Blues
The Black Angels,Blues,Blues
The Black Crowes,"Blues,Alternative",Blues
The Black Eyed Peas,Pop,Pop
The Black Ghosts,Alternative,Alternative
The Black Keys,"Blues,Alternative",Blues
The Black Market Trust,Jazz,Jazz
The Blackbyrds,Jazz,Jazz
The Blackwater Fever,Blues,Blues
The Bloody Beetroots,Alternative,Alternative
The Blue Stones,"Blues,Alternative",Blues
The Blues Brothers,Blues,Blues
The Bobbettes,Blues,Blues
The Bones of J.R. Jones,Blues,Blues
The Bonfyre,R&B,R&B
The Boswell Sisters,Jazz,Jazz
The Bouncing Souls,Folk,Folk
The Brand New Heavies,Jazz,Jazz
The Bravery,Alternative,Alternative
The Breeders,Alternative,Alternative
The Brew,Blues,Blues
The Brian Jonestown Massacre,Alternative,Alternative
The Brothers Four,Folk,Folk
The Brothers Johnson,Jazz,Jazz
The Budos Band,Jazz,Jazz
The Byrds,"Blues,Folk",Blues
The Cab,Pop,Pop
The Cadillacs,Blues,Blues
The California Honeydrops,Blues,Blues
The Cancel,Jazz,Jazz
The Cardigans,"Folk,Pop",Folk
The Cars,Folk,Folk
The Carters,"Pop,R&B",R&B
The Cat Empire,Jazz,Jazz
The Cave Singers,Folk,Folk
The Chainsmokers,Pop,Pop
The Chantels,Blues,Blues
The Charleston Chasers,Jazz,Jazz
The Chemical Brothers,Alternative,Alternative
The Chiffons,Blues,Blues
The Cinematic Orchestra,Jazz,Jazz
The Civil Wars,"Folk,Pop",Folk
The Clancy Brothers,Folk,Folk
The Cleftones,Blues,Blues
The Clientele,Folk,Folk
The Clovers,Blues,Blues
The Coasters,Blues,Blues
The Cold Stares,Blues,Blues
The Comet Is Coming,Jazz,Jazz
The Contortionist,Jazz,Jazz
The Cooltrane Quartet,Jazz,Jazz
The Correspondents,Jazz,Jazz
The Corrs,Pop,Pop
The Cramps,Blues,Blues
The Cranberries,Pop,Pop
The Crests,Blues,Blues
The Crusaders,Jazz,Jazz
The Cult,Alternative,Alternative
The Cyrkle,Folk,Folk
The Dave Brubeck Quartet,Jazz,Jazz
The Dead Milkmen,"Alternative,Folk",Alternative
The Dead Weather,"Blues,Alternative",Blues
The Decemberists,"Alternative,Folk",Folk
The Deep Dark Woods,Folk,Folk
The Del McCoury Band,Folk,Folk
The Del-Vikings,Blues,Blues
The Dells,Blues,Blues
The Delmonas,Blues,Blues
The Delta Saints,Blues,Blues
The Derek Trucks Band,Blues,Blues
The Devil and the Almighty Blues,Blues,Blues
The Dictators,Blues,Blues
The Dillinger Escape Plan,Jazz,Jazz
The Dining Rooms,Jazz,Jazz
The Diplomats,Hip-Hop,Hip-Hop
The Dirtbombs,Blues,Blues
The Dodos,Folk,Folk
The Doobie Brothers,"Blues,Folk",Blues
The Dovells,Blues,Blues
The Downtown Fiction,Alternative,Alternative
The Dramatics,Jazz,Jazz
The Dresden Dolls,Folk,Folk
The Drifters,"Blues,Folk",Blues
The Driver Era,Alternative,Alternative
The Drums,Alternative,Alternative
The Dubliners,Folk,Folk
The Dubs,Blues,Blues
The Duprees,Blues,Blues
The Dynamics,Jazz,Jazz
The Earls,Blues,Blues
The East Pointers,Folk,Folk
The Edgar Winter Group,Blues,Blues
The El Dorados,Blues,Blues
The Electric Flag,Blues,Blues
The Electric Prunes,Folk,Folk
The Electric Swing Circus,Jazz,Jazz
The Elegants,Blues,Blues
The Elgins,Blues,Blues
The Emotions,Jazz,Jazz
The Everly Brothers,"Folk,Pop",Folk
The Exies,Alternative,Alternative
The Fabulous Thunderbirds,Blues,Blues
The Fall,Blues,Blues
The Feelies,Blues,Blues
The Felice Brothers,Folk,Folk
The Filthy Six,Jazz,Jazz
The Five Keys,Blues,Blues
The Five Satins,Blues,Blues
The Flaming Lips,"Alternative,Folk",Folk
The Flamingos,Blues,Blues
The Flatliners,Folk,Folk
The Fleetwoods,Blues,Blues
The Flying Burrito Brothers,Folk,Folk
The Flying Eyes,Blues,Blues
The Foundations,"Folk,Pop",Folk
The Fratellis,Alternative,Alternative
The Fray,Pop,Pop
The Front Bottoms,Alternative,Alternative
The Fumes,Blues,Blues
The Game,Hip-Hop,Hip-Hop
The Georgia Satellites,Blues,Blues
The Go,Blues,Blues
The Goo Goo Dolls,"Alternative,Pop",Alternative
The Gories,Blues,Blues
The Grass Roots,Folk,Folk
The Greenhornes,Blues,Blues
The Gregg Allman Band,Blues,Blues
The Gregory Brothers,Pop,Pop
The Groundhogs,Blues,Blues
The Guess Who,"Blues,Folk",Blues
The Guy Who Sings Your Name Over and Over,Comedy,Comedy
The Harptones,Blues,Blues
