Selected,instance_id,track_name,track_id,Selected (1),popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_name
No,17457,Gold Lion,7cQnIhLin7koR2sO2bt2KS,No,48.0,0.0216,0.5180,,0.846,2.16e-05,A,0.0871,-3.313,Major,0.0700,158.740,04-Apr,0.2780,empty_field
No,17463,"Turandot, Act 1: ""Signore, ascolta""",6R2Ab63Zaf3EUV9iuavoN2,No,22.0,0.988,0.2680,168333.0,0.0382,0.000911,F#,0.2350,-23.931,Major,0.0470,85.935,03-Apr,0.0546,empty_field
No,17473,Held Me Down,0OM9ri37LIbPc9hffwsyb1,No,73.0,0.482,0.8260,228107.0,0.422,,D#,0.1080,-8.217,Minor,0.1100,,04-Apr,0.2180,empty_field
No,17492,Flesh & Bone (Dedicated to B.B. King),5YHIeNYfpZ7RAuLYoceq4X,No,46.0,0.729,0.4060,240493.0,0.55,0.00647,G,0.1010,-4.837,Major,0.0286,,04-Apr,0.2410,empty_field
No,17496,Bibia Be Ye Ye,3SVAN3BRByDmHOhKyIDxfC,No,71.0,0.52,0.7380,176747.0,0.677,,G,0.1330,-5.121,Major,0.0824,127.067,04-Apr,0.8820,empty_field
No,17499,Do You Wrong,4FZOSDwALdWxcGcRbwXWJ8,No,52.0,0.0906,0.6020,204004.0,0.616,,D#,0.1180,-4.549,Minor,0.1910,159.895,04-Apr,0.2620,empty_field
No,17504,Auto Mechanic,6H45Jtj5X5ieaZ8M4ryK0O,No,26.0,0.98,0.6990,121227.0,0.454,5.32e-06,A#,0.7640,-12.139,Major,0.9250,105.559,04-Apr,0.5840,empty_field
No,17508,Back in the 90's,2L2yrCLlhXt8YC52vB4N8m,No,52.0,0.654,0.4790,43613.0,0.463,,A,0.2920,-7.663,Major,0.0306,105.189,04-Apr,0.6490,empty_field
No,17510,New York - Radio Edit,0yCc0KiW77lJVLtWl8sAnu,No,52.0,0.127,0.6280,,0.679,2.75e-05,B,0.3740,-4.114,Major,0.0365,98.018,04-Apr,0.5540,empty_field
No,17513,NoEyeInTeam,5FRq7dglJb7IXIRThBjqs1,No,50.0,0.0763,0.7720,172116.0,0.691,,C#,0.1190,-4.603,Minor,0.1810,,04-Apr,0.5010,empty_field
No,17518,Nineteen,0yqMzP4oc8umclo66SwfWD,No,44.0,0.00127,0.5540,241035.0,0.76,0.139,D,0.1040,-6.588,Minor,0.0315,,03-Apr,0.4350,empty_field
No,17519,Ave Regina celorum: Ave Regina celorum,7d3rpojlaNw2ub8kp8jn7H,No,26.0,0.993,0.0852,422667.0,0.151,0.00471,A#,0.0907,-26.399,Major,0.0557,77.284,04-Apr,0.0607,empty_field
No,17525,Push It,5xXnXA0m4PAb9wlWoaL8fE,No,70.0,0.0321,0.6170,154747.0,0.534,6.88e-06,F,0.1900,-9.672,Minor,0.1460,116.980,04-Apr,0.4690,empty_field
No,17529,Purple Rain,7HLglWbzDheHZ3VZUbxGLC,No,41.0,0.444,0.6100,344880.0,0.548,2.14e-06,A#,0.0951,-6.416,Major,0.0293,119.925,04-Apr,0.4820,empty_field
No,17532,Let It Go,0FEOGpwVC8bW42ONCuEKcX,No,32.0,0.197,0.7290,220062.0,0.811,,C,0.4130,-5.646,Major,0.0778,108.013,04-Apr,0.7170,empty_field
No,17544,Everything (feat. John Legend),134cGRMQbwEn7XQcSBFvkm,No,70.0,0.432,0.3950,181644.0,0.456,,G,0.1080,-5.358,Major,0.0456,103.850,04-Apr,0.0608,empty_field
No,17545,Can't Let You Go (feat. Mike Shorey & Lil' Mo),4ANjvlO0ycyTpQhi6SUZsF,No,64.0,0.231,0.6460,223973.0,0.6,,A,0.0794,-6.569,Major,0.4580,,04-Apr,0.8110,empty_field
No,17569,Have A Heart,1BECwm5qkaBwlbfo4kpYx8,No,38.0,0.485,0.7170,,0.269,5.79e-05,G#,0.0466,-15.357,Major,0.0378,67.726,04-Apr,0.4320,empty_field
No,17573,The Life,59ywHNwwchG4nZJMLyxSzd,No,55.0,0.171,0.7390,200893.0,0.762,,C,0.1070,-5.633,Major,0.0486,104.000,04-Apr,0.7440,empty_field
No,17575,Enchanted,5aWBAE4ooTfG4WZ5cfnaHv,No,58.0,0.0739,0.4550,,0.623,0.000424,G#,0.1460,-3.878,Major,0.0288,163.893,04-Apr,0.2080,empty_field
No,17576,Volverá,6nK1x5xWT3x1N1gzhSB7gw,No,50.0,0.0453,0.7050,,0.919,,C#,0.0544,-4.871,Minor,0.0854,92.008,04-Apr,0.8010,empty_field
No,17581,The Future That Awaited Me,0y2O8TW10Pj3fel0Upqa54,No,38.0,0.00527,0.4710,273366.0,0.914,0.798,F,0.0507,-5.954,Major,0.0383,153.019,03-Apr,0.2030,empty_field
No,17593,I Must Not Think Bad Thoughts,3ZOzeaQFOl5HeVdvm4bycY,No,39.0,0.441,0.5490,255067.0,0.692,2.41e-05,A,0.0849,-7.027,Major,0.0349,,04-Apr,0.4540,empty_field
No,17603,Stan,3uRdRS2pj1rbj3bUCpYOyn,No,76.0,0.0369,0.7780,,0.769,4.03e-06,F#,0.5480,-4.331,Minor,0.2480,80.044,04-Apr,0.4840,empty_field
No,17604,The First Song,1lVY2S7eDpuZPpsvzTMMd4,No,42.0,5.2e-06,0.3200,223320.0,0.625,0.00028,B,0.3070,-4.987,Major,0.0337,122.513,04-Apr,0.4570,empty_field
No,17614,At Last,3aLMgdQGyb5Dd7rMbKSynB,No,27.0,0.169,0.7450,208787.0,0.713,2.08e-06,C,0.1110,-7.890,Major,0.0625,79.992,04-Apr,0.3640,empty_field
No,17615,"Scheherezade, Op. 35: II. The Story of the Kalendar Prince",3DNGiu1vOMtq42QuW55GC3,No,34.0,0.973,0.2260,783840.0,0.131,0.792,E,0.3340,-19.813,Minor,0.0453,73.035,04-Apr,0.0567,empty_field
No,17616,Teaser,6VXEN7MR9VbaUUO8Lnoc6f,No,,0.0526,0.4620,,0.928,0.249,G#,0.2040,-6.084,Major,0.0674,,04-Apr,0.4900,empty_field
No,17625,Voices,5KCkSohym2SCDorB8dbf8w,No,52.0,0.000116,0.5890,191960.0,0.983,0.00211,A#,0.0628,-2.521,Minor,0.1210,110.007,04-Apr,0.4690,empty_field
No,17633,"Messiah, HWV 56, Pt. II: No. 44, Chorus ""Hallelujah""",5MoYZ39XYakRkb5qiJgEzH,No,42.0,0.954,0.3800,194893.0,0.282,0.81,C#,0.0988,-13.146,Major,0.0319,62.395,04-Apr,0.2940,empty_field
No,17638,Party Of Two (Your Table Is Ready),66VabwkChd4umJbFUoRvWf,No,17.0,0.000643,0.3880,,0.985,0.00544,F,0.3200,-4.374,Major,0.1680,160.093,04-Apr,0.3080,empty_field
No,17649,Dance With My Father - Radio Version,1Rrj7KyS2R6SP9CQMDJW1w,No,60.0,0.525,0.7390,266000.0,0.341,1.1e-06,A#,0.0720,-9.971,Major,0.0378,80.958,04-Apr,0.2310,empty_field
No,17650,Rain Falls,7yQQONXlD6n4FTwXi99CTq,No,49.0,0.143,0.7850,170959.0,0.407,0.891,C#,0.3320,-7.886,Major,0.3590,87.046,04-Apr,0.5960,empty_field
No,17662,Largo Al Factotum Della Città,06h3McKzmxS8Bx58USHiMq,No,33.0,0.981,0.3810,257427.0,0.314,0.537,G,0.1530,-13.974,Major,0.0705,77.501,04-Apr,0.4720,empty_field
No,17672,I'm Traditional & Looking For Love,3bdNtFOvQMZlwYYA5evUhu,No,11.0,0.903,0.6350,270440.0,0.553,,F,0.7700,-14.297,Major,0.9270,109.888,04-Apr,0.3150,empty_field
No,17673,Fire and Fury,3FfXLzWV28bd6EL1aAwwK3,No,42.0,0.0145,0.5560,236480.0,0.779,,A,0.1310,-3.537,Minor,0.0421,120.000,04-Apr,0.3840,empty_field
No,17693,Keyboard Sonata No. 2 in E-Flat Major: III. Allegro assai,114bGIxUrj6vnZwWEfEdMP,No,,0.905,0.4120,160373.0,0.318,0.697,D,0.0458,-12.418,Major,0.0349,,04-Apr,0.9490,empty_field
No,17694,Esclavo de Tus Besos,5gmv3BgePSYiHnPJgY7oTJ,No,85.0,0.113,0.8050,219302.0,0.671,,F,0.2780,-5.316,Major,0.1110,90.979,04-Apr,0.5220,empty_field
No,17696,We Can Freak It,49OdTDPqZ1P3f4KwNSxvqn,No,56.0,0.00673,0.7840,250040.0,0.57,,A#,0.3310,-8.086,Minor,0.1490,99.057,04-Apr,0.6050,empty_field
No,17697,Bring Me Home,5idhEHmpq4MNVxQD4DqE8K,No,42.0,0.609,0.8260,247267.0,0.552,0.00107,A,0.0934,-9.188,Minor,0.0292,,04-Apr,0.5430,empty_field
No,17698,Tuesday,6zVuBEErsYXr8jBrS4RiCW,No,53.0,0.11,0.5210,209547.0,0.731,,F#,0.1360,-6.997,Minor,0.4460,168.111,04-Apr,0.7230,empty_field
No,17699,OSOM (feat. J. Cole),7twVmetQlugzgUqdMNjdJ4,No,62.0,0.406,0.7490,323120.0,0.674,,G#,0.2960,-6.756,Minor,0.2290,124.917,04-Apr,0.3960,empty_field
No,17703,It Real,1SISto5CMN6UsjZxmlAdRi,No,27.0,0.484,0.5710,164605.0,0.577,,D,0.1980,-8.087,Major,0.3090,131.688,05-Apr,0.3140,empty_field
No,17705,Still Searching,3cZcnhz1f7cIBpZsFLAZ2T,No,47.0,0.173,0.7630,304707.0,0.838,,F#,0.2040,-5.171,Major,0.1230,92.045,04-Apr,0.7850,empty_field
No,17706,"Polonaise No. 15 in B-Flat Minor, ""Adieu""",2wjRtHyhxwLx0EtuvQ5RUi,No,52.0,0.992,0.3510,,0.0269,0.878,A#,0.1160,-28.267,Minor,0.0378,68.506,04-Apr,0.0899,empty_field
No,17707,Cost Of Livin',5xZg3itu6fci8lV1PzWetr,No,47.0,0.895,0.6620,250480.0,0.29,,E,0.0959,-7.896,Major,0.0349,148.393,04-Apr,0.2830,empty_field
No,17709,Give Back What You Stole from Me,3O7wLnOCqJTLxE07ADcSlo,No,49.0,0.569,0.7290,242375.0,0.669,0.00149,A#,0.3670,-6.172,Minor,0.2300,95.936,04-Apr,0.5490,empty_field
No,17711,High,15qtOgzv7mW3CQWQVgWIM6,No,60.0,0.00535,0.7490,231897.0,0.733,0.00303,D,0.0668,-5.606,Major,0.0375,122.977,04-Apr,0.7220,empty_field
No,17712,Thankful,2VjySzgGQeZcMGWuPMAnBF,No,24.0,0.0523,0.7340,244347.0,0.631,,A#,0.3590,-4.121,Major,0.0303,96.205,04-Apr,0.7000,empty_field
No,17716,Confia Remix,0H7dV7zV2Cgi9TNwq1GZGE,No,69.0,0.203,0.6370,234680.0,0.573,,G,0.0685,-4.183,Major,0.2360,,05-Apr,0.4120,empty_field
No,17723,Voices Inside (Everything Is Everything),59zGJkFHrkMvJMbpjSFi60,No,42.0,0.557,0.6840,,0.502,0.00287,G#,0.0855,-10.985,Minor,0.0299,95.889,04-Apr,0.6640,empty_field
No,17726,"Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation XVIII (Andante cantabile)",52m2aSz4K783RyhWGareXS,No,39.0,0.989,0.1980,180440.0,0.169,0.813,C#,0.1200,-15.289,Major,0.0325,83.956,04-Apr,0.0398,empty_field
No,17729,4 Pezzi sacri: No. 4. Te Deum,66z1OxQCLYv4Kl54Yun2as,No,19.0,0.975,0.1090,963440.0,0.018,0.791,F#,0.0712,-26.778,Major,0.0399,82.178,04-Apr,0.0359,empty_field
No,17743,Afraid,1cBs15tQeh4ewFqlwndESK,No,60.0,0.355,0.7260,,0.296,,E,0.1120,-7.859,Minor,0.0393,123.942,04-Apr,0.1480,empty_field
No,17744,Sick Bubblegum,234pZV6o8NoJoEnW56q8u9,No,46.0,0.00152,0.6420,224267.0,0.972,2.39e-05,F,0.3840,-3.047,Minor,0.0967,118.035,04-Apr,0.4210,empty_field
No,17749,Açaí Bowl,4vgGB7OLLcGeGbPLmYCTMf,No,65.0,0.502,0.6870,177400.0,0.439,0.000367,D,0.1090,-8.347,Major,0.0426,91.972,04-Apr,0.3520,empty_field
No,17750,Lorelei - Live,3OLxWUhHAlPUfCOjesNKro,No,25.0,0.904,0.4320,,0.401,6.6e-05,D,0.9740,-12.455,Major,0.2400,,03-Apr,0.5220,empty_field
No,17758,Walking On the Moon (Acoustic),655GUs6Sq93syRtDlp9WHV,No,46.0,0.675,0.7480,209537.0,0.323,,A#,0.2420,-7.229,Major,0.1190,78.241,04-Apr,0.7110,empty_field
No,17759,Statesboro Blues - Live At The Fillmore East/1971,21GOWUR03ZyHDAFcjwNG2C,No,50.0,0.446,0.4570,258200.0,0.813,0.00444,D,0.9380,-7.333,Major,0.0993,126.002,04-Apr,0.7900,empty_field
No,17762,Me Pide Mas,6eRZOb9YH1PDzzKlColIdu,No,34.0,0.0748,0.7140,262160.0,0.62,1.61e-05,B,0.3230,-9.130,Minor,0.1280,83.971,04-Apr,0.6450,empty_field
No,17764,A Lady In The Street,2pgLSmT3PV0dnyysxhOfN4,No,23.0,0.314,0.5690,223800.0,0.646,4.65e-05,B,0.0570,-7.252,Minor,0.0898,177.378,04-Apr,0.8380,empty_field
No,17776,I Used to Love Him,2VRVV7cvAGPJ2EBU4FIVCz,No,57.0,0.06,0.4860,339867.0,0.797,,A,0.3310,-7.632,Minor,0.2310,87.445,04-Apr,0.7450,empty_field
No,17788,"Veo, Veo",7t56PIgWf4jGZfZ3LtbWle,No,26.0,0.512,0.6480,236093.0,0.63,,C#,0.0612,-5.155,Major,0.4140,89.002,04-Apr,0.8300,empty_field
No,17790,The A Team,4CwumbYOUtgSylJnSrZ7oY,No,77.0,0.669,0.6420,258373.0,0.289,,A,0.1800,-9.918,Major,0.0367,84.996,04-Apr,0.4070,empty_field
No,17794,Off the Lot (feat. Mereba),6YaC65M3ujeROidG3b09J0,No,53.0,0.19,0.6510,261462.0,0.564,0.0046,C,0.1810,-7.111,Major,0.1490,82.900,04-Apr,0.3660,empty_field
No,17795,Don't Talk Serious,4PkJ7c9y1CwpuVOiJODnCZ,No,31.0,0.189,0.7510,,0.684,,G#,0.1840,-5.343,Major,0.0326,125.039,04-Apr,0.7420,empty_field
No,17796,January 28th - Live,0TuPaGnVZ9wwv0qAjCLEin,No,50.0,0.056,0.5320,,0.781,,G,0.7040,-7.355,Minor,0.3510,86.585,04-Apr,0.2060,empty_field
No,17802,Pushin' Too Hard,5z12rTz3s2xTom7iCFTOU3,No,37.0,0.267,0.5350,158778.0,0.654,1.16e-05,A,0.3180,-12.434,Major,0.0420,143.612,04-Apr,0.8270,empty_field
No,17807,Forgiven (feat. Marsha Ambrosius),7LyIoUsiMtelB1I0I4drEF,No,70.0,0.155,0.4910,323307.0,0.523,,G,0.4050,-9.417,Major,0.5920,73.790,04-Apr,0.2430,empty_field
No,17815,"Suonate a tre doi violini e violoncello col basso per l’organo, Opera prima, Sonata No. 9 in D Major: II. Allegro assai",5o6GnHeA8voabKhVBT8Og3,No,11.0,0.831,0.3880,125960.0,0.281,0.0773,D,0.0860,-16.081,Major,0.0361,112.391,04-Apr,0.3380,empty_field
No,17828,Liberation,1BT6OWMyYJr8K6zgkfw9sN,No,28.0,0.403,0.6910,241000.0,0.531,,A#,0.0677,-8.196,Minor,0.1380,137.733,04-Apr,0.8480,empty_field
No,17829,Cardinals,08QmWFDENVxb2Lrjaxvcpm,No,44.0,0.00509,0.2470,194859.0,0.945,7.44e-05,F#,0.5840,-2.961,Major,0.0871,176.175,03-Apr,0.2600,empty_field
No,17830,Te Quiero Dijiste,1AauzvRqxbYa9rRGivfSwj,No,29.0,0.985,0.2290,241998.0,0.123,0.000349,G,0.2710,-18.713,Major,0.0436,101.978,04-Apr,0.1330,empty_field
No,17834,Sunshine,4CLAsRgt6pUh7dkq8MVi8S,No,53.0,0.581,0.6840,195944.0,0.742,1.06e-05,B,0.1840,-4.598,Minor,0.1160,80.246,04-Apr,0.8610,empty_field
No,17836,If I Was a Drinking Man,54jGbYt3RqLauOs3L25J8f,No,37.0,0.533,0.6510,197037.0,0.373,,F,0.2050,-8.582,Major,0.0290,125.204,04-Apr,0.2250,empty_field
No,17837,Infant Eyes - Remastered1998/Rudy Van Gelder Edition,6XI3aMxE0LD1OjfDJvIjsO,No,59.0,0.985,0.3400,414240.0,0.0837,0.761,D#,0.0945,-12.072,Major,0.0420,138.689,03-Apr,0.1190,empty_field
No,17838,Whisper in the red sky,47hr9KDPHYmOCCd0aj3Q04,No,34.0,9.55e-05,0.3510,,0.985,0.217,G#,0.0983,-2.652,Minor,0.1350,155.994,04-Apr,0.1300,empty_field
No,17845,Riptide,2CLmqGqTk9okK3N4hthCiw,No,69.0,0.872,0.5310,208622.0,0.273,,G,0.1430,-14.590,Major,0.0412,,04-Apr,0.4650,empty_field
No,17848,Mayflowers,1SwrPOu6BfuyzNTn7iA3j1,No,36.0,0.154,0.8570,234253.0,0.575,0.0889,B,0.0584,-7.018,Major,0.0762,93.989,04-Apr,0.8800,empty_field
No,17852,My Baby,6OJMTZnU38sURFvyQiguTE,No,51.0,0.00302,0.7060,192000.0,0.595,,G#,0.1100,-5.741,Minor,0.0735,139.988,04-Apr,0.5300,empty_field
No,17855,Doubt Me Now,1UIcqXAA24eg76EFWViwr5,No,56.0,0.103,0.5400,,0.744,,C#,0.3290,-4.374,Major,0.0382,150.977,04-Apr,0.6800,empty_field
No,17862,Make It Wit Chu,0MGMZ1413F9obd1qt4vkhy,No,54.0,0.425,0.7050,290493.0,0.811,6.15e-05,A,0.1260,-5.201,Major,0.0285,91.974,04-Apr,0.5190,empty_field
No,17869,Zack And Codeine,7Iv4hZIAi4np1d8VBwoNqA,No,77.0,0.143,0.7420,204360.0,0.84,,F,0.1330,-5.198,Minor,0.0471,138.032,04-Apr,0.2870,empty_field
No,17870,Act 1: Prelude To Act One - Orchestra,0FpYnuKYFJXHAmHbS1CycY,No,7.0,0.931,0.1020,496467.0,0.105,0.903,C,0.0736,-19.602,Major,0.0372,,04-Apr,0.0447,empty_field
No,17872,"Andrea Chénier / Act 1: ""Colpito qui m'avete ... Un dì all'azzura spazio""",5PC3XlGumMa31O5sKWTp1s,No,6.0,0.973,0.2240,337813.0,0.237,9.16e-05,A#,0.4880,-13.575,Major,0.0453,77.256,03-Apr,0.1070,empty_field
No,17888,Pegaito a la Pared,2kzOw8zG4qXklhfpNRL52H,No,32.0,0.344,0.6760,,0.824,,C,0.7910,-5.164,Minor,0.0969,160.058,04-Apr,0.9200,empty_field
No,17890,"No Te Canses, El Funeral",5fyvUqw0Vu6qTM4DSkDUs2,No,30.0,0.138,0.8550,252520.0,0.743,,C#,0.0999,-7.430,Minor,0.4650,95.970,04-Apr,0.8140,empty_field
No,17892,I Love You,6puVsKsTikWghZltJubS1M,No,21.0,0.0441,0.5080,284015.0,0.636,,F,0.0917,-6.174,Major,0.0345,133.925,04-Apr,0.3000,empty_field
No,17896,Me and Julio Down by the School Yard,71H2uM35Ax7Cq5nj9lnGq1,No,37.0,0.00516,0.5720,,0.927,2.04e-05,A,0.1210,-3.915,Major,0.0763,129.391,04-Apr,0.8230,empty_field
No,17897,Fuck Authority,7vM7fY1y0g3woXcrHGPnHP,No,64.0,0.000887,0.4500,196120.0,0.937,0.00457,F,0.3790,-2.819,Minor,0.0504,101.922,04-Apr,0.7910,empty_field
No,17901,I've Never Found a Girl,5FljCWR0cys07PQ9277GTz,No,35.0,0.352,0.8250,220263.0,0.444,0.00337,C,0.2930,-6.010,Major,0.0295,94.973,04-Apr,0.9050,empty_field
No,17904,Surrounded (feat. Chris Brown & Wiz Khalifa),7cId5hbuOHH7uAbpe4pIEl,No,66.0,0.0392,0.7170,255133.0,0.45,,C,0.1120,-7.035,Minor,0.0441,142.989,04-Apr,0.7100,empty_field
No,17922,And The Boys,6qmOKf62WznF5LHWzFs9aa,No,41.0,0.511,0.7900,250987.0,0.413,0.0381,F,0.0812,-8.954,Minor,0.0285,,04-Apr,0.5590,empty_field
No,17924,NYLON,3griMd2FSimhnvHWOveakD,No,55.0,0.0884,0.8860,108413.0,0.479,4.25e-05,G,0.1550,-8.859,Major,0.1560,134.950,04-Apr,0.1750,empty_field
No,17928,Steal My Show,6olS0TmHmsGr0hXtcBsiVM,No,45.0,0.0433,0.6210,,0.881,,C,0.4010,-3.872,Major,0.0295,104.975,04-Apr,0.6220,empty_field
No,17939,Eastside (with Halsey & Khalid),6UBLaKwLEx5wQwHnI0TkhB,No,91.0,0.555,0.5600,173800.0,0.68,,F#,0.1160,-7.648,Minor,0.3210,89.391,04-Apr,0.3190,empty_field
No,17946,Positive Vibration - Live at the Stanley Theatre - 9/23/1980,3E5Ly1I9724blvwTv2QrCP,No,32.0,0.0724,0.5220,287480.0,0.717,,B,0.9880,-7.533,Minor,0.0758,139.070,04-Apr,0.5540,empty_field
No,17950,Let the Day Begin,7qdZkwv9cRRljOcQjwx1Z9,No,26.0,0.000181,0.4760,246787.0,0.781,0.581,C#,0.1080,-8.010,Major,0.0516,123.015,04-Apr,0.6370,empty_field
No,17956,"Piano Concerto No. 14 in E-Flat Major, K. 449: I. Allegro vivace (Live)",6ah5O9ZNBgqUSzOtG0aRQr,No,,0.989,0.3320,535467.0,0.101,0.921,D#,0.1000,-21.575,Major,0.0358,135.756,03-Apr,0.2210,empty_field
No,17957,Children Are Our Future,05BgC2247XGi8ySwBzOO0o,No,28.0,0.819,0.5740,39573.0,0.74,,F#,0.7630,-10.839,Major,0.9310,89.634,05-Apr,0.2290,empty_field
No,17966,Et ta mère,1JhkVsIckOKQwlYB6rXccj,No,47.0,0.624,0.8440,169080.0,0.572,,A,0.1020,-6.813,Minor,0.0555,119.971,04-Apr,0.9410,empty_field
No,17968,The Outsiders,55UCRHfezMCFfbGy0tfjTG,No,54.0,0.267,0.4830,252893.0,0.807,6.97e-05,G,0.0970,-5.229,Major,0.0644,79.959,04-Apr,0.3110,empty_field
No,17971,Respect,1nkaGH0aTwTD7X2P4SCkzG,No,31.0,0.204,0.7080,131427.0,0.732,3.95e-05,D,0.0357,-8.440,Major,0.0432,,04-Apr,0.9630,empty_field
No,17974,Sheltering Sky,49eplIHvgCLY8HAgcaWrUb,No,30.0,0.984,0.0656,347653.0,0.0366,0.884,D#,0.7450,-27.868,Major,0.0496,73.093,03-Apr,0.0355,empty_field
No,17988,Faceshot,6vbq7gELjut49dJBJu4JS2,No,71.0,0.00772,0.8020,175860.0,0.833,,B,0.3460,-4.234,Major,0.0832,165.970,04-Apr,0.1320,empty_field
No,17989,Teeth,6PHn6aXuM2FkzonGWJxY28,No,39.0,0.791,0.4730,113280.0,0.941,,D,0.7320,-10.660,Major,0.9450,82.672,05-Apr,0.1820,empty_field
No,17990,Brilliant Resilience,0TcmrROeXZ0RqgdGIhEi2j,No,20.0,4.79e-06,0.3560,207960.0,0.994,0.000127,C,0.3630,-4.231,Major,0.0863,103.172,04-Apr,0.2370,empty_field
No,17992,Eterna Soledad (En Vivo),1QROneYqhpjl0IDKYou8j2,No,43.0,0.0201,0.4870,,0.721,1.88e-05,C,0.8890,-6.356,Major,0.0303,93.335,04-Apr,0.1970,empty_field
No,17995,Flaca O Gordita,6AbREwuX4VMKxFCyiyDTZJ,No,37.0,0.753,0.7900,260160.0,0.645,,A,0.1950,-5.222,Major,0.0307,114.981,04-Apr,0.7630,empty_field
No,18000,El Sr. Marihuano y la Sra. Embarazada,0jn2XqaHliEpWd04ZykIHy,No,19.0,0.798,0.4270,276168.0,0.523,2.03e-06,F,0.8830,-23.420,Major,0.8780,144.081,03-Apr,0.1720,empty_field
No,18006,Wish I Could,5KaCn0CGbo2Mynq5VSgSya,No,41.0,0.952,0.3310,258400.0,0.0717,0.000439,G,0.1160,-16.982,Major,0.0350,145.868,03-Apr,0.1210,empty_field
No,18007,Climax (feat. 6lack),5xr4NKzmwqr0cvRMZr7cFz,No,68.0,0.0608,0.8290,,0.362,,C,0.1350,-11.546,Minor,0.2310,122.912,04-Apr,0.3690,empty_field
No,18009,Casa de Playa,4LLKkFHwpDnuWKjUZyHocA,No,30.0,0.055,0.7090,224522.0,0.827,,G#,0.6060,-4.988,Minor,0.0416,99.978,04-Apr,0.8580,empty_field
No,18017,Justice,283fC78iSwdjeo5OM5nlQp,No,35.0,0.118,0.8540,265027.0,0.385,0.0171,A,0.1110,-8.332,Minor,0.0586,132.004,04-Apr,0.5660,empty_field
No,18018,Cinnamon,7xmCwWVmWBawnIzRUdg3Nr,No,55.0,0.588,0.4500,,0.472,0.000182,G#,0.1110,-11.422,Minor,0.0488,139.867,04-Apr,0.2340,empty_field
No,18021,Help Me Stranger,0DFNqX97HJYLNFtYRu2FpO,No,54.0,0.0321,0.5000,216292.0,0.783,7.9e-05,E,0.0853,-7.730,Minor,0.0643,94.745,04-Apr,0.1890,empty_field
No,18024,Stoney,4Opt8AwROn5AXMQ20mNvHq,No,54.0,0.429,0.7100,242722.0,0.405,,B,0.0970,-9.800,Major,0.0493,129.392,04-Apr,0.3830,empty_field
No,18029,No Es De Hombre,2BEUGCeN9FBV3pA06fjLu4,No,46.0,0.0455,0.6500,,0.79,,D,0.0699,-7.103,Minor,0.0607,171.878,04-Apr,0.4890,empty_field
No,18033,Los Mios Ganan,7u0t4VtjGUYuSg7vNTEjfD,No,43.0,0.211,0.7030,210587.0,0.616,,C#,0.0910,-7.493,Minor,0.3160,154.887,04-Apr,0.6400,empty_field
No,18040,Lickle Drummond Bwoy,1CivPhVrRCMZixFOQe3NKx,No,16.0,0.0103,0.7220,,0.699,0.232,C,0.0610,-4.583,Major,0.0359,140.115,04-Apr,0.9700,empty_field
No,18048,La Dueda (feat. Tali Goya & Lapiz Conciente),6rkeaQRCWZxwkjhyqgxjXi,No,27.0,0.234,0.7870,261338.0,0.715,,C#,0.3760,-7.738,Major,0.3720,141.883,04-Apr,0.4130,empty_field
No,18052,Broccoli,7FFQsnjzumC6eyCXRFPQ2f,No,70.0,0.236,0.8860,,0.525,,G#,0.0570,-7.390,Major,0.1320,145.990,04-Apr,0.7080,empty_field
No,18054,"Die Walküre - Erster Tag des Bühnenfestspiels ""Der Ring des Nibelungen"" / Erster Aufzug: Orchestervorspiel",0niJom4d7zqQctQAtuUl0k,No,6.0,0.82,0.2390,222227.0,0.109,0.9,D,0.1120,-24.954,Minor,0.0428,,03-Apr,0.1000,empty_field
No,18061,Dreamin On Erie,2MrqcYw0B6iRz4N6Vb5bBf,No,15.0,0.418,0.8930,259634.0,0.618,0.111,B,0.2920,-7.521,Major,0.0427,121.524,04-Apr,0.9600,empty_field
No,18066,Colors,35sb7fb28uy8r3GX4btTrb,No,54.0,0.00105,0.6570,,0.871,0.0226,B,0.0828,-4.547,Major,0.0711,119.995,04-Apr,0.6900,empty_field
No,18067,Foolish,6IGq3RtjQ7o25MvImbKzRQ,No,73.0,0.358,0.4770,227387.0,0.728,,C,0.1100,-5.710,Major,0.0831,89.209,04-Apr,0.6900,empty_field
No,18070,"Averno, el Fantasma",3qwXZ466Clfu47ptUoCegL,No,40.0,0.0453,0.5540,264827.0,0.92,0.0213,E,0.2120,-5.278,Minor,0.0391,154.922,04-Apr,0.8930,empty_field
No,18076,Cigarette,3sbFCbPnSh2v23jWkS1JgE,No,54.0,0.123,0.6730,181680.0,0.8,,D,0.1170,-6.792,Major,0.0315,,04-Apr,0.8800,empty_field
No,18080,Kingdom Come,7DLjbSc4ewgaXVBgcgXdvO,No,55.0,0.0882,0.9110,139867.0,0.587,2.22e-06,C,0.1490,-5.351,Major,0.2470,96.959,04-Apr,0.7430,empty_field
No,18087,Runaway Reaction,7bEDDsy2LFC0KSqhZp5nPE,No,33.0,8.79e-05,0.5470,264347.0,0.911,0.8,G,0.1100,-5.307,Major,0.0508,150.053,04-Apr,0.6170,empty_field
