artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
James Morrison,Until The Stars Go Out,244Yi2HL1j8vjuNWkUsjjb,69781,36,0.22,0.471,206453,0.373,0.619863,C#,0.079,-8.958,Major,0.0289,137.545,04/4,0.28,R&B
empty_field,Drama,0XgpiStoxq1IJncYlPrvZ5,147135,50,0.377,0.654,186747,0.42,0.019261,F#,0.335,-10.31,Minor,0.157,117.315,04/4,0.411,R&B
The Smashing Pumpkins,Landslide,2napy7uG4RI74SoyKJVGl5,155806,47,0.905,0.424,190173,0.217,0.0204,A#,0.143,-15.066,Major,0.0319,85.5917,03/4,0.356,Alternative
Alicia Keys,Karma,5TmSMpId6uzWbryrcXEF9U,122935,53,0.0743,0.727,256000,0.736,0.00311,A#,0.0347,-6.203,Major,0.0615,111.952,04/4,0.687,R&B
empty_field,Off He Goes,3ug7AfV5SUyqFHqEk3rtS3,138633,51,0.574,0.684,227382,0.344,0.00235,C,0.113,-14.825,Major,0.029,126.77,04/4,0.343,Alternative
Chris Brown,New Flame,1Kheqw70aaDOJQdLHXrrlq,33780,70,0.0649,0.709,244133,0.638,0.024231,C#,0.0969,-4.3,Major,0.0405,141.994,04/4,0.468,Pop
Chloe x Halle,Everywhere,2yBAPa9HZj3P2szSaaj4k1,101125,53,0.0171,0.713,200600,0.573,1.47e-06,C,0.312,-6.11,Major,0.0383,115.074,04/4,0.534,R&B
empty_field,Sure Thing,2NCBjlH7FHEG7hXcnvUaWA,106370,75,0.0275,0.684,195373,0.603,0.000311,B,0.191,-8.127,Minor,0.0989,81,04/4,0.504,R&B
empty_field,Saturnz Barz (feat. Popcaan),04mvrWQLC4ELnshJGLFVxu,23142,67,0.0272,0.383,181907,0.621,0.00452288,F#,0.427,-5.878,Minor,0.113,80.051,04/4,0.213,Hip-Hop
empty_field,Look What You've Done,7DuvVy7JfFgXwWlVzyyPys,62520,62,0.485,0.495,254521,0.351,0.0160973,D#,0.0967,-14.669,Minor,0.34,134.369,04/4,0.271,Hip-Hop
empty_field,The Real,3d9DChrdc6BOeFsbrZ3Is0,166702,42,0.00324,0.789,198740,0.649,0.0339589,F,0.0774,-7.71,Minor,0.0502,97,04/4,0.64,R&B
Eminem,Infinite,33Mz1SLzOakyPejg6Tofcl,213790,58,0.293,0.637,251707,0.862,0.0112075,A#,0.217,-4.343,Minor,0.191,82.019,04/4,0.573,Hip-Hop
empty_field,Lonely Eyes,3ghgwo0BTPm329zGMQRfn7,174606,49,0.0396,0.526,181735,0.822,0.0697123,A,0.34,-5.135,Major,0.0374,105.001,04/4,0.515,Alternative
empty_field,Genevieve - Unfinished,7g5OXuAARbfoFKplZrkv1R,145609,46,0.000788,0.395,251859,0.725,0.000147,E,0.191,-7.63,Major,0.204,158.074,05/4,0.117,Alternative
Wale,Black Bonnie (feat. Jacquees),52rbzvOCmHgprzUaMqZEPK,182166,54,0.297,0.579,175526,0.49,0.0273249,A#,0.309,-8.441,Minor,0.544,93.139,04/4,0.517,R&B
Amilli,Rarri,03KuPpoyw5fMuOznsHz5uw,61393,56,0.618,0.817,205469,0.482,0.000334,F#,0.161,-6.715,Major,0.064,95.992,04/4,0.612,R&B
Marilyn Manson,Cry Little Sister,1DWkB8YrIxkgxaYHXtfFY7,161043,53,0.0292,0.502,274749,0.634,0.0492,D,0.111,-5.173,Minor,0.0337,145.922,04/4,0.0388,Alternative
One Direction,She's Not Afraid,1pHP4JeQV9wDx87D6qH9hD,108675,61,0.00908,0.486,190720,0.918,0.000700271,G#,0.171,-4.002,Major,0.126,167.635,04/4,0.849,Pop
Huncho Jack,Moon Rock,0mfpBXjYkiYt4Qrr2aFQ6U,96713,63,0.00829,0.72,151184,0.725,0.0140721,G#,0.137,-3.988,Major,0.0525,118.918,04/4,0.202,Pop
empty_field,Cross Your Mind - Spanish Version / Bonus Track,5yHcM1eTaXnz2WpUz35zhM,108201,52,0.0762,0.721,218053,0.607,0.00056,A#,0.0541,-6.471,Minor,0.0799,97.994,04/4,0.588,R&B
empty_field,Shawty Fishin' (Blame The Net),4MZQ3lHA1TYO6yyedtmBYg,141401,52,0.165,0.792,223126,0.887,0.002,B,0.0992,-6.471,Minor,0.174,115.861,04/4,0.704,R&B
Jessie J,Do It Like A Dude,6bIoyULjKgikPGeqBR7vbu,143867,52,0.0506,0.663,195240,0.844,0.0339589,D,0.364,-3.672,Major,0.0487,115.074,04/4,0.378,R&B
Trip Lee,Manolo,4JRem7xHp2l0kmUvt9zCKu,42808,57,0.0304,0.878,248217,0.636,0.0179686,A,0.192,-7.073,Major,0.209,135.068,04/4,0.64,Hip-Hop
Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",0bjKbwEvZfU5epyZ3aZm1y,179625,65,0.0174,0.751,264847,0.766,8.07e-06,F,0.658,-3.594,Major,0.0515,109.897,04/4,0.673,R&B
Rich Brian,Occupied,1KlDcHrlDPUJJPmMup3tUp,210319,55,0.441,0.819,161804,0.823,0.000422,B,0.0676,-7.491,Major,0.132,82.5,04/4,0.805,Hip-Hop
Mariah Carey,Breakdown (feat. Krayzie Bone & Wish Bone),7hDXp1xU9PGPSXsdt63J91,139568,54,0.0132,0.717,283573,0.432,0.0483391,F#,0.099,-9.138,Minor,0.0414,135.874,04/4,0.319,R&B
The Internet,It Gets Better (With Time),2dCTUG5y7ZMKzm2b6ILDcH,201166,55,0.687,0.484,326533,0.375,3.29e-05,G,0.105,-8.957,Major,0.364,83.997,04/4,0.514,R&B
The Game,Wouldn't Get Far,24Pi0KCtYWtnKxxzopkcPG,116800,57,0.152,0.439,251040,0.756,0.0234238,E,0.412,-5.341,Minor,0.289,94.188,04/4,0.686,Hip-Hop
Yo Gotti,Standing in the Kitchen,5VKsvhjnjQ3IAspPjGiNPf,103377,53,0.0944,0.674,199375,0.58,0.00483714,B,0.194,-6.216,Major,0.0548,75.033,04/4,0.265,Hip-Hop
anders,Rain,2XLDLXDfStaQTcnOhEQZrB,177124,49,0.124,0.692,206251,0.439,2.24e-06,D,0.109,-4.861,Major,0.0406,85.013,04/4,0.245,R&B
empty_field,Predicament,59QJnykuogGz0NxiYFLrYT,129472,56,0.64,0.759,225345,0.526,0.796,B,0.105,-9.154,Major,0.0359,122.031,04/4,0.154,R&B
Jeremih,Goin Thru Some Thangz,1qTh2KCM8YlzMtbbPxh04K,179786,65,0.211,0.796,185307,0.541,1.31e-05,F#,0.0981,-7.352,Major,0.0742,145.034,04/4,0.355,Hip-Hop
Jagged Edge,He Can't Love U,0DWnDgcjCKseT8cqJAZ8QQ,170769,50,0.112,0.721,244053,0.836,0.0108921,G#,0.235,-3.972,Minor,0.206,126.279,04/4,0.508,Hip-Hop
Casting Crowns,Even When You're Running,3bgBirLi3tevI42mTPfTmX,53926,43,0.00748,0.538,257761,0.722,0.0691763,G,0.0964,-7.105,Minor,0.0406,119.985,04/4,0.213,Alternative
Kodaline,Head Held High,0H4WKtsuGoMukPwT9yWXK9,179258,65,0.00818,0.527,232822,0.941,2.37e-06,F#,0.397,-3.376,Major,0.0551,121.001,04/4,0.44,Pop
The Internet,Go with It,4jPYWplZcF6kAfHZ885EUS,42124,50,0.281,0.664,266227,0.646,0.000111,B,0.16,-8.936,Minor,0.0802,94.97,04/4,0.598,R&B
Mariah Carey,All I Want For Christmas Is You,6rOhRpCeWjFirOXT1C9KS2,95715,46,0.0819,0.524,242347,0.886,0.0358318,A,0.127,-4.549,Minor,0.0751,150.039,04/4,0.506,R&B
empty_field,God of Wonders,76jtkq7829eEgEkoQrcjov,194185,45,0.182,0.388,279173,0.888,0.0473199,A#,0.961,-3.169,Major,0.0402,83.447,04/4,0.432,Alternative
Galantis,Bones (feat. OneRepublic),7EXvDZtzfs7JrpFMEzZ8E8,73004,85,0.00464,0.66,205793,0.788,0.0140136,C,0.179,-5.844,Major,0.0374,120.048,04/4,0.494,Pop
empty_field,Stoney,4FHMYgQiGlji1CcYCCHzOT,25964,54,0.429,0.71,242722,0.405,0.324501,B,0.097,-9.8,Major,0.0493,129.392,04/4,0.383,Hip-Hop
empty_field,Currency,02XvknCqa2kPcOLdqD9h69,145184,62,0.00199,0.62,214394,0.688,1.24e-05,G,0.0957,-7.421,Major,0.0367,89.033,04/4,0.211,Pop
"Tyler, The Creator",Domo23,4zFQeJ11jPh37CL3E0Q731,198129,60,0.167,0.726,185714,0.565,0.0160973,C#,0.262,-5.564,Minor,0.363,133.036,04/4,0.597,Hip-Hop
empty_field,Solange (feat. Facer),1PkZlo4ZINrcGCFZGaN9ts,60366,43,0.36,0.838,263636,0.564,0.0776877,D,0.108,-6.423,Major,0.204,131.995,04/4,0.487,Alternative
Lil Uzi Vert,For Real,5TYJxWg0Hns7P2uc8zIB85,215551,62,0.159,0.902,177048,0.673,0.0140721,E,0.289,-7.481,Major,0.458,118.851,04/4,0.615,Pop
The Goo Goo Dolls,Name,7c4lnS1bSj4fRJWAQ8D54R,147358,65,0.0691,0.464,270000,0.701,0.00182,A,0.0766,-5.943,Major,0.0341,73.97,04/4,0.407,Alternative
Zacari,Midas Touch,630Ug0XtmhhFvAKo0PNuEI,63798,44,0.0124,0.572,182924,0.682,0.0047,C#,0.219,-7.171,Minor,0.322,146.905,04/4,0.313,Alternative
empty_field,Soldier Side,5aswl50libdWwEMXfukIcq,99463,59,0.264,0.287,220267,0.818,2.42e-06,C#,0.12,-1.691,Minor,0.0384,153.004,04/4,0.174,Alternative
Avery Wilson,Dollar Bill,7MrQenywbnexpooDn62tLj,170486,44,0.643,0.433,206120,0.504,0.0177162,D,0.106,-6.389,Minor,0.0399,140.411,03/4,0.391,R&B
empty_field,U-RITE,6ZHziA52upJrUiuIRaA2gf,24998,49,0.0218,0.772,192459,0.84,0.0636307,D,0.288,-4.48,Major,0.103,129.928,04/4,0.613,Alternative
Los Originales De San Juan,Mi Ultimo Deseo,6ZP66zQZjwN1P0QWR9fdSP,127321,52,0.338,0.752,184533,0.709,0.0108921,F,0.134,-6.055,Major,0.151,120.705,03/4,0.866,Hip-Hop
G-Eazy,Tumblr Girls,5VrGUPQFiJlN9Az5I3RbAw,102485,67,0.101,0.49,255680,0.373,0.000105,G#,0.128,-9.762,Major,0.26,121.889,04/4,0.346,Hip-Hop
empty_field,Radio Silence,0j31DHi9ckjWWFJ0gWwkcY,125233,46,0.773,0.532,240537,0.412,0.0234,D,0.106,-9.641,Major,0.0319,120.086,04/4,0.417,Alternative
Kendrick Lamar,untitled 05 | 09.21.2014.,1j9eCnVUjr3CKRtYDKDmz3,200349,55,0.374,0.488,338427,0.63,0.0179686,C,0.163,-9.839,Major,0.508,154.152,04/4,0.413,Hip-Hop
Faith Evans,Can't Believe (feat. Carl Thomas),6Bz1keXFp55VilaXJi2cqr,102452,47,0.0684,0.784,229184,0.518,1.55e-06,G,0.0646,-4.828,Major,0.0496,89.591,04/4,0.491,R&B
Kllo,Dissolve,5dSFlPDHjAuYU1apyrRgqV,155108,43,0.245,0.765,224109,0.837,0.519,E,0.0971,-7.981,Major,0.0591,125.04,04/4,0.428,R&B
Vince Staples,Prima Donna,0OTpz9cTT3BUCilO5XTs7c,56948,51,0.305,0.704,218235,0.651,1.64e-05,B,0.324,-7.707,Major,0.499,153.669,04/4,0.331,Hip-Hop
empty_field,Tempo,30ziywPKY6nX47wGn5wFgD,23427,67,0.192,0.769,218744,0.482,0.00497783,A#,0.0903,-7.205,Major,0.0502,120.959,04/4,0.487,Pop
Pitbull,Rain Over Me,1gpSrGUfU3F9TOzPlEyLxH,112513,63,0.00416,0.61,228075,0.906,0.00752491,C,0.758,-2.117,Major,0.0647,127.917,04/4,0.294,Hip-Hop
Heroes Del Silencio,Entre dos tierras,12PIGj5af8InI0f3mycuLU,190054,61,0.0351,0.458,225975,0.746,0.0682392,B,0.172,-9.444,Minor,0.0318,166.095,04/4,0.511,Alternative
Gorillaz,Carnival (feat. Anthony Hamilton),0L9HbWCQCbuo3OhNjffrxn,114562,48,0.00841,0.481,135947,0.693,2.3e-05,E,0.773,-5.597,Minor,0.0791,80.946,04/4,0.635,Alternative
Taproot,Poem,1V6qst2zfwpooDT1lfvDis,111967,53,0.000104,0.364,189200,0.912,0.0025,G,0.086,-2.968,Major,0.107,105.368,04/4,0.666,Alternative
Kid Ink,That's on You,5gjv5Bu4IwtXFWpGdnjxJc,191231,59,0.0345,0.596,210440,0.481,0.0168191,A,0.197,-8.676,Major,0.353,112.3,04/4,0.277,Hip-Hop
Drake,Jaded,243rZtmWlIswsLAWKJT6t3,121256,73,0.037,0.766,234798,0.271,0.0153996,C,0.175,-5.697,Major,0.0412,116.02,04/4,0.0371,Pop
J Balvin,Bonita - Remix,0Q73CD4Yp5aPS7m4AgnXMT,121486,66,0.0121,0.799,322907,0.906,3.12e-05,F,0.126,-0.573,Minor,0.0377,96.006,04/4,0.604,Pop
Chris Brown,Hope You Do,4jLv3tDBu8ww2R07DvL12s,214180,66,0.0366,0.67,281876,0.531,0.00788375,B,0.132,-7.294,Minor,0.0629,100.006,03/4,0.186,Pop
Tory Lanez,Acting Like,3JsPQbdGRRN6C7n8OsNTnj,41511,50,0.165,0.69,262960,0.514,2.58e-06,F#,0.104,-9.729,Minor,0.0354,116.208,04/4,0.187,R&B
The Smashing Pumpkins,Drown,5Cbkcnp0iI2WgqVOhQgsgV,207244,55,0.00877,0.432,270400,0.417,0.923,D,0.107,-9.756,Major,0.0357,144.021,04/4,0.187,Alternative
Sanctus Real,Commitment,4wem6F8eTSgASjyrJKzGui,135332,49,0.00208,0.421,216991,0.733,0.0650684,C,0.128,-5.259,Major,0.0338,119.746,04/4,0.438,Alternative
Radiohead,Faust Arp,6u0x5ad9ewHvs3z6u9Oe3c,186496,51,0.834,0.338,217400,0.289,0.344,C,0.0966,-13.479,Major,0.0366,121.857,03/4,0.226,Alternative
Ella Mai,Own It,7pnvK6NUo1AxvSf21s6Aq0,68113,61,0.112,0.527,221784,0.543,1.71e-06,E,0.355,-4.996,Minor,0.0589,106.706,04/4,0.397,R&B
Aaliyah,At Your Best (You Are Love),3y5sNFECp9dTuQg4LSRSAa,197288,64,0.761,0.626,291400,0.441,0.0138,A,0.0685,-10.637,Minor,0.0308,88.5815,04/4,0.563,R&B
empty_field,05-Apr,60i0q6CBOclOYpTvX5UcDg,196321,47,0.0948,0.798,162080,0.922,0.000234,C,0.0698,-3.382,Major,0.0364,96.4,05/4,0.805,Hip-Hop
empty_field,Lonely,01RtGylJyUGNUFikiBexLm,72376,57,0.315,0.636,235067,0.525,0.0358318,F,0.36,-7.716,Minor,0.0327,90.066,04/4,0.589,R&B
50 Cent,Window Shopper,5ljyHMvc09tIZRYWwAvNB1,162245,58,0.107,0.536,190293,0.628,0.0271977,F,0.459,-7.057,Minor,0.186,174.35,04/4,0.467,Hip-Hop
TYuS,Cash Flow,5oj60DLYnNICKoV1pZglxc,161747,44,0.526,0.576,221784,0.453,2.75e-06,G#,0.135,-11.463,Major,0.18,98.884,04/4,0.172,R&B
Sabrina Claudio,Everlasting Love,4s2i5CIGM8RYrsKGhqh99y,30363,43,0.0406,0.329,219717,0.819,3.21e-06,F,0.098,-4.504,Minor,0.0698,77.568,03/4,0.38,Alternative
Slipknot,Vendetta,5kGBSOrKYmhRfdPBw4xD8D,162117,55,0.00017,0.338,315507,0.974,0.00104,D,0.0271,-2.426,Major,0.0648,135.472,04/4,0.459,Alternative
empty_field,(Your Love Keeps Lifting Me) Higher & Higher,45oVMNFkuzMluBeVRvbErN,68465,73,0.176,0.631,181067,0.69,0.00714132,D,0.121,-6.676,Major,0.0531,94.574,04/4,0.938,Pop
empty_field,On Purpose,32Q1sz76C0RDP2K87quK4a,110946,48,0.129,0.381,167095,0.72,0.0125088,A#,0.11,-5.168,Minor,0.296,189.765,04/4,0.489,R&B
Gorillaz,Clint Eastwood,1UnpNb5FtHumh1G4e44qBG,57193,69,0.0249,0.663,223269,0.694,0.0117536,A#,0.0698,-8.627,Minor,0.172,167.964,04/4,0.524,Pop
Trina,Bad Bitch Anthem,31VSbJhEexDtoLnnhSuSuX,196604,48,0.055,0.83,182275,0.725,0.0393053,B,0.065,-7.128,Minor,0.36,160.132,04/4,0.725,R&B
Lil Yachty,Wanna Be Us,1nb9NqPmdH0m4v4nbZGBob,129266,56,0.0182,0.698,171899,0.708,0.00985656,C,0.122,-5.388,Major,0.0333,123.053,04/4,0.355,Hip-Hop
Peach Tree Rascals,Violet,00zh42VGoUFhp5If35YTK5,129587,44,0.93,0.68,272065,0.215,3.35e-05,A,0.227,-14.517,Major,0.0628,102.773,04/4,0.286,R&B
Gym Class Heroes,Cupid's Chokehold / Breakfast In America,2nRmc4GL2U1Ehrqzf4eCqF,78661,64,0.237,0.72,243773,0.744,0.00788375,C#,0.255,-6.938,Minor,0.12,78.953,04/4,0.619,Pop
JID,Hereditary,4VJ7mnW4wjjIgPBM6KWvPu,215135,59,0.466,0.491,298131,0.551,1.94e-05,G,0.199,-12.332,Major,0.358,154.992,04/4,0.361,Hip-Hop
6LACK,Loyal,5YgKH936kLB3ZMuMQf4nxG,67048,55,0.829,0.497,242573,0.528,0.0358318,G#,0.101,-8.142,Minor,0.563,86.705,04/4,0.131,R&B
Kid Ink,Ride Out,4ABdz877g7MFByXG6FkNao,99633,64,0.0469,0.696,211909,0.801,0.0234995,F,0.502,-5.641,Minor,0.0952,93.003,04/4,0.536,R&B
Seether,The Gift,6dfTXUzTDYPtgGx8jpinZE,59709,46,0.000173,0.529,334187,0.688,0.0239,G#,0.141,-5.722,Minor,0.0313,113.289,04/4,0.223,Alternative
Plies,Bust It Baby Part 2 (feat. Ne-Yo ),4le69zKZibZbrzVAqJCk16,59616,61,0.154,0.648,240760,0.801,0.0358318,F,0.339,-7.24,Minor,0.167,78.946,04/4,0.807,R&B
Sydney Renae,Stupid Too,6DzbmjkVZpz1mrDobAoJI8,145187,39,0.00555,0.776,168568,0.543,0.053256,C,0.155,-8.342,Major,0.0971,93.955,04/4,0.4,R&B
empty_field,Levitate,6qcb2k28Y5lMnfP5khTZgr,170789,53,0.0207,0.547,213745,0.937,0.0681317,G,0.216,-2.694,Minor,0.0867,128.059,04/4,0.5,Alternative
empty_field,Parar el Tiempo,29ECXd61T51WktEEFkAfua,130839,55,0.133,0.84,249250,0.465,7.99e-06,D,0.153,-8.861,Major,0.0347,109.998,04/4,0.58,Alternative
Tamia,Stuck With Me,3mAyjnYIWLeDixdNO6Joz6,178834,44,0.482,0.518,243226,0.525,0.136,F#,0.104,-5.372,Minor,0.0583,131.827,04/4,0.377,R&B
Sammie,Goodbye,6Sg8HCDhEX0IL7My2HjS6H,86681,39,0.16,0.721,209633,0.436,2.42e-06,C,0.131,-11.906,Major,0.0546,120.032,04/4,0.294,R&B
The Story So Far,How You Are,4IoAZAJV3QcUSGsDQOgjv2,68145,41,0.0116,0.61,225507,0.891,0.000435,G#,0.326,-3.63,Major,0.0471,82.494,04/4,0.748,Alternative
Olivia O'Brien,RIP (feat. G-Eazy & Drew Love),1qev18TlW5KOrvlvkhWFF6,133159,73,0.422,0.728,200773,0.646,0.0339589,F,0.0899,-4.387,Minor,0.0463,115.074,04/4,0.46,R&B
KAYTRANADA,WEIGHT OFF,5iOpbDPJShZO5hTPMaj67o,199335,60,0.523,0.65,155960,0.495,0.723,C,0.123,-6.385,Minor,0.0451,80.032,04/4,0.394,R&B
empty_field,Unknown Legend,7sO0dVFCfixpLshm4daMH3,99756,54,0.12,0.587,237121,0.731,5.78e-06,G,0.132,-5.632,Major,0.0398,110.936,04/4,0.539,Alternative
Bryson Tiller,You Got It,1Bh8jtOXIBIRUUghbrwUTX,123216,54,0.421,0.788,176653,0.485,0.0108921,B,0.346,-8.096,Minor,0.272,124.933,04/4,0.689,Hip-Hop
Chris Brown,Hands Up,3cCz8t2QQPZhFO5B4Nqcn4,168830,58,0.369,0.565,147716,0.73,0.053256,B,0.0773,-5.941,Major,0.127,102.792,04/4,0.526,R&B
From Ashes to New,Nowhere to Run,6DrRLGXrssVpYSrnMerAhO,132257,43,0.0442,0.517,214646,0.927,0.0650684,G#,0.0906,-3.815,Minor,0.084,99.942,04/4,0.482,Alternative
Justine Skye,Goodlove,3R5FA1Ay1NxgtwbElR78by,79671,57,0.0894,0.508,221784,0.577,0.0400199,G#,0.115,-7.631,Major,0.191,104.214,04/4,0.418,R&B
The Mayries,God is a Woman,2igbKtoBMXdYgYPkCpl0V4,150189,68,0.905,0.638,189446,0.231,0.0557612,B,0.129,-11.002,Minor,0.0341,118.392,04/4,0.456,Pop
Alter Bridge,Rise Today,5cFcWAWIcnV38t4YCWQiZZ,192257,39,0.00387,0.32,265848,0.967,8.42e-06,G,0.132,-3.969,Major,0.183,153.291,04/4,0.214,Alternative
Jeezy,"American Dream (feat. J. Cole, Kendrick Lamar)",76I3PmbGZazzNlEwlp1y85,138387,63,0.0621,0.64,249040,0.85,0.0134461,D,0.303,-5.705,Major,0.173,76.981,04/4,0.591,Hip-Hop
Avenged Sevenfold,Critical Acclaim,7E6iObqRWYyzoZdgPOgdvi,34644,56,0.000329,0.499,242142,0.966,6.1e-05,G,0.151,-4.679,Major,0.11,116.302,04/4,0.215,Alternative
empty_field,girl in new york,2KZJJ1rhRVmXM4lwW4OLo9,77074,51,0.0405,0.621,211304,0.555,0.152,A,0.111,-7.854,Major,0.0299,92.031,04/4,0.0817,R&B
GoldLink,Planet Paradise,04LCCxG3pbOYeENiyUc7Xb,144527,49,0.166,0.705,224843,0.702,0.0414361,A#,0.0786,-8.296,Minor,0.295,126.975,04/4,0.504,R&B
HEIZE,Don't Come Back(feat. Yong Jun Hyung),0bgCMcpNvjH92GTQfZMvp4,146254,48,0.548,0.5,222214,0.524,0.0395352,G,0.103,-5.832,Major,0.0631,92.133,04/4,0.266,R&B
$uicideBoy$,Grey Magic,0WnR9teHmp1tkQF33DztIS,31446,52,0.0615,0.845,142707,0.63,0.00099,E,0.104,-11.354,Minor,0.0604,155.016,04/4,0.327,Hip-Hop
Elijah Blake,Sky Blue,4g9q0UnJMljJt6WtxqRirk,172996,48,0.321,0.676,193908,0.561,0.000156,D#,0.321,-7.066,Minor,0.0807,130.129,04/4,0.475,Alternative
Dean Lewis,Be Alright - Acoustic,2JgUnjMIhY4JrWdE9ABlVJ,71491,64,0.864,0.681,197972,0.341,0.0154987,A,0.319,-9.016,Major,0.0567,126.242,04/4,0.431,Pop
Pouya,Daddy Issues,4P4zIZcAT0PPqYhmeTM7wi,41945,58,0.097,0.732,145610,0.595,3.25e-05,B,0.0771,-8.044,Minor,0.393,164.071,04/4,0.312,Hip-Hop
Pantera,Rise,7nvqg2Lkn7mYnmtP5egCmr,118492,47,2.4e-05,0.361,272473,0.885,0.101,B,0.0789,-10.516,Minor,0.059,151.713,04/4,0.331,Alternative
Zion & Lennox,Otra Vez (feat. J Balvin),7bNsygFc4aT51a5jFnXmCD,150345,76,0.0559,0.832,229692,0.772,0.000486,A#,0.44,-5.429,Major,0.1,96.016,04/4,0.704,Hip-Hop
Kodak Black,Up In Here,2TF9pM5gfqgtrKHMYOKxPd,111005,51,0.361,0.772,175682,0.659,0.00944398,A,0.143,-6.18,Major,0.413,87.981,04/4,0.409,Hip-Hop
Ravyn Lenae,Closer (Ode 2 U),0p7JlwOIZ5cMv8zeuxTWgQ,72654,56,0.26,0.706,196037,0.487,0.0339589,B,0.174,-7.913,Minor,0.0343,104,04/4,0.558,R&B
Tee Grizzley,Fuck It Off (feat. Chris Brown),4ZUNdr4rDSz3uWjFfvmJzQ,126833,74,0.0728,0.801,147600,0.578,0.00510153,C#,0.185,-7.148,Major,0.201,100.032,04/4,0.126,Hip-Hop
BROCKHAMPTON,TONYA,4MzdrjWuEShth6tyABlzYo,33571,62,0.506,0.6,213435,0.562,9.24e-06,G,0.159,-7.721,Minor,0.299,98.7564,04/4,0.0393,Pop
Violent Femmes,I'm Nothing,34w76lDCZZb19uGPTQ4EfH,85323,38,0.0334,0.542,146880,0.728,0.0622056,F#,0.179,-6.477,Major,0.0311,100.395,04/4,0.837,Alternative
empty_field,Buss It (feat. Chris Brown),1zXpHPdBAUxnOCQqFMFLk3,70714,66,0.00882,0.831,159358,0.504,0.0234238,E,0.104,-5.846,Minor,0.0532,92.54,04/4,0.26,Hip-Hop
empty_field,Poppin' - Main,4ve6EIeYYa8tco68bUVcBm,39803,53,0.00996,0.762,265333,0.42,0.0483391,E,0.0505,-3.02,Minor,0.036,122.954,04/4,0.584,R&B
Tamar Braxton,My Forever,59myyLZ02e3U7nREwtSzNQ,78284,41,0.38,0.55,242518,0.497,0.0407203,C#,0.071,-4.755,Major,0.0267,79.92,04/4,0.243,R&B
empty_field,No K,0SUukeNYkHMk8bxwgGQKJa,116079,50,0.00728,0.852,188467,0.641,0.0108921,A,0.429,-8.008,Minor,0.22,123.975,04/4,0.658,Hip-Hop
Kota the Friend,Camo (feat. Angel Haze),1rkk2wz94MmMgHtoHIeGQQ,213318,45,0.311,0.734,307706,0.688,0.352956,B,0.216,-7.141,Minor,0.316,132.064,04/4,0.53,Alternative
Lauv,Superhero,1cfPb42QUsLt2nRGlTOWdP,59276,79,0.82,0.681,179998,0.34,0.0154987,G,0.285,-8.617,Major,0.0339,129.98,04/4,0.417,Pop
Demi Lovato,Only Forever,4FWR2XOeo819dtUVRr3OZ1,68656,59,0.343,0.511,197480,0.517,2.94e-06,G#,0.119,-6.068,Minor,0.0473,77.867,04/4,0.26,R&B
empty_field,Hands Up,6MUkpG6aGjFo7vGKI7xYuh,134715,56,0.00046,0.65,245704,0.624,5.6e-05,D,0.364,-4.953,Major,0.0387,133.951,04/4,0.0921,Hip-Hop
empty_field,Jailbreak the Tesla (Feat. Aminé),402qqyHjcEFFEyB08Uhb5x,110666,55,0.069,0.474,199600,0.698,0.028245,G#,0.179,-5.541,Minor,0.277,102.289,03/4,0.729,Alternative
empty_field,Manila,3g2koMSfvsAGKcBAHyFtUF,84362,58,0.312,0.715,192533,0.612,0.905,F#,0.324,-7.865,Minor,0.0378,124.022,04/4,0.345,R&B
empty_field,Dust,3ZfhGtJlFsKs8TcIBcVopf,126458,45,0.0462,0.656,278145,0.522,9.07e-05,D#,0.0886,-9.897,Minor,0.0484,99.998,04/4,0.428,Alternative
Taylor Swift,Long Live,4SPWQVhPdhCM30j6NFfIvo,203997,53,0.036,0.418,279921,0.68,7.59e-05,G,0.114,-4.3,Major,0.0347,204.12,04/4,0.142,Pop
empty_field,Glow Up,0arGBuy2jnSmsemGQlGkSW,158214,55,0.0823,0.72,210347,0.783,0.0134461,C#,0.121,-4.097,Major,0.129,76.085,04/4,0.604,Hip-Hop
empty_field,Lullaby,33ap5PegY9fqcutvyUBdAF,47570,54,0.549,0.849,199089,0.19,0.00229,G,0.102,-9.628,Major,0.0447,113.955,03/4,0.203,R&B
Edo. G,Boston (Instrumental),2vdPsHLLkZpfhqzMZQIDzT,93542,48,0.0716,0.688,196440,0.816,0.862,B,0.0729,-4.896,Minor,0.0718,92.965,04/4,0.565,Alternative
Stone Temple Pilots,Unglued,3j7zwRLw8QEbYoOhSE0AOd,117464,45,0.00031,0.424,154027,0.986,0.0158,A,0.126,-5.974,Major,0.0632,146.429,04/4,0.347,Alternative
Shoreline Mafia,Bussin,6C1wn08cac9wcvJvGtuHi1,189147,61,0.00739,0.862,210048,0.438,0.00669366,G#,0.37,-10.096,Major,0.0594,97.454,04/4,0.165,Hip-Hop
Star Cast,Believe - Take 3 Version / From “Star” Season 2 Soundtrack,0Uhnzk5zI46IRlQ04LNOtc,46505,42,0.072,0.811,172121,0.541,7.73e-06,F#,0.0969,-6.254,Minor,0.13,102.054,04/4,0.748,R&B
