Selected,genre,instance_id,track_name,artist_name,NLRNG (Alternative),NLRNG (Blues),NLRNG (Classical),NLRNG (Comedy),NLRNG (Folk),NLRNG (Hip-Hop),NLRNG (Jazz),NLRNG (Opera),NLRNG (Pop),NLRNG (R&B)
No,Comedy,16254.0,Humor Infernal,Jo Jo Jorge Falcon,0.000972884,0.00236163,0.000604526,0.99087,0.000734837,0.000717268,0.00134939,0.000806544,0.000495563,0.00108784
No,R&B,16255.0,Mañana (feat. Karol G),Andy Rivera,0.245116,0.00896165,0.00370497,0.00164826,0.0304412,0.122793,0.0412864,0.00107054,0.0189425,0.526036
No,Blues,16256.0,Comeback Kid,Descendents,0.00937449,0.905186,0.0152196,0.0182425,0.0133494,0.0011588,0.0316143,0.00171124,0.000942377,0.0032013
No,Jazz,16257.0,Dewey Square,empty_field,0.0144074,0.314185,0.0222917,0.00996922,0.0313433,0.00203306,0.5872,0.00304842,0.00083763,0.0146851
No,Opera,16258.0,"Parsifal / Act 3: Du siehst, das ist nicht so (Gurnemanz, Parsifal)",Richard Wagner,0.000839943,0.00251122,0.0661149,0.00149496,0.00141724,0.000668567,0.00239994,0.922425,0.000964857,0.00116288
No,Blues,16259.0,Quédate Conmigo - Versión Salsa,Chyno Miranda,0.0209924,0.777307,0.0193955,0.0126933,0.0432057,0.00378641,0.104863,0.00244763,0.002378,0.0129312
No,R&B,16260.0,Morning After Sex,Damar Jackson,0.0921371,0.00618481,0.00144357,0.00164362,0.0232867,0.251381,0.0122736,0.00120135,0.191363,0.419085
No,Alternative,16261.0,Love Is Blind,Alicia Keys,0.376814,0.0653557,0.0139434,0.00303824,0.265748,0.0216936,0.0893783,0.00209313,0.0159761,0.14596
No,Blues,16262.0,You're Gonna Find A Way Out,The Interrupters,0.0724457,0.519814,0.0309069,0.0146529,0.0880891,0.00559023,0.229401,0.00372256,0.00382398,0.0315534
No,Pop,16263.0,Chanel,empty_field,0.0226692,0.00368243,0.000505759,0.000943841,0.0155295,0.271456,0.00393635,0.000751482,0.532765,0.147761
No,Alternative,16264.0,Man Like That,Gin Wigmore,0.766804,0.042122,0.0190046,0.00226146,0.0817643,0.0110964,0.0214527,0.00126731,0.00796673,0.0462604
No,Pop,16265.0,Senorita,(G)I-DLE,0.0125719,0.00257195,0.000473391,0.000388683,0.0119075,0.0639173,0.00129757,0.00039255,0.872401,0.0340786
No,Jazz,16266.0,Just Because,empty_field,0.0166562,0.256884,0.0288348,0.00565562,0.0420618,0.00364107,0.620358,0.00336404,0.00128458,0.0212599
No,Comedy,16267.0,The Sad Boy,empty_field,0.000874879,0.0021365,0.000547113,0.991719,0.00066082,0.000691516,0.00120751,0.000733541,0.000469666,0.000959329
No,R&B,16268.0,I Know,YG,0.118558,0.00620404,0.00119485,0.00170606,0.0277156,0.137093,0.0576365,0.00095898,0.0149753,0.633958
No,Hip-Hop,16269.0,RAF,A$AP Mob,0.0293996,0.00194044,0.000611122,0.00095876,0.0050389,0.524732,0.00906383,0.000746787,0.330733,0.0967759
No,Alternative,16270.0,Not Good Enough For Truth In Cliche',Escape the Fate,0.584652,0.0318154,0.0163818,0.00121867,0.106303,0.0512175,0.0103977,0.00124252,0.124711,0.0720608
No,Folk,16271.0,You've Lost That Lovin' Feeling,Daryl Hall & John Oates,0.0805896,0.234486,0.0184308,0.0101032,0.274694,0.00876581,0.265742,0.00458809,0.00580704,0.0967935
No,Blues,16272.0,Lola Lola,Charanga Habanera,0.129396,0.296756,0.0373031,0.0130807,0.183345,0.0122473,0.255328,0.00430224,0.00718896,0.0610533
No,R&B,16273.0,That's Love,Marc E. Bassy,0.0887876,0.00379334,0.00105112,0.00114663,0.0194725,0.137701,0.017901,0.000653009,0.015708,0.713786
No,Hip-Hop,16274.0,Pennyroyal,Joey Bada$$,0.114907,0.00733849,0.00308651,0.00176478,0.0173936,0.428467,0.0257484,0.00121064,0.0367368,0.363346
No,Blues,16275.0,Salted,Dance Hall Crashers,0.045936,0.447459,0.0351373,0.0710374,0.0477811,0.00258506,0.316845,0.00709023,0.00115522,0.0249742
No,Pop,16276.0,Mr. Blue Sky,Electric Light Orchestra,0.0258757,0.0109336,0.00161211,0.00110628,0.0918106,0.0362345,0.00614214,0.00113632,0.75183,0.0733191
No,Opera,16277.0,"Violin Sonata No. 1, Op. 12 No. 1: III. Rondo. Allegro",empty_field,0.00111149,0.00349362,0.0878005,0.0018094,0.00176715,0.000846659,0.00307021,0.89764,0.00102481,0.00143612
No,Comedy,16278.0,Deaf People,Brad Williams,0.000868756,0.00213757,0.000545756,0.991757,0.000658718,0.00068386,0.00119944,0.000732715,0.000464999,0.000951332
No,Alternative,16279.0,Missing,William Michael Morgan,0.359164,0.118605,0.0235465,0.00308156,0.347496,0.0144719,0.0516881,0.00177347,0.0129377,0.0672355
No,Jazz,16280.0,Reblow Your Mind,Gov't Mule,0.00993229,0.0452514,0.0118902,0.00111515,0.0212321,0.00201086,0.889536,0.00110368,0.000333712,0.0175946
No,Blues,16281.0,Exaltation,Matisyahu,0.00991756,0.851518,0.0125629,0.0225666,0.0176314,0.00120386,0.0757168,0.00221356,0.000755884,0.00591375
No,Classical,16282.0,"Symphony No. 9 in D Minor, Op. 125 - ""Choral"": 4e. Andante maestoso - Live",Ludwig van Beethoven,0.00120512,0.0041955,0.895464,0.000745371,0.0049471,0.000682868,0.0226011,0.0672937,0.00173517,0.00113045
No,Folk,16283.0,Not Too Late,Norah Jones,0.0274372,0.0543684,0.0141878,0.0015321,0.426192,0.00312479,0.417143,0.00489376,0.0252571,0.0258641
No,Blues,16284.0,Hollow Bones Pt. 2,Rival Sons,0.00687576,0.902129,0.0164439,0.0198694,0.0122825,0.000747835,0.0359999,0.00222737,0.000630553,0.00279362
No,Blues,16285.0,Stuff That I Like,empty_field,0.0898235,0.651326,0.0527512,0.0161283,0.0630557,0.0126395,0.0821769,0.00301289,0.00684676,0.0222389
No,Jazz,16286.0,Reggae Strong,Lucky Dube,0.0298328,0.407954,0.0174637,0.0185291,0.0617411,0.00419269,0.429096,0.00355564,0.00192654,0.0257085
No,Blues,16287.0,Prende el Bate,Chocolate Blanco,0.0404488,0.528966,0.028753,0.0105138,0.0514671,0.00713449,0.30104,0.0027457,0.00236754,0.0265638
No,Hip-Hop,16288.0,Me Alegro de Su Odio 2014,Cartel De Santa,0.0627287,0.00623461,0.00152796,0.00158407,0.0182799,0.381352,0.0112376,0.00126942,0.296279,0.219506
No,Jazz,16289.0,Mirror (feat. Made in M),empty_field,0.00874204,0.0371001,0.0121041,0.000840347,0.0220656,0.00207346,0.89758,0.00106351,0.000254787,0.0181761
No,Blues,16290.0,Bikini Mini,"JQ ""The #1 Contender""",0.00989232,0.857668,0.0100763,0.0316588,0.0161349,0.00170828,0.0638496,0.0025026,0.00118386,0.00532567
No,Pop,16291.0,Young Forever,Eric Paslay,0.0519642,0.0109635,0.00240942,0.000806615,0.0546989,0.0577191,0.00391928,0.000856634,0.763497,0.0531651
No,Blues,16292.0,Did Dat - Bonus Track,Gary Clark Jr.,0.0198446,0.463451,0.0227712,0.0131026,0.0344356,0.00256298,0.423493,0.00294163,0.00121023,0.016187
No,Alternative,16293.0,All I Want,Brent Faiyaz,0.25991,0.0717693,0.00813235,0.00520716,0.15418,0.0409298,0.191398,0.00289698,0.0129443,0.252632
No,Blues,16294.0,Rompela,Lyan,0.0112718,0.842455,0.0112679,0.0531169,0.0176757,0.00202713,0.051374,0.00295617,0.00145866,0.00639714
No,Blues,16295.0,Never Knew Your Name,empty_field,0.0260538,0.703444,0.0623995,0.0461011,0.0331947,0.00187929,0.107683,0.00741357,0.00112054,0.0107108
No,Hip-Hop,16296.0,It's On,Eazy-E,0.0715996,0.00340829,0.00190104,0.00108155,0.00603073,0.691498,0.0155409,0.00087178,0.0788137,0.129255
No,Folk,16297.0,What Is Hip?,empty_field,0.27242,0.0524769,0.00862318,0.00264154,0.408884,0.0300929,0.0576024,0.00182885,0.0299279,0.135502
No,Hip-Hop,16298.0,Kolors ft. Smino,Monte Booker,0.110885,0.00608791,0.00153162,0.00189321,0.0165593,0.39458,0.0293372,0.00128494,0.0579003,0.37994
No,Alternative,16299.0,Technical Difficulties,Racer X,0.396906,0.105523,0.138265,0.00396194,0.125132,0.0116792,0.154513,0.00554966,0.00735538,0.0511145
No,Hip-Hop,16300.0,Down in the Holler (feat. Justin Adams),Upchurch,0.0805281,0.00912371,0.00281286,0.00227807,0.0195876,0.518159,0.0322482,0.00152952,0.0443664,0.289366
No,Folk,16301.0,My Love (feat. Drake) - Remix,Majid Jordan,0.164151,0.159905,0.0149114,0.00529357,0.334367,0.0131273,0.204599,0.00296596,0.0123426,0.0883364
No,Blues,16302.0,Pleasant Dreams,Fortunate Youth,0.0142207,0.51065,0.109875,0.0282537,0.0902734,0.0054798,0.176,0.037556,0.0115392,0.016153
No,R&B,16303.0,Yoga,Janelle Monáe,0.146959,0.00654219,0.00278849,0.00154644,0.0266841,0.310284,0.025997,0.0010465,0.0442564,0.433896
No,Blues,16304.0,Para Que Vuelvas,Caibo,0.0246771,0.396235,0.0354532,0.386386,0.0409749,0.00437439,0.0734436,0.0130449,0.00273033,0.0226806
No,Folk,16305.0,Allocate,Damien Jurado,0.0665917,0.0819057,0.0107493,0.00260769,0.67869,0.00388993,0.0958399,0.00263855,0.013917,0.0431707
No,Folk,16306.0,Salina,The Avett Brothers,0.138488,0.055137,0.0166014,0.004753,0.44187,0.0130438,0.102655,0.0062855,0.0247053,0.196461
No,Folk,16307.0,Astral Weeks,Van Morrison,0.0457431,0.110375,0.00683277,0.00221168,0.675216,0.00325594,0.0818161,0.00198026,0.0439609,0.0286083
No,Jazz,16308.0,You Are a Friend of Mine,Julian & Roman Wasserfuhr,0.00571277,0.0261783,0.374198,0.00156358,0.0298511,0.00200514,0.522301,0.0279066,0.00262248,0.00766075
No,Blues,16309.0,Pushover,Etta James,0.00686506,0.856544,0.0123038,0.049146,0.0161472,0.00139087,0.0496671,0.00269798,0.000793209,0.00444488
No,R&B,16310.0,Paris,Nakala,0.0887819,0.0104404,0.00150017,0.00202942,0.047607,0.0746434,0.0349157,0.00104728,0.0097008,0.729334
No,Folk,16311.0,Long Monday,John Prine,0.066405,0.0768844,0.00852662,0.00221411,0.640971,0.0039192,0.131565,0.00216215,0.0217535,0.0455995
No,R&B,16312.0,"Like Father, Like Son",Struggle Jennings,0.32088,0.0214729,0.01008,0.00221831,0.0872796,0.11136,0.0372091,0.00168773,0.0327641,0.375048
No,Hip-Hop,16313.0,Real Situation,Bob Marley & The Wailers,0.0853152,0.00394377,0.00137013,0.00173124,0.0103451,0.540732,0.0391285,0.00106695,0.041108,0.275259
No,Folk,16314.0,Caught Me Thinkin,Bahamas,0.192815,0.0812001,0.00642439,0.00413143,0.464325,0.0178435,0.113911,0.00221659,0.0152424,0.101891
No,Blues,16315.0,Sink The Bismarck,Johnny Horton,0.0319249,0.486817,0.0216093,0.0115791,0.127528,0.00513466,0.27433,0.00411494,0.00283965,0.034122
No,Folk,16316.0,Seven Spanish Angels (With Ray Charles),Willie Nelson,0.0829463,0.102939,0.0166492,0.0047022,0.465986,0.0093725,0.154559,0.00426825,0.0156148,0.142963
No,Blues,16317.0,Girls,Miranda Lambert,0.203186,0.265037,0.0347632,0.0125023,0.25043,0.011475,0.10976,0.00494472,0.0179822,0.0899186
No,R&B,16318.0,Scales,Solange,0.166558,0.0236303,0.00491475,0.00275467,0.160471,0.0415805,0.0684104,0.00206029,0.018245,0.511375
No,Blues,16319.0,Guaya (feat. Arcange & Daddy Yankee),Musicologo Y Menes,0.11088,0.41341,0.0248314,0.0134148,0.178843,0.0110367,0.173052,0.00380764,0.00540078,0.0653237
No,Comedy,16320.0,Reading,Brian Regan,0.000961843,0.00228295,0.000590123,0.991047,0.000719909,0.000747056,0.00131711,0.000773348,0.000505116,0.00105509
No,Blues,16321.0,J'aime ta femme - I Like Your Girl,The Planet Smashers,0.0103131,0.890913,0.0143158,0.0192205,0.0166697,0.00137184,0.0394971,0.00188818,0.0011222,0.00468819
No,Hip-Hop,16322.0,Rat Race,Bob Marley & The Wailers,0.0585931,0.0187707,0.00853195,0.00436799,0.0300319,0.485431,0.0687157,0.00355909,0.0179169,0.304082
No,Pop,16323.0,"Jumpin', Jumpin'",empty_field,0.026358,0.00351356,0.000674905,0.000775116,0.0129668,0.180738,0.00360862,0.000703711,0.684982,0.0856789
No,Pop,16324.0,Pony,Ginuwine,0.0425787,0.00543648,0.000997493,0.00112015,0.0215231,0.21155,0.00641467,0.000972765,0.596109,0.113298
No,Comedy,16325.0,Turtlehead Poop,The Toilet Bowl Cleaners,0.0318146,0.156851,0.0160202,0.657837,0.0354997,0.00435685,0.0527643,0.00804262,0.00176546,0.0350482
No,Hip-Hop,16326.0,STFU,Scarlxrd,0.0789813,0.00303472,0.00146754,0.0012588,0.0075602,0.614818,0.0189819,0.000878953,0.0686303,0.204389
No,R&B,16327.0,Regular,Nessly,0.161872,0.00866325,0.00194592,0.00170126,0.0440797,0.0824841,0.0281661,0.000958191,0.0148628,0.655266
No,Classical,16328.0,"Suites for Cello, Suite No. 2 in D minor BWV 1008: Menuet I & II",Johann Sebastian Bach,0.00116695,0.00473006,0.924664,0.000663987,0.00414986,0.00064062,0.0214783,0.040281,0.00117875,0.00104601
No,R&B,16329.0,You Don't Care,zack villere,0.233123,0.0378877,0.00853213,0.0044771,0.131591,0.0468878,0.130095,0.00278378,0.0127288,0.391894
No,Pop,16330.0,wonderful,Travis Scott,0.0288761,0.00305257,0.000623514,0.000869016,0.0115124,0.206062,0.00470749,0.000749796,0.625865,0.117682
No,Folk,16331.0,Hockey Teeth,Bahamas,0.124843,0.061967,0.00761408,0.00305619,0.545837,0.0112084,0.122408,0.00260053,0.0167388,0.103728
No,Pop,16332.0,Put You On,empty_field,0.0988904,0.0120489,0.00249942,0.00195187,0.0391625,0.276449,0.0134701,0.00160928,0.298198,0.25572
No,Folk,16333.0,Rain King,Counting Crows,0.134612,0.179322,0.0176177,0.00492272,0.487046,0.00791477,0.101271,0.00264965,0.0153478,0.0492962
No,Pop,16334.0,Less Than I Do,The Band CAMINO,0.16986,0.0261376,0.00453784,0.00210525,0.143182,0.0866868,0.0163543,0.00185268,0.35179,0.197493
No,Blues,16335.0,"Coffee, God, And Cigarettes",Mischief Brew,0.171078,0.240324,0.0205916,0.0218857,0.22971,0.010847,0.123668,0.0061261,0.0104319,0.165338
No,R&B,16336.0,Mailbox,empty_field,0.11084,0.00285075,0.000907727,0.00131887,0.0096663,0.319983,0.0246117,0.000790591,0.0263709,0.50266
No,Jazz,16337.0,Le vent nous portera,Noir Désir,0.0143278,0.136598,0.0176918,0.00361158,0.0375612,0.00248685,0.766154,0.00221078,0.000690165,0.0186674
No,Pop,16338.0,Dimple,BTS,0.0303489,0.00486535,0.000931776,0.000790721,0.0195812,0.114674,0.00337181,0.000740451,0.744011,0.0806853
No,Blues,16339.0,Barranquillero Arrebatao,Fruko Y Sus Tesos,0.021016,0.551316,0.0229675,0.0132105,0.0377969,0.00244891,0.33265,0.00286626,0.00149005,0.0142386
No,Blues,16340.0,Her & Me,U.S. Bombs,0.0053346,0.914182,0.010095,0.0226175,0.0110995,0.000564701,0.0316906,0.00174758,0.000391045,0.00227755
No,Classical,16341.0,Moderato malinconico,Manuel Ponce,0.00107397,0.00326452,0.926785,0.000450729,0.00602538,0.000539487,0.0298825,0.0294835,0.00156778,0.000927127
No,Jazz,16342.0,Feels Like Home,Bonnie Raitt,0.0213219,0.358576,0.0735212,0.00936799,0.0834017,0.00437134,0.407851,0.0109374,0.00774501,0.022907
No,Pop,16343.0,Stronger,Britney Spears,0.0466143,0.00845936,0.00145119,0.000963815,0.0366723,0.0935081,0.00444793,0.000929161,0.733971,0.0729824
No,Pop,16344.0,Superposition,Young the Giant,0.0533979,0.0092001,0.00190911,0.000923132,0.0489035,0.086209,0.00437247,0.00090566,0.721272,0.072907
No,Blues,16345.0,Transistor,311,0.162889,0.480755,0.0338703,0.0329705,0.129289,0.00496055,0.0999362,0.00580065,0.00333175,0.0461972
No,Folk,16346.0,1957,Milo Greene,0.0902896,0.0520754,0.00598068,0.00209059,0.443596,0.0181119,0.0326579,0.00214982,0.281153,0.0718946
No,R&B,16347.0,You Ain't Never,empty_field,0.0452007,0.00299395,0.000635373,0.00156354,0.0138905,0.06731,0.0302275,0.000657261,0.00450744,0.833014
No,Blues,16348.0,Volveré Junto a Ti,Los 4,0.00695163,0.880734,0.0122624,0.0248413,0.015259,0.00106447,0.0514943,0.00228481,0.000667888,0.00443984
No,Pop,16349.0,FeRRis WhEEL (feat. Trippie Redd),Tory Lanez,0.0202151,0.00202378,0.000514602,0.000698228,0.0058127,0.296873,0.00426949,0.000633521,0.601963,0.0669965
No,Pop,16350.0,No Te Ilusiones Tanto,empty_field,0.0283928,0.00828729,0.000919223,0.00102534,0.0428043,0.0704341,0.00488966,0.000955255,0.771198,0.0710939
No,Classical,16351.0,"Beethoven : Symphony No.9 in D minor Op.125 : I Allegro ma non troppo, un poco maestoso",Ludwig van Beethoven,0.000885845,0.00298353,0.933364,0.000436159,0.00451066,0.000479475,0.0220125,0.033232,0.00131948,0.000775925
No,Hip-Hop,16352.0,That's How I Feel,Young Dolph,0.0464588,0.00175125,0.000889737,0.000891071,0.00333448,0.743214,0.013611,0.000648042,0.0488845,0.140317
No,R&B,16353.0,"Busted - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,0.217401,0.0699524,0.0110234,0.00745698,0.184954,0.0708203,0.164184,0.00421079,0.0228243,0.247173
No,Jazz,16354.0,Tú Sabes,Luny Tunes,0.0417442,0.0582572,0.00532107,0.0026554,0.0371306,0.0163344,0.753372,0.00126226,0.00258506,0.0813374
No,Folk,16355.0,Ring Them Bells,Sarah Jarosz,0.0563363,0.159887,0.0131528,0.00632809,0.585258,0.00291158,0.121742,0.00389437,0.0147233,0.0357664
No,Alternative,16356.0,Forgive feat. Washed Out,Roosevelt,0.484976,0.0991189,0.0483986,0.00213056,0.238142,0.0181763,0.0418591,0.00173932,0.0158759,0.0495829
No,Jazz,16357.0,Yerbero Moderno,Celia Cruz,0.0558939,0.240731,0.0178747,0.0111258,0.100001,0.00759711,0.490389,0.00366836,0.00299117,0.0697281
No,Blues,16358.0,I'm Tore Down,Freddie King,0.00749937,0.842571,0.0122688,0.0140062,0.0252528,0.00115404,0.0889765,0.0021379,0.00103547,0.00509747
No,Hip-Hop,16359.0,"Dead Locs, Pt. 2",empty_field,0.0281325,0.00112049,0.000522705,0.000934509,0.00238327,0.712603,0.0142594,0.000640288,0.162757,0.0766468
No,Opera,16360.0,"Otello / Act 1: ""Già nella notte densa...Venga la morte"" - Live In Chicago & New York / 1991",Giuseppe Verdi,0.0011251,0.0050267,0.130353,0.00205488,0.00152016,0.000888736,0.00288343,0.853939,0.000784546,0.00142439
No,Alternative,16361.0,Love Falls,HELLYEAH,0.574799,0.0233758,0.0108098,0.00146059,0.0800659,0.0621972,0.0131223,0.00138483,0.154147,0.0786375
No,R&B,16362.0,Promise,Jagged Edge,0.0674952,0.00331352,0.000729183,0.00134526,0.0138766,0.246173,0.0128282,0.000858759,0.0772232,0.576157
No,Blues,16363.0,"Are You There Margaret? It's Me, God",The Lawrence Arms,0.0405864,0.744843,0.0786963,0.00688148,0.0452878,0.00620024,0.0611756,0.00222397,0.00385284,0.0102524
No,Jazz,16364.0,Jah Music - 2001 Digital Remaster,empty_field,0.0196081,0.233646,0.0172176,0.00662578,0.0323537,0.00288959,0.663738,0.00224971,0.00091267,0.0207582
No,Blues,16365.0,Mojo Boogie,Johnny Winter,0.00488732,0.916058,0.00867598,0.0167831,0.0125894,0.000605327,0.0361206,0.00152583,0.000426255,0.00232862
No,Pop,16366.0,Ferrari (feat. Afrojack),Cheat Codes,0.0381426,0.00236807,0.000789026,0.000993847,0.00687603,0.318456,0.00831233,0.000827955,0.521538,0.101697
No,Jazz,16367.0,50's Japan,Jesse James,0.128089,0.0643464,0.0229944,0.00240481,0.0623803,0.0247043,0.565296,0.00170355,0.00694792,0.121133
No,Jazz,16368.0,Ruby My Dear,Roy Hargrove,0.0601432,0.0495065,0.0235069,0.00236517,0.281285,0.00811794,0.484616,0.00521166,0.0163985,0.0688493
No,Blues,16369.0,Mystic Man - 2002 Remastered Version,empty_field,0.00864994,0.883395,0.0108982,0.0248923,0.0162025,0.00110836,0.0471368,0.00213535,0.000722582,0.00485904
No,Alternative,16370.0,Bully,empty_field,0.372919,0.0551243,0.0137308,0.00273473,0.241799,0.0308203,0.0432498,0.00187255,0.0207361,0.217014
No,Blues,16371.0,Vague Love Song,The Forces Of Evil,0.00602703,0.905354,0.0108653,0.0258844,0.0120354,0.000671911,0.0339535,0.00199589,0.000501707,0.00271117
No,Jazz,16372.0,The Veil,Deca,0.0682272,0.0814747,0.0128375,0.00479154,0.0459942,0.0242643,0.666647,0.00200643,0.00409744,0.0896592
No,Hip-Hop,16373.0,Run Me My Money,Kash Doll,0.0143297,0.00062861,0.000377153,0.000525296,0.000998473,0.8828,0.00941523,0.000374079,0.0467694,0.0437824
No,Pop,16374.0,¿Quien Tu Eres?,Bad Bunny,0.0192386,0.00287863,0.000528373,0.000733646,0.00960651,0.278068,0.00335499,0.000657386,0.602825,0.0821082
No,Opera,16375.0,Puccini: Turandot: Tanto amore segreto - Act Three,empty_field,0.000491042,0.00212738,0.0329011,0.00137676,0.000441923,0.000442429,0.00068912,0.960495,0.000330824,0.000704096
No,Blues,16376.0,Tell It to the Devil,The Marshall Tucker Band,0.00833037,0.86335,0.0143805,0.0139795,0.0210933,0.00115239,0.069783,0.00202034,0.001057,0.00485327
No,Pop,16377.0,La Despedida,empty_field,0.0286744,0.00594356,0.000962264,0.000712012,0.0254193,0.0709951,0.00292925,0.000683376,0.815352,0.0483286
No,Jazz,16378.0,"Boogie Wonderland (with The Emotions) - 12"" Version","Earth, Wind & Fire",0.0328792,0.0720574,0.0208597,0.00152501,0.0431575,0.0037033,0.794159,0.00111004,0.000937113,0.0296119
No,Pop,16379.0,Glory And Gore,Lorde,0.0469378,0.00565014,0.0010194,0.00133591,0.0239113,0.262541,0.00830193,0.00109618,0.454519,0.194687
No,Pop,16380.0,Loca Remix,empty_field,0.0148855,0.00274274,0.000495155,0.000587098,0.00963802,0.214351,0.00225022,0.00055486,0.699069,0.0554261
No,Hip-Hop,16381.0,Ikuyo (feat. 2 Chainz & Sophia Black),KYLE,0.0673037,0.00253836,0.000843864,0.00129195,0.00767376,0.468154,0.0153366,0.000943388,0.168731,0.267183
No,Jazz,16382.0,Love Look Away,Leslie Odom Jr.,0.0202545,0.285602,0.0230704,0.0059927,0.0493003,0.00375455,0.58245,0.00297706,0.00240696,0.0241908
No,R&B,16383.0,Lady Wood,Tove Lo,0.15959,0.00689846,0.00183093,0.00170371,0.0338502,0.189137,0.0274744,0.00103129,0.026944,0.55154
No,R&B,16384.0,Swing (Win & Woo Remix),Win and Woo,0.182442,0.0147513,0.00385626,0.00285746,0.0726441,0.140376,0.0543149,0.00194367,0.0493569,0.477458
No,Jazz,16385.0,Morningview,Deeb,0.0137889,0.0410064,0.0263293,0.00146917,0.035234,0.00335516,0.844104,0.00253481,0.000523639,0.0316547
No,Comedy,16386.0,Exxon Valdez,Lewis Black,0.00115721,0.00314678,0.000927837,0.987838,0.000959326,0.000915054,0.00171863,0.00131383,0.000658213,0.00136468
No,Hip-Hop,16387.0,Preliminary Hearing,Moneybagg Yo,0.136512,0.00838669,0.00602863,0.00147025,0.0227272,0.475787,0.0210504,0.00115856,0.059258,0.267622
No,Blues,16388.0,What If,Rx Bandits,0.0100069,0.865285,0.0155035,0.0306206,0.0177338,0.00139087,0.0498146,0.00273793,0.000925965,0.00598033
No,Jazz,16389.0,"Doe, Jane",Shakey Graves,0.0115207,0.0551561,0.28754,0.00252868,0.0528545,0.00348541,0.551139,0.0158744,0.00238369,0.0175175
No,Alternative,16390.0,I Could Not Ask for More,Sara Evans,0.407544,0.0460807,0.0115315,0.00190523,0.366836,0.0123666,0.0464656,0.00166465,0.0291622,0.0764436
No,Alternative,16391.0,Not In Love - Radio Version,empty_field,0.853863,0.0145144,0.0112676,0.000537933,0.0464473,0.0171328,0.00673008,0.000522679,0.0196995,0.0292851
No,Blues,16392.0,Marionette,Tsunami Bomb,0.0147552,0.802696,0.0279017,0.0428488,0.0236933,0.00136178,0.0743818,0.00446667,0.000762954,0.0071314
No,Hip-Hop,16393.0,Politically Incorrect,Tom MacDonald,0.035644,0.00181396,0.000663805,0.00107957,0.00369858,0.713196,0.0169086,0.000728222,0.0654786,0.160789
No,Folk,16394.0,Mr. Telephone Man,New Edition,0.146994,0.0710364,0.00624515,0.00320717,0.574304,0.0124069,0.0775256,0.00206407,0.0169427,0.0892742
No,Folk,16395.0,"Running On Faith - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,0.139887,0.0953847,0.00886683,0.00294566,0.634169,0.00585598,0.052357,0.00178069,0.0175656,0.0411875
No,Opera,16396.0,"L'enfance du Christ, Op. 25, H. 130, Pt. 1 ""Le songe d’Hérode"": Marche nocturne",Hector Berlioz,0.000770974,0.00239149,0.0630168,0.00144727,0.00103898,0.000623982,0.00162554,0.927356,0.000690406,0.00103908
No,Alternative,16397.0,Only Child,The Raconteurs,0.413384,0.0459427,0.0113261,0.00226488,0.316304,0.0166418,0.045976,0.00195492,0.0430866,0.103119
No,Opera,16398.0,O Holy Night,empty_field,0.0010479,0.0030694,0.0512562,0.00182099,0.00203928,0.000765452,0.00333808,0.934024,0.00117867,0.00146043
No,Blues,16399.0,Claramente,J Alvarez,0.0160903,0.793979,0.0180428,0.0164307,0.0309074,0.00328054,0.103146,0.00280293,0.00160455,0.0137166
No,Opera,16400.0,Von Apfelblüten einen Kranz,Franz Lehár,0.00052186,0.0022137,0.0355365,0.001391,0.000494773,0.000462526,0.000774201,0.9575,0.000362656,0.000742384
No,Comedy,16401.0,Man's Best Friends,Chris Hardwick,0.000872306,0.00213312,0.000544051,0.991753,0.000658372,0.000685531,0.00120173,0.000730679,0.000466034,0.000954851
No,Alternative,16402.0,Nobody,Skindred,0.29358,0.0227863,0.00632154,0.00234316,0.0678464,0.16897,0.0192891,0.00199183,0.251255,0.165617
No,Classical,16403.0,Three Gymnopédies (1888): Gymnopédie No. 1,Erik Satie,0.000890217,0.002664,0.932422,0.000395431,0.00490383,0.000466993,0.0255298,0.0305625,0.00141649,0.000748869
No,R&B,16404.0,Tu Olor,"Tito ""El Bambino""",0.158275,0.142176,0.0173896,0.00982932,0.128966,0.0413699,0.179484,0.00352269,0.0131507,0.305836
No,Alternative,16405.0,Summertime,empty_field,0.38975,0.0339446,0.0152429,0.00197488,0.226198,0.0508708,0.051455,0.00181524,0.0408262,0.187922
No,Alternative,16406.0,Do the Evolution,empty_field,0.836429,0.0196133,0.012546,0.000570807,0.0627058,0.0138112,0.00662003,0.00056555,0.0201582,0.0269799
No,Blues,16407.0,What a Little Moonlight Can Do (with Teddy Wilson & His Orchestra),Billie Holiday,0.00978082,0.769957,0.0159907,0.0170051,0.0287125,0.00180618,0.144843,0.00281122,0.000983038,0.00811124
No,R&B,16408.0,Pale Blue Dot,Big Wild,0.210368,0.0312613,0.0122304,0.00365305,0.0731883,0.234146,0.131842,0.00315575,0.0651921,0.234963
No,Blues,16409.0,Time To Go Home,Michael Franti & Spearhead,0.00504325,0.916975,0.00815518,0.0210951,0.0105752,0.000541415,0.0333908,0.00152289,0.000362927,0.00233832
No,Pop,16410.0,What About Us,empty_field,0.0172459,0.00405979,0.00059929,0.000533872,0.0229391,0.0679547,0.00181447,0.000521078,0.827876,0.0564557
