artist_name,track_name,track_id,Cluster,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Philippe Jaroussky,"O coeli devota (Motetti sacri a voce sola con due violini, 1681, G. Monti, Bologna)",6tOSWVaUm5tXtjYiQptTNQ,opera7,154559,18,0.96,0.387,432813,0.185,7.41e-06,A,0.145,-17.901,Minor,0.0462,107.763,04-Apr,0.258,Opera
empty_field,"Ave Maria, D839 (""Ellens Gesang III"") [Orchestral Version]",3OPEJr4Tg3ns6LHQKEOrTR,opera7,195266,34,0.939,0.181,287840,0.293,0.000359,A#,0.145,-16.326,Major,0.0419,98.005,04-Apr,0.155,Opera
empty_field,"Faust: Faust, Act I: Cavatina: Avant de quitter ces lieux",79yScU3wNnv2yPF3awYqnU,opera2,140402,16,0.985,0.225,198320,0.0951,0.0255,D#,0.0842,-21.639,Major,0.0394,103.537,04-Apr,0.17,Opera
empty_field,"Turandot / Act 1: ""Non piangere, Liu""",3hudWJT4lTApOYyFyAJcNR,opera2,175269,16,0.981,0.282,149507,0.159,0.162,D#,0.306,-19.374,Minor,0.0411,65.369,05-Apr,0.122,Opera
Gaetano Donizetti,Il barcaiolo,09H68Ta885Zd9ed14yWyD6,opera2,95907,7,0.989,0.405,166827,0.106,3e-06,C#,0.121,-19.023,Major,0.0656,106.926,04-Apr,0.146,Opera
Giacomo Puccini,"Manon Lescaut / Act 1: ""Donna non vidi mai""",622qlNmaUa2ZhzUQKiNMDp,opera7,175466,33,0.942,0.237,159316,0.268,0.0561,A#,0.103,-15.612,Major,0.0414,114.625,04-Apr,0.182,Opera
empty_field,The Last Night Of The World - from Miss Saigon,630Ug0XtmhhFvAKo0PNuEI,opera5,27532,9,0.962,0.21,310587,0.13,0.370867,C#,0.259,-14.944,Minor,0.0338,168.192,04-Apr,0.0785,Opera
empty_field,Donizetti: La fille du Regiment: C'en est donc fait... Par le rang et par l'opulence - Marie - Act Two,14mNTV7rsvzkVfBmRepX1X,opera2,41967,5,0.95,0.224,322613,0.0901,0.0202,F,0.374,-24.589,Minor,0.0693,77.695,04-Apr,0.0381,Opera
Johann Adolf Hasse,"Artaserse : ""Per questo dolce amplesso""",4Jz4bjXeiF2SXVj9P4YfY5,opera2,37424,6,0.956,0.264,369893,0.166,0.000738,E,0.218,-19.638,Major,0.0504,101.877,04-Apr,0.189,Opera
Giuseppe Verdi,"Rigoletto, Act I: Gualtier Maldè... Nome di lui sì amato",5W9Al2ewPfzbWHOV2BAtBR,opera2,31713,14,0.956,0.3,493978,0.0326,3.69e-05,E,0.0912,-25.209,Major,0.0499,81.852,03-Apr,0.0392,Opera
Giuseppe Verdi,"Il Trovatore (1997 - Remaster), Act IV Scene One: Miserere...Quel suon, quelle preci (Coro/Leonora/Manrico)",66Xoy2shVLpqTMvcziDCUy,opera2,214152,5,0.947,0.316,293200,0.0244,1.06e-05,D#,0.371,-26.568,Minor,0.0406,76.887,03-Apr,0.0828,Opera
Roberto Alagna,Malèna,5lxw9o6P1cYDoSXPygM0q3,opera7,190513,32,0.914,0.378,220453,0.354,0.421887,E,0.143,-8.163,Minor,0.0337,118.934,04-Apr,0.277,Opera
Gaetano Donizetti,"Roberto Devereux: Vivi, ingrato, a lei d'accanto",2zDCZ8jY4kjuUZbVROHaZj,opera7,63837,15,0.98,0.251,432333,0.229,0.00465,D,0.193,-9.148,Major,0.0385,81.033,03-Apr,0.0678,Opera
Giuseppe Verdi,"Aida, Act 1: ""Se quel guerrier io fossi!"" - ""Celeste Aida""",5UDdz40BW59qquk43Ymjrx,opera5,128611,21,0.981,0.261,301427,0.171,0.00252,A#,0.169,-16.832,Major,0.0447,144.242,04-Apr,0.067,Opera
Jean-Baptiste Lully,"Lully : Isis : Prelude ""L'hiver qui nous tourmente"" [Chorus] ""Laizzez-moi, cruelle Furie!"" [Io, La Furie] ""Ah! quelle peine de trembler"" [Chorus]",7MPSPxCd6aiGZwN0ro0ZSH,opera8,170005,19,0.928,0.422,138309,0.281,0.114034,F,0.173,-18.582,Major,0.124,154.425,04-Apr,0.661,Opera
Jessye Norman,"5 Wesendonk Lieder: ""Der Engel""",2PAeLLcnw42x5ZszOfFz50,opera5,40391,9,0.995,0.357,279842,0.143,0.0818,C,0.104,-16.328,Major,0.041,135.605,04-Apr,0.111,Opera
Adolphe Adam,Giselle: Valse,4gUszxdZRfR18wFrEZMOAp,opera8,95401,45,0.875,0.42,184307,0.0951,0.0854,D,0.0814,-21.47,Major,0.0473,103.376,04-Apr,0.359,Opera
Jules Massenet,Cendrillon: Ah! Que mes soeurs sont heureuses!,7cfr3F2jpzjwqL6ZhGfjtH,opera2,31311,10,0.977,0.193,447973,0.0098,3.37e-05,D,0.12,-27.631,Minor,0.0545,85.153,01-Apr,0.048,Opera
Pietro Mascagni,Cavalleria rusticana: Intermezzo,3AyqL43OEZwcDRyvf1SYgc,opera3,26649,4,0.805,0.146,205067,0.0939,0.861,F,0.243,-22.125,Major,0.0476,145.463,04-Apr,0.0373,Opera
Richard Wagner,"Parsifal, WWV 111: Vorspiel - Prelude - Part II",2G8NuaPT0tX53r2wTMwmGP,opera3,86838,7,0.975,0.162,501628,0.0147,0.858,G#,0.0665,-25.495,Major,0.0459,130.525,01-Apr,0.0321,Opera
Georges Bizet,Les pêcheurs de perles / Act 2: Au fond du temple saint,7LBGemg2oQYibYLZ5LGVNB,opera4,206418,17,0.973,0.252,378507,0.428,0.145,D#,0.692,-16.738,Major,0.13,133.815,03-Apr,0.2,Opera
Giuseppe Verdi,"Nabucco / Act 3: Oh, chi piange? / Del futuro nel buoio discerno",0LLeuNBWPOg3XA73yab3PT,opera5,126230,18,0.982,0.291,233200,0.195,0.0101,B,0.147,-14.255,Major,0.0546,168.014,03-Apr,0.16,Opera
Giuseppe Verdi,"Il trovatore, Act IV: D'amor sull'ali rosee",6n3HGiq4v35D6eFOSwqYuo,opera2,196341,9,0.974,0.245,231360,0.0742,0.018,G#,0.0991,-24.365,Major,0.0443,75.363,03-Apr,0.0588,Opera
Jean-Baptiste Lully,Lully: Te Deum Motet à deux choeurs,6wY1llDNWt05uMg5ooZKMt,opera1,102002,10,0.758,0.453,139000,0.201,0.125,B,0.261,-16.866,Major,0.0416,73.782,04-Apr,0.794,Opera
Andreas Scholl,With Wand'ring Steps [The Merchant of Venice],5oFK0dJQ5auokDaVYY228m,opera7,55109,21,0.972,0.303,279842,0.129,0.374,C,0.152,-16.464,Minor,0.0387,93.719,03-Apr,0.123,Opera
Georges Bizet,"L'Arlésienne, Suite No. 2: III. Minuetto",4Jpi07pI7AHusYQEKKXeel,opera3,101921,11,0.988,0.198,260551,0.0219,0.929,D#,0.0867,-26.968,Major,0.044,65.74,04-Apr,0.278,Opera
Gaetano Donizetti,"Lucia di Lammermoor, Act III, Scene II: No. 14a Scena ed Aria ""Oh giusto cielo!""",51uL9XvdRUwKbxWYIi6q6P,opera5,209935,41,0.972,0.322,167467,0.0238,4.96e-05,F,0.164,-29.723,Minor,0.0504,136.647,03-Apr,0.0385,Opera
Giacomo Puccini,"La Bohème / Act 3: ""Mimì è tanto malata!"" - Live",4ldPrUtjmuoGRDT4Cx5KV9,opera7,79988,6,0.973,0.258,195107,0.309,0.143,C#,0.147,-16.178,Major,0.0482,97.549,03-Apr,0.114,Opera
Jean-Baptiste Lully,Regina Coeli,4KgcAo8wQrXexfwpIsgzLf,opera2,202439,17,0.975,0.2,134237,0.0608,0.0227,F#,0.108,-22.982,Major,0.048,62.138,03-Apr,0.273,Opera
Jacques Offenbach,"Les contes d'Hoffmann, Epilogue: Des cendres de ton coeur, réchauffe ton génie (Live)",4Wmjt3ICd1G0geHb2Loho1,opera2,178082,12.1567,0.954,0.118,389543,0.124,0.0238,A,0.667,-29.792,Major,0.0788,80.778,04-Apr,0.0387,Opera
Richard Wagner,"Die Walküre / Dritter Aufzug: ""Denn einer nur freie die Braut""",3b7vcTnFEAIofXzhMt5iCU,opera3,68688,6,0.976,0.169,463045,0.09,0.562,E,0.107,-20.529,Major,0.0394,140.369,05-Apr,0.0358,Opera
Montserrat Caballé,Cilea: Adriana Lecouvreur: La dolcissima effige - Act One,2mrZYZGmPFV3QOyYPZ1zsn,opera4,88427,8,0.962,0.189,332747,0.227,0.0786,G#,0.833,-18.769,Major,0.0578,78.357,03-Apr,0.0586,Opera
Giacomo Puccini,"La boheme: La Boheme, Act I: Si, mi chiamano Mimi",6fJ8JCH1ttojMA7OW4Kfgf,opera2,69596,14,0.969,0.268,277027,0.0355,3.02e-05,D,0.0685,-22.019,Major,0.0507,102.071,04-Apr,0.0371,Opera
Richard Wagner,"Das Rheingold / Zweite Szene: ""Gezahlt hab' ich; nun lasst mich zieh'n!""",7FDZJ5Ky9QLTYrIMqOwQB0,opera2,201411,5,0.88,0.345,380730,0.161,0.000235,A,0.199,-20.843,Minor,0.0799,72.565,03-Apr,0.0927,Opera
Richard Wagner,"Götterdämmerung, Prologue: Siegfrieds Rheinfahrt",1JPpVqljMIyQnNw3CDH8RG,opera3,105320,15,0.947,0.072,878773,0.137,0.905,D#,0.0991,-18.645,Major,0.0423,55.696,04-Apr,0.0427,Opera
Giuseppe Pietri,_: Pietri: Io conosco un giardino [Maristella],2s8vO36NUNnc7HJlDvtwPf,opera4,52719,4,0.964,0.228,152667,0.259,0.00712,A#,0.976,-20.217,Major,0.047,140.174,03-Apr,0.2,Opera
Giuseppe Verdi,"Macbeth, Act II: Sangue a me quell'ombra chiede",6qDiRmizwF5hZzU1imv9m3,opera5,71818,9,0.962,0.331,279842,0.221,0.00218,E,0.1,-17.234,Major,0.0726,139.056,05-Apr,0.169,Opera
Giacomo Puccini,"La Bohème / Act 1: ""Si sente meglio?""",6UpnIAwDBvhkQmtPqcV1TA,opera7,98368,24,0.966,0.355,162867,0.155,1.33e-05,D,0.16,-18.815,Minor,0.0624,106.772,05-Apr,0.087,Opera
Georges Bizet,Carmen Suite No. 1: III. Intermezzo,3mujTWXLsholsEJzAxRsxP,opera5,117611,12,0.967,0.126,155907,0.0571,0.945,D#,0.102,-26.021,Major,0.0427,170.105,03-Apr,0.0909,Opera
Jean-Baptiste Lully,Flore: Entree pour Vertumne,4INAYJNWgPwA9RwVeM47mA,opera8,58383,14,0.839,0.413,60880,0.161,0.234,F,0.256,-17.184,Major,0.0434,97.167,03-Apr,0.626,Opera
Richard Wagner,La chevauchée des Walkyries,1mdNpiMw63IUyTys8Ypoys,opera7,164096,31,0.98,0.249,279842,0.351,0.882,G,0.0912,-13.125,Major,0.0314,98.386,03-Apr,0.153,Opera
Giacomo Puccini,C'è Mimì...c'e Mimì che mi seque (Musetta/Rodolfo/Schaunard/Mimì/Marcello) - 1997 Remastered Version,1MIDCw2NTW3Dtn9c6ohSC8,opera2,214920,17,0.973,0.183,328800,0.0767,0.00148,E,0.177,-19.073,Minor,0.0492,70.809,03-Apr,0.0395,Opera
Giuseppe Verdi,"I Lombardi, Act II, Scene 1: E dunque vero (Acciano)",2mCtZt4U5F6yaJcyBstJgG,opera8,111179,15,0.97,0.445,136585,0.134,0.00634,C,0.316,-22.191,Minor,0.0553,165.536,04-Apr,0.432,Opera
empty_field,"La bohème, Act I, Scene 6: ""Che gelida manina"" (Rodolfo)",6qeo9MEmWppEvdPfcy6QK4,opera4,78303,20,0.986,0.155,298853,0.143,0.0109,G#,0.628,-15.992,Major,0.0453,70.117,04-Apr,0.0779,Opera
Giuseppe Verdi,"Rigoletto / Act 1: ""Questa o quella""",5mymZaPY1A5x7or2TB7TJ3,opera8,85312,51,0.939,0.527,119000,0.194,0.00446,G#,0.047,-17.578,Major,0.0474,107.083,04-Apr,0.566,Opera
Léo Delibes,Coppélia / Tableau 3: No. 20 Fête de la cloche: VI. La discorde et la guerre,1z3PhiWMUpj2Lu43T3rQfK,opera8,45035,13,0.964,0.433,107760,0.236,0.809,E,0.298,-15.703,Major,0.038,94.1435,04-Apr,0.194,Opera
Pietro Mascagni,Cavalleria rusticana: Preludio,0r2d00ZxDmCGyzI6kqUzIO,opera3,64926,28,0.874,0.206,257191,0.206,0.965,F,0.617,-18.77,Major,0.041,86.661,03-Apr,0.0534,Opera
Giuseppe Verdi,String Quartet in e minor: Allegro,6sXQVVrlgftLVFIYALmPnE,opera3,213122,25,0.941,0.319,271015,0.163,0.865,E,0.1,-18.865,Minor,0.0455,92.6244,04-Apr,0.108,Opera
Charles Gounod,Ave Maria (Klavier Variation),6SGc0oxZUmphiZEKEJEsdc,opera3,71053,6,0.989,0.466,728360,0.035,0.882,F#,0.0783,-26.848,Major,0.0779,81.5055,04-Apr,0.064,Opera
Giuseppe Verdi,"I Lombardi, Act I, Scene 4: Sciagurata! hai tu creduto (Pagano)",0FIcYpNaqZaJnP3yDcaBN6,opera2,40336,17,0.985,0.323,132509,0.104,0.00436,C,0.108,-24.648,Major,0.038,89.458,03-Apr,0.369,Opera
empty_field,"La Rondine / Act 2: ""Bevo al tuo fresco sorriso""",2NCBjlH7FHEG7hXcnvUaWA,opera7,126514,15,0.988,0.211,179413,0.26,0.654,D#,0.0777,-16.525,Major,0.0487,82.861,04-Apr,0.186,Opera
Birgit Nilsson,"Tannhäuser, Act 2: ""Dich, teure Halle, grüss' ich wieder""",7izNjJmJNskhSEFGMUacfl,opera7,91940,11,0.983,0.261,209026,0.164,3.88e-05,E,0.356,-15.478,Minor,0.0403,89.781,03-Apr,0.077,Opera
Giovanni Felice Sances,"Stabat Mater: Pianto Della Madona ""Concerto Di Viole Di Filippo"", 1643",0BbA7S30mOQB94e4IBnqCt,opera2,169094,9,0.96,0.125,750253,0.104,0.149,D#,0.126,-18.304,Minor,0.0443,74.101,03-Apr,0.0397,Opera
Jules Massenet,"Meditation - From The Opera ""Thaïs""",5EE4xnzxJw84MadebPMMop,opera7,183992,7,0.848,0.177,315213,0.195,0.0508,D,0.101,-15.533,Major,0.0375,89.767,04-Apr,0.0392,Opera
Giuseppe Verdi,"Rigoletto, Act I: Che m'ami, deh, ripetimi",4cSsR6UCjgCVxp0OWSApCf,opera8,104396,11,0.873,0.476,160348,0.238,1.14e-05,C#,0.0866,-13.803,Major,0.0602,140.005,04-Apr,0.429,Opera
Georges Bizet,"Carmen / Act 2: Chanson: ""Halte-là! Qui va là?""",6fYjH3nS3NRxBRmIXsbDtX,opera5,174962,6,0.954,0.321,206809,0.0123,3.32e-06,C,0.16,-30.449,Minor,0.0608,136.166,04-Apr,0.0723,Opera
Riccardo Muti,Pictures at an Exhibition (1984 - Remaster): The Hut on Fowls' Legs (Baba Yaga),6zD83Oj6JIMXM3EdBt8lYS,opera4,124427,13,0.888,0.297,347092,0.271,0.884,F,0.702,-15.651,Major,0.0329,91.915,04-Apr,0.318,Opera
Luciano Pavarotti,Chitarra Romana,5f9BMDIX18Mx4v6AAbMJjp,opera4,99966,29,0.956,0.32,175524,0.476,0.000225,D,0.948,-12.469,Minor,0.0922,107.313,05-Apr,0.397,Opera
Giacomo Puccini,"La Bohème : ""Quando me'n vò"" (Musette's Waltz)",1EhM7nYYRpH2kzPdlnEpHa,opera7,58379,29,0.98,0.314,158987,0.217,3.29e-05,F#,0.082,-16.058,Minor,0.052,134.518,03-Apr,0.0665,Opera
Juan Diego Flórez,Bolero,79CfK2gMGf0svanec6LJOj,opera8,31002,5,0.946,0.415,202333,0.311,0.0014,A,0.372,-12.657,Major,0.0421,105.844,04-Apr,0.38,Opera
empty_field,"Carmen, WD 31 / Act 2: ""Vivat! vivat le toréro!""",4cExQhQ0i34yZcoDsHFMV6,opera6,136299,6,0.971,0.504,86840,0.368,2.01e-05,C,0.608,-16.261,Major,0.282,101.071,03-Apr,0.449,Opera
Georges Bizet,"Carmen, WD. 31, Act II: Nous avons en tête une affaire",41CJRxFYadXJgUxsjTkCIn,opera4,98332,8,0.967,0.358,285501,0.227,0.000965,F,0.548,-18.668,Minor,0.0778,101.877,04-Apr,0.247,Opera
Georges Bizet,"Carmen, WD 31, Act II: Non, tu ne m'aimes pas! (Live)",3H0dFPkWL4fT0Z4J539Vrw,opera2,191442,11,0.957,0.286,245827,0.0716,2.1e-06,C,0.566,-25.446,Major,0.0613,78.215,03-Apr,0.107,Opera
Piero Cappuccilli,"Rigoletto - Figlia! Mio Padre!... Veglia, O Donna, Questo Fiore…",6s0yNmp4Hd32wGx40T6uL8,opera4,69591,14,0.994,0.332,208061,0.138,0.133,D#,0.753,-16.516,Major,0.095,86.782,03-Apr,0.166,Opera
empty_field,"O, ce veste minunata!",7BpYWzZwrsljT1eIjb0TqR,opera7,97439,20,0.987,0.295,201493,0.167,0.00332,G,0.0955,-19.56,Major,0.0476,78.194,05-Apr,0.0646,Opera
Gaetano Donizetti,Lucia di Lammermoor: Scena della pazzia,5oH8vf76AAGkp8mZHODQps,opera2,54883,2,0.97,0.364,959173,0.137,3.15e-05,D#,0.125,-11.472,Major,0.0366,87.9003,04-Apr,0.119,Opera
Francesco Nicola Fago,"Fago: Confitebor tibi Domine: IV. ""Sanctum et terribile""",5m0I3Or77KqdqwiHsinADr,opera5,61275,26,0.978,0.216,130480,0.0512,0.00087,E,0.604,-20.776,Major,0.0492,177.565,05-Apr,0.0849,Opera
Giuseppe Verdi,"La traviata, Act II: Dammi tu forza, o cielo!",2xoRLOGbd9Od4v6D4ZlX6m,opera2,130649,12,0.934,0.122,103467,0.00335,0.000194,G,0.169,-37.007,Minor,0.0488,41.078,03-Apr,0.038,Opera
Engelbert Humperdinck,Evening Prayer (from Hansel und Gretel) : Evening Prayer,5pPj9WXGhwnLGBX9XCDj7k,opera2,63257,6,0.974,0.164,247760,0.136,0.00757,D,0.157,-16.674,Major,0.0408,75.786,04-Apr,0.0397,Opera
Giacomo Puccini,"Tosca : ""Dammi i colori!"" - ""Recondita armonia"" (Aria)",08W016xoCPlcEFCfcbZg1n,opera5,180656,3,0.969,0.181,217067,0.112,0.168,F,0.0849,-20.349,Major,0.0382,123.391,04-Apr,0.125,Opera
Giacomo Puccini,"La Bohème / Act 1: ""Sì. Mi chiamano Mimì"" - Live",1M29bCfGJHcZfmb2ZtdsAv,opera2,105588,30,0.975,0.18,378644,0.0787,3.46e-05,D,0.131,-22.785,Major,0.0575,72.292,03-Apr,0.0362,Opera
empty_field,Toccata in G Major,6mtnu7p8tkUzlDO3KOoaTY,opera8,30434,15.2533,0.986,0.272,149689,0.473,0.988,F#,0.072,-12.891,Major,0.0349,105.881,04-Apr,0.928,Opera
Giacomo Puccini,"Madama Butterfly, Act I: Quale smania vi prende! (Sharpless, Pinkerton, Coro, Goro)",57B8NfcWjnbNy3fn5UBiOs,opera7,80725,21,0.974,0.288,195604,0.191,0.0167,A#,0.214,-15.133,Major,0.0404,67.066,04-Apr,0.219,Opera
Anna Netrebko,Les Contes d'Hoffmann / Act 2: Barcarolle,6eLUwUJbXC9E94RuP5Qg4Y,opera2,178779,33,0.984,0.186,226880,0.0717,2.07e-05,D,0.294,-23.507,Major,0.0447,90.578,01-Apr,0.0393,Opera
Georges Bizet,"Carmen, Act IV, No.26 Marche et Choeur: Carmen, un bon conseil (Frasquita/Carmen/Mercédès)",4Hz4xc5Z7BmdQER09XnUaK,opera8,75182,11,0.955,0.48,95467,0.0698,0.0039,F,0.165,-27.929,Minor,0.048,111.06,04-Apr,0.26,Opera
Georges Bizet,Carmen Suite: Gypsy Dance,09aNhXGvfo8wAhUxcsDFlZ,opera8,23327,4,0.979,0.507,211360,0.0756,0.916,C,0.126,-24.613,Major,0.0422,125.659,04-Apr,0.395,Opera
empty_field,"Rigoletto, Act I: Caro nome che il mio cor",7yFYeo1l8wU6LEolRPS6wg,opera2,27083,13,0.952,0.291,351293,0.0239,3.46e-06,E,0.0953,-26.31,Major,0.0625,83.833,03-Apr,0.0579,Opera
empty_field,Cavatina: Se D'Un Dio Fui Fatta Madre,7iCkow7Q2n1XvbxVfNHseR,opera1,99860,29,0.798,0.153,220813,0.108,0.115,B,0.135,-17.796,Minor,0.0414,135.697,03-Apr,0.0769,Opera
Charles Gounod,Six Romances Sans Paroles: No. 5: Chanson de printemps in A flat major CG 359a,3DiRnA7UDlUPrGDOF9Zb4u,opera3,105869,6,0.995,0.249,97000,0.0212,0.901,G#,0.108,-28.936,Major,0.0342,71.285,03-Apr,0.126,Opera
Giuseppe Verdi,Il Trovatore: Vedi! Le fosche,5GUvXUx0GbyBKO2f8yQxFn,opera4,59568,22,0.889,0.404,172253,0.488,0.00401,G,0.541,-9.607,Major,0.0398,128.37,04-Apr,0.428,Opera
Alfredo Kraus,Júrame,6S9G7J3EB1ZY0rrZPwsBg5,opera7,189592,31,0.951,0.3,258360,0.217,0.138797,E,0.28,-14.891,Major,0.0375,88.312,04-Apr,0.398,Opera
empty_field,Les soirées musicales: La danza (Già la luna è in mezzo al mare),6rN8vcRlBa5ANzaGoJKP3V,opera8,163746,8,0.966,0.439,192640,0.435,0.544,F,0.112,-14.222,Major,0.0865,69.056,04-Apr,0.39,Opera
Gaetano Donizetti,Don Pasquale: So anch'io la virtù magica,56AjcPigAV9W2Fqj26zGFp,opera2,25238,5,0.977,0.371,279842,0.179,0.000166,A#,0.085,-15.086,Major,0.0672,93.754,04-Apr,0.129,Opera
Richard Wagner,Siegfried / Erster Aufzug: Vorspiel,477pWnF7WFWb9Qs6g8rs4J,opera3,72396,5,0.953,0.142,225893,0.0149,0.933,C#,0.156,-29.563,Major,0.0376,140.87,03-Apr,0.0793,Opera
empty_field,"La source, ou Naila: Suite No. 2: Suite No. 2: Pas de la Guzla",1syU0tp4x58hMxK2NdOyys,opera1,137665,9,0.75,0.277,305000,0.0215,0.0238,A,0.318,-29.4,Minor,0.0399,127.789,03-Apr,0.0603,Opera
Jacques Offenbach,Les Contes d'Hoffmann - Arr. M. Moszkowski: Barcarolle,5EcTPZeeRRAA1CNuMM5NHE,opera3,32143,8,0.993,0.258,470627,0.0159,0.921,D,0.0949,-26.681,Major,0.0415,69.208,03-Apr,0.0384,Opera
empty_field,"La Favorita - Italian version / Act 4: ""Favorita del re...Spirto gentil""",0WKdB7PG53c1QlDbQzqn7s,opera2,45665,6,0.979,0.218,284067,0.181,0.000204,C,0.117,-17.664,Major,0.0552,71.261,03-Apr,0.0568,Opera
Pietro Mascagni,Act I: Intermezzo sinfonico,1zcgDoagz9DK7N8WKjq6hd,opera3,56583,22,0.929,0.0972,245107,0.159,0.92,F,0.152,-13.994,Major,0.0459,167.051,04-Apr,0.0354,Opera
empty_field,"Les contes d'Hoffmann, Op. 67: Belle nuit, ô nuit d'amour ""Barcarolle""",5Dff3WhWTCoKo1HZvZi6zU,opera3,48795,21,0.928,0.153,279842,0.194,0.911,D,0.176,-15.005,Major,0.035,150.313,03-Apr,0.072,Opera
empty_field,"Les Huguenots: Act II: Oui, d'un heureux hymen prepare par mes soins (Marguerite, Lords, Ladies)",1s4YQ8NGWahmewapzQz83s,opera8,121915,3,0.973,0.469,75400,0.151,0.491,G,0.203,-19.716,Major,0.0498,114.702,03-Apr,0.663,Opera
Gaetano Donizetti,Una furtiva lagrima (From L'elisir d'amore) - Vocal,3gvGnkmg8zVZdBAx4B7Cvq,opera7,216540,14,0.944,0.224,288533,0.102,1.96e-05,A#,0.104,-13.817,Major,0.0395,104.461,04-Apr,0.108,Opera
Franz Lehár,"Lehár: Die lustige Witwe, Act 2: Vilja-Lied (Hanna)",1V6kjI8AMCH8paMeD2mkOu,opera5,114437,15,0.985,0.212,293920,0.104,0.00376,G,0.303,-19.668,Major,0.0517,175.93,03-Apr,0.0818,Opera
Adolphe Adam,Adam: Cantique de Noel (O Holy Night),4xfqZBdMPYOCwumLgDYIpv,opera3,118284,10,0.923,0.0871,201960,0.178,0.813,C#,0.132,-16.146,Major,0.0331,85.243,03-Apr,0.113,Opera
Jean-Philippe Rameau,"Les Indes galantes, RCT 44 / Entrée IV: Danse des sauvages",0g1gWpGR4jcmR5b2ErsK46,opera1,189037,25,0.795,0.545,120413,0.332,0.0179,G,0.149,-17.609,Minor,0.0339,106.557,04-Apr,0.64,Opera
Giuseppe Verdi,"Attila, Act II: Oh, miei prodi!",4GmHSBWziUHNg9NlMVFRzj,opera8,75309,6,0.97,0.394,179600,0.413,0.00881,D#,0.147,-11.565,Major,0.0466,76.921,04-Apr,0.515,Opera
Giuseppe Verdi,Il Trovatore / Act 2: Qual suono! Oh ciel!,172rW45GEnGoJUuWfm1drt,opera8,51585,4,0.937,0.55,48440,0.313,0.00112,C#,0.286,-20.465,Major,0.133,78.785,04-Apr,0.434,Opera
Jean-Philippe Rameau,"Rameau: Nouvelles suites de pièces de clavecin (1727), Suite in G Major, RCT 6: VII. Les Sauvages",1HA2V2EfAgJUBVOju4YfiB,opera8,110182,23,0.994,0.352,123773,0.154,0.92,G,0.139,-23.643,Minor,0.0406,99.96,04-Apr,0.784,Opera
Giacomo Puccini,Puccini: Tosca - E lucevan le stelle,3zCCXORv8xFs0KkIlW0w1S,opera2,75804,14,0.92,0.186,149187,0.00978,0.143,B,0.079,-27.215,Minor,0.0484,116.389,05-Apr,0.0391,Opera
Jean-Philippe Rameau,"Nouvelles suites de pièces de clavecin, RCT 6, Suite in G Major: XVI. L’Égyptienne (Arr. for Harp)",4UEuIEv9Wc3wtiWUplGJ7q,opera3,112436,11,0.993,0.277,211402,0.0754,0.927,G,0.149,-25.791,Minor,0.04,104.497,04-Apr,0.294,Opera
Giuseppe Verdi,Aida (1997 Digital Remaster): Fu la sorte dell'ammi a'tuoi funesta,2tFMZpwpNZjAFEy24XNfc9,opera2,145930,8,0.99,0.347,333533,0.0894,9.35e-05,E,0.0793,-18.966,Minor,0.0557,94.077,04-Apr,0.0652,Opera
Giacomo Puccini,"Puccini: Madama Butterfly, Act 2: ""C'è Entrate"" (Butterfly, Sharpless, Butterfly)",029hlK8uy2JkLmjPV3wKN4,opera4,185953,10,0.985,0.412,282668,0.0852,8.06e-05,G,0.546,-21.719,Major,0.062,97.95,04-Apr,0.255,Opera
Renata Scotto,"La Traviata, Act I: Brindisi: Libiamo ne' lieti calici",6YcX9453cDG7DvE1s3Z2Md,opera7,189816,14,0.908,0.294,172147,0.213,0.00131,A#,0.141,-18.716,Major,0.0773,70.344,04-Apr,0.173,Opera
Jean-Baptiste Lully,Xerxes Ballet: Air pour les esclaves dansants,5VrgqxF4HM4NgCboCTbMnL,opera1,141046,15,0.542,0.269,131333,0.0363,0.000156,C#,0.157,-20.383,Major,0.0431,112.362,04-Apr,0.333,Opera
Georges Bizet,Carmen: Act II: Mais qui donc attends-tu?,550uiBzwI7c0mrtHpZMrY7,opera8,163090,11,0.976,0.613,32440,0.0787,0.075882,A,0.125,-19.669,Major,0.173,93.016,03-Apr,0.686,Opera
Tomaso Albinoni,Adagio in G minor,6oVxXO5oQ4pTpO8RSnkzvv,opera7,205921,28,0.906,0.168,305813,0.227,0.701,C,0.113,-13.155,Minor,0.0321,86.211,03-Apr,0.0595,Opera
Adolphe Adam,Giselle: Allegro,2yWgp2OoYf0Otxuv0fR77K,opera3,192092,18,0.917,0.28,221719,0.0267,0.807,A,0.114,-26.239,Major,0.0392,100.987,05-Apr,0.0413,Opera
Giuseppe Di Stefano,Santa Lucia Luntana,1qLLse9ZI32w1UXxmcvjvY,opera7,102105,11,0.923,0.272,226080,0.245,0.102,E,0.119,-10.398,Major,0.0337,86.712,04-Apr,0.145,Opera
Jussi Björling,"Les pêcheurs de perles, Act 1: Je crois entendre encore",5L5cWKzNK0f7s7pFcECIxa,opera7,201015,13,0.957,0.251,206227,0.296,0.114,D#,0.148,-16.063,Major,0.0447,123.629,03-Apr,0.172,Opera
