Selected,artist_name,track_name,track_id,Cluster,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,Cooliecut,Nothing,5T036Dj8mfctWZGmsmHihH,Hip-Hop_Cluster2,162579,69.000,0.65,0.722,128000.000,0.654,0.00213,A,0.137,-7.115,Major,0.0279,119.93,04/4,0.55,Hip-Hop
No,Future,Married To The Game,5Jk1TpnDH4MzaOg05NMiKO,Hip-Hop_Cluster6,116666,58.000,0.0799,0.827,130038.000,0.544,1.97e-06,C#,0.156,-5.686,Major,0.05,143.014,04/4,0.175,Hip-Hop
No,Amir Obe,Took You Seriously,0eCW8HxpZ7e6apnw7fOQlG,Hip-Hop_Cluster5,48547,58.000,0.186,0.731,136934.000,0.338,7.33e-05,E,0.115,-11.774,Minor,0.102,128.045,04/4,0.0607,Hip-Hop
No,empty_field,Beeper,37XDM9pTC8DeOejlUaTDaP,Hip-Hop_Cluster3,191333,51.000,0.0398,0.591,143587.000,0.708,0.0160973,A#,0.184,-5.586,Minor,0.409,131.589,04/4,0.318,Hip-Hop
No,Cypress Hill,Hits from the Bong,3sHPSPSfMzziQD1v6U6vz0,Hip-Hop_Cluster4,181805,59.000,0.0061,0.799,161440.000,0.756,0.643,C#,0.172,-7.752,Major,0.187,92.183,04/4,0.498,Hip-Hop
No,empty_field,Too Bad I Have To Destroy You Now,0j3qa1ekzMNB2ERwPIhZkg,Hip-Hop_Cluster6,202188,50.000,0.0185,0.609,199020.000,0.664,0.0195,G,0.105,-9.116,Minor,0.0472,105.976,04/4,0.094,Hip-Hop
No,empty_field,98 Freestyle,2AJ83cFZezViTjVbYzALDZ,Hip-Hop_Cluster5,125598,53.000,0.44,0.608,129693.000,0.59,0.0271977,C#,0.327,-12.1,Minor,0.752,175.8,04/4,0.907,Hip-Hop
No,Terror Reid,Uppercuts,05aXsP62AKRPpw0jE4h8HK,Hip-Hop_Cluster1,75242,61.000,0.0185,0.544,180000.000,0.812,0.00651809,C#,0.481,-6.431,Major,0.393,183.529,04/4,0.678,Hip-Hop
No,Flatbush Zombies,Ask Courtney,2iXBZ32Fz5VDCLeE0JIdX5,Hip-Hop_Cluster5,109625,51.000,0.229,0.717,183500.000,0.574,0.00510153,A#,0.114,-10.902,Minor,0.356,100.015,04/4,0.353,Hip-Hop
No,Jeremih,Imma Star (Everywhere We Are),3pYn1Rt2tvNYzCt5jqR8AU,Hip-Hop_Cluster2,103108,51.000,0.446,0.662,172010.000,0.36,0.0179686,F#,0.381,-10.388,Major,0.0801,147.973,04/4,0.61,Hip-Hop
No,Wintertime,Thru It All,7hMUEYcx1aApliI6CAqvBS,Hip-Hop_Cluster2,54653,49.000,0.617,0.917,258104.000,0.267,1.09e-05,C,0.109,-11.099,Minor,0.347,119.984,04/4,0.516,Hip-Hop
No,Nas,One Mic,6mPfje0IYksk2ADSKnzt5H,Hip-Hop_Cluster3,105963,52.000,0.0574,0.783,251858.000,0.608,0.0234238,C,0.102,-5.742,Minor,0.361,91.672,04/4,0.429,Hip-Hop
No,Danny Ocean,Me Rehúso,2YWM7FYspCbkM6xfo1v6gO,Hip-Hop_Cluster7,65329,84.000,0.0231,0.744,205715.000,0.804,0.0170077,C#,0.0494,-6.327,Major,0.0677,102.964,04/4,0.426,Hip-Hop
No,Yung Tory,Friends,4veyQyv5k8leAa2MCfDbND,Hip-Hop_Cluster5,66077,58.000,0.262,0.794,170625.000,0.364,0.0168646,F,0.304,-12.232,Major,0.283,79.0658,04/4,0.505,Hip-Hop
No,Gnarls Barkley,Crazy,62VpKdGyA7OIyUCj3a3LPU,Hip-Hop_Cluster7,82890,72.000,0.0172,0.835,182066.000,0.741,0.0577,G#,0.0826,-1.609,Major,0.0339,111.963,04/4,0.612,Hip-Hop
No,empty_field,Rock the House,35j3CjgBRoqLp8LsAKsQF4,Hip-Hop_Cluster7,122320,49.000,0.0748,0.754,249200.000,0.825,7.18e-05,D,0.169,-6.498,Major,0.237,171.948,04/4,0.612,Hip-Hop
No,Belly,Numbers,34aYkYrY3sXhEU9O4VQgtB,Hip-Hop_Cluster5,210476,49.000,0.309,0.763,171053.000,0.429,0.000176,C#,0.101,-8.079,Major,0.385,120.957,04/4,0.227,Hip-Hop
No,empty_field,Gravel Pit,1eXOYPC152A2twb0LBtFiV,Hip-Hop_Cluster1,215806,63.000,0.222,0.787,253467.000,0.72,0.0108921,G,0.633,-7.569,Major,0.251,121.003,04/4,0.538,Hip-Hop
No,88GLAM,Lil Boat,1rFE3TJYcnIQQApOITqGRv,Hip-Hop_Cluster7,202873,71.000,0.0166,0.764,180813.000,0.672,1.06e-06,F#,0.103,-4.274,Minor,0.0655,150.021,04/4,0.594,Hip-Hop
No,Tech N9ne,I Caught Crazy! (4Ever),4L1eqdFY10yO7tMzvRp0sx,Hip-Hop_Cluster3,153638,56.000,0.298,0.712,174412.000,0.679,4.54e-06,A,0.142,-4.988,Minor,0.306,89.878,03/4,0.262,Hip-Hop
No,Salaam Remi,Find My Love,4PfLPmM3fazXG8eXW9AZ0j,Hip-Hop_Cluster6,49473,60.000,0.148,0.523,212426.000,0.699,0.00489568,G#,0.175,-6.478,Minor,0.122,77.662,04/4,0.32,Hip-Hop
No,Eminem,Detroit Vs. Everybody,0KrcGHshE9sTEA1J8g8qbR,Hip-Hop_Cluster3,82011,48.000,0.0706,0.531,357387.000,0.759,0.0271977,B,0.318,-7.002,Minor,0.387,175.89,04/4,0.304,Hip-Hop
No,Eminem,The Ringer,3EOuVx8f5Bb9AIt3PrRHKO,Hip-Hop_Cluster5,156746,81.000,0.0311,0.939,337941.000,0.551,0.0183298,C#,0.192,-9.126,Major,0.291,118.552,04/4,0.42,Hip-Hop
No,Kevin Gates,Smiling Faces,3C4dZMhXntU41kgTVls7vS,Hip-Hop_Cluster6,203621,50.000,0.0498,0.761,214622.000,0.799,0.0182539,C,0.122,-3.69,Major,0.0611,123.138,04/4,0.319,Hip-Hop
No,Rich Brian,watch out!,67N3CJRiHxY0wlEY5PuS9Y,Hip-Hop_Cluster5,44648,56.000,0.0172,0.868,156000.000,0.687,0.000133,C#,0.335,-8.812,Major,0.275,160.029,04/4,0.394,Hip-Hop
No,LUCKI,Out My Way,4nsiKM4S8cRU3oWNiTOeWz,Hip-Hop_Cluster5,74531,50.000,0.0257,0.952,189379.000,0.406,0.000578,C,0.1,-5.634,Major,0.344,127.027,04/4,0.553,Hip-Hop
No,Tedashii,Hold Me Down,2pYvd6cHcAIMAM6xMD6nok,Hip-Hop_Cluster1,26226,38.000,0.00713,0.507,204857.000,0.883,0.0108921,A,0.536,-5.549,Major,0.182,120.582,05/4,0.598,Hip-Hop
No,Vince Staples,SAMO,0ydpzJUb1kiodujNQ4F3cw,Hip-Hop_Cluster6,116120,47.000,0.014,0.812,174493.000,0.513,5.07e-06,D,0.118,-7.169,Major,0.0766,77.998,04/4,0.0844,Hip-Hop
No,Tee Grizzley,Still My Moment,5olH6JDn040uD344xdhBC0,Hip-Hop_Cluster5,113205,58.000,0.373,0.856,103889.000,0.648,0.0170835,C#,0.15,-6.503,Major,0.364,148.567,04/4,0.669,Hip-Hop
No,empty_field,Yellow,3QV7NYkrmV0Q0IHdFJw9hO,Hip-Hop_Cluster6,132376,65.000,0.139,0.869,180000.000,0.526,0.00752491,C,0.119,-5.766,Major,0.111,128.997,04/4,0.217,Hip-Hop
No,Logic,BoomTrap Protocol,0FGPcxnbVRag3SHflLvgiV,Hip-Hop_Cluster6,81984,64.000,0.0637,0.746,221360.000,0.531,2.66e-06,A#,0.118,-5.607,Minor,0.0379,77.047,04/4,0.321,Hip-Hop
No,Eminem,When The Music Stops,2RRFTLIglxHgAYQzsSLI4Y,Hip-Hop_Cluster6,84634,62.000,0.0555,0.764,268933.000,0.553,0.0234238,G#,0.0783,-3.719,Minor,0.0837,93.008,03/4,0.103,Hip-Hop
No,empty_field,Ready (feat. Gunna),1U0OMWvR89Cm20vCNar50f,Hip-Hop_Cluster5,211399,73.000,0.277,0.793,233521.000,0.395,1.4e-05,C#,0.109,-5.578,Major,0.385,77.027,04/4,0.129,Hip-Hop
No,DJ Khaled,I'm On One,6VbqRZRiUDUdhiQmBaKUUl,Hip-Hop_Cluster1,22918,67.000,0.058,0.508,296147.000,0.809,0.0179686,B,0.608,-3.454,Minor,0.292,149.999,04/4,0.489,Hip-Hop
No,Phora,Space (feat. Breana Marin),4BPkkDhlYHx9zhv3vaOxJw,Hip-Hop_Cluster5,177667,49.000,0.106,0.755,229692.000,0.45,2.72e-06,A#,0.181,-12.693,Major,0.226,96.009,04/4,0.361,Hip-Hop
No,Camp Lo,Luchini Aka This Is It,6uPVRZB9GYljJ52fmlIlUC,Hip-Hop_Cluster3,41723,48.000,0.0469,0.693,239533.000,0.905,0.00962476,C,0.268,-8.701,Major,0.303,82.911,04/4,0.832,Hip-Hop
No,Earl Sweatshirt,Hive,5pbzB3hptgtVyMoBvedK9T,Hip-Hop_Cluster3,56778,62.000,0.204,0.619,277240.000,0.742,0.0179686,C#,0.166,-6.995,Major,0.496,144.602,04/4,0.782,Hip-Hop
No,Xavier Wulf,"Chaos Castle (feat. Eddy Baker, Chris Travis and Bones)",5xEuHuOed8Mdq9d9fIhMm8,Hip-Hop_Cluster6,38847,51.000,0.0354,0.793,199942.000,0.516,0.00752491,D,0.157,-6.96,Major,0.259,129.968,04/4,0.257,Hip-Hop
No,Missy Elliott,Get Ur Freak On,55LFj58Xs9czqpdrFG5cWc,Hip-Hop_Cluster2,86031,73.000,0.533,0.797,211120.000,0.75,0.108,C,0.095,-9.369,Major,0.247,163.523,04/4,0.74,Hip-Hop
No,Lil Wayne,How To Hate,6sDCgB1Ulh7aw92mk0opyd,Hip-Hop_Cluster1,185058,49.000,0.222,0.402,278520.000,0.754,0.0179686,G,0.527,-5.955,Major,0.0874,145.493,04/4,0.246,Hip-Hop
No,Dru Hill,In My Bed - So So Def Mix,0w4HeW6IaODufzt2ntACWA,Hip-Hop_Cluster7,43155,58.000,0.11,0.818,242360.000,0.655,0.00669366,A#,0.0754,-7.68,Minor,0.253,95.443,04/4,0.82,Hip-Hop
No,Lil Peep,16 Lines,4sD7EnyGnteqtr3U65kgbF,Hip-Hop_Cluster6,107706,72.000,0.0663,0.607,244907.000,0.45,1.12e-05,C,0.107,-8.507,Major,0.0338,114.273,04/4,0.121,Hip-Hop
No,empty_field,Buddah Lovaz,2SkXTMM4J6nsFRAjaxqLUp,Hip-Hop_Cluster1,56096,47.000,0.207,0.693,283493.000,0.544,0.0384724,C,0.526,-10.32,Minor,0.0403,120.188,04/4,0.613,Hip-Hop
No,$uicideBoy$,Water $uicide,0oOTqeCadR6qr1gjAd5kb8,Hip-Hop_Cluster7,68126,55.000,0.108,0.648,153652.000,0.834,0.0179686,G#,0.117,-3.908,Minor,0.15,150.344,03/4,0.437,Hip-Hop
No,OutKast,Jazzy Belle,6MYpDsvixLTKCy3XHRWnAN,Hip-Hop_Cluster5,170851,52.000,0.0178,0.878,221393.000,0.651,0.0234238,B,0.0408,-8.074,Minor,0.252,92.028,04/4,0.102,Hip-Hop
No,Lil Pump,At the Door,6xFoqX1sGjAxaEDr7RxqNB,Hip-Hop_Cluster5,85551,55.000,0.0513,0.917,199632.000,0.569,0.0179686,G,0.085,-8.543,Major,0.159,140.07,04/4,0.43,Hip-Hop
No,Ab-Soul,Illuminate (feat. Kendrick Lamar),1TULEHv0wpIZYI7zqmhzEg,Hip-Hop_Cluster3,43746,56.000,0.384,0.719,306730.000,0.855,0.0160973,D#,0.0696,-5.977,Minor,0.39,132.83,04/4,0.504,Hip-Hop
No,Killstation,Extinction,3lW6zIArkrikdmIPI1N2J3,Hip-Hop_Cluster6,51916,63.000,0.00436,0.549,84558.000,0.497,0.00159912,D#,0.0698,-8.645,Minor,0.22,65.919,03/4,0.113,Hip-Hop
No,KAYTRANADA,DRIVE ME CRAZY,5xFl0vPzZgwhKQBksFITPN,Hip-Hop_Cluster3,134672,54.000,0.00676,0.479,277787.000,0.667,0.000118,C#,0.157,-7.653,Major,0.379,82.5446,04/4,0.274,Hip-Hop
No,Smokepurpp,But I Still Respect Women,1xCqIXCApBgcjwRLostpKl,Hip-Hop_Cluster2,63219,57.000,0.386,0.808,112941.000,0.543,0.0134461,D,0.118,-8.498,Minor,0.222,76.495,04/4,0.304,Hip-Hop
No,The Game,Put You On The Game,5OFKWrKbS8iTIGxgjyHDzW,Hip-Hop_Cluster3,124753,55.000,0.0218,0.395,254133.000,0.743,0.00944398,G,0.0985,-4.113,Major,0.322,87.516,04/4,0.681,Hip-Hop
No,Xavier Wulf,Whiplash'd,2l1fWY1albInvAG9t8WP2p,Hip-Hop_Cluster5,153479,55.000,0.165,0.923,110858.000,0.686,0.0179686,D,0.109,-7.15,Major,0.316,140.06,04/4,0.557,Hip-Hop
No,2Pac,So Many Tears,1QWIweDvTnULkivNiitDTT,Hip-Hop_Cluster7,126228,63.000,0.0233,0.894,239227.000,0.598,1.23e-05,C#,0.0663,-7.59,Major,0.173,122.614,04/4,0.605,Hip-Hop
No,anders,Undone,2UXhO3SsPlaROFGBuvw1kx,Hip-Hop_Cluster6,191618,59.000,0.0771,0.708,288014.000,0.478,0.0487386,G#,0.132,-8.467,Major,0.0415,117.785,04/4,0.154,Hip-Hop
No,Lil Baby,Right Now,15p9t3NubOAe6BhsZKMrT1,Hip-Hop_Cluster3,115353,56.000,0.00954,0.529,205189.000,0.702,2.09e-05,C,0.133,-7.437,Major,0.365,149.908,04/4,0.342,Hip-Hop
No,Mike WiLL Made-It,On The Come Up (feat. Big Sean),61QSuw5VlC0LTS8WMO356g,Hip-Hop_Cluster1,121693,52.000,0.0391,0.494,235886.000,0.643,0.0183298,G,0.658,-6.211,Major,0.294,110.052,04/4,0.511,Hip-Hop
No,Vic Mensa,Homewrecker,3ufCaqMPufa1gStgcBP9Ez,Hip-Hop_Cluster3,54589,54.000,0.256,0.512,248107.000,0.806,0.0169175,C#,0.0789,-5.247,Major,0.133,119.506,04/4,0.36,Hip-Hop
No,Dave East,Levelin Up (feat. Fabolous),3L28wLoqctzVarLOQ0EgpU,Hip-Hop_Cluster3,85386,51.000,0.309,0.607,279876.000,0.744,0.0160973,C#,0.157,-4.18,Major,0.281,130.386,04/4,0.0773,Hip-Hop
No,empty_field,golden rule,0spaxhg6lGn0rOGCH5I0LS,Hip-Hop_Cluster5,131585,54.000,0.254,0.896,150361.000,0.619,0.0189,D,0.0557,-7.66,Major,0.311,82.988,04/4,0.516,Hip-Hop
No,empty_field,Mi Amigo el de Arriba,4eclWPVhURNsxbtoMyLSlB,Hip-Hop_Cluster7,69314,59.000,0.416,0.653,207107.000,0.799,1.31e-06,G,0.0739,-7.059,Major,0.0648,122.508,04/4,0.645,Hip-Hop
No,empty_field,Witch Doctor,7oSUVsOLRTh1FlvMyqmY2u,Hip-Hop_Cluster3,43706,54.000,0.319,0.726,288284.000,0.838,2.16e-06,G#,0.119,-4.791,Minor,0.217,101.477,04/4,0.319,Hip-Hop
No,Wifisfuneral,Genesis,77tR4iQgyQTAnhhuPik3ZP,Hip-Hop_Cluster7,59932,55.000,0.0517,0.898,194299.000,0.886,0.00944398,C#,0.0771,-5.972,Major,0.363,84.104,04/4,0.687,Hip-Hop
No,Oliver Tree,Hurt,0yEE4RNHNdM3v4JwqqBMTw,Hip-Hop_Cluster6,72083,76.000,0.0209,0.561,145558.000,0.782,0.0323803,C,0.315,-5.863,Major,0.04,94.004,04/4,0.486,Hip-Hop
No,Lil Pump,Vroom Vroom Vroom,58CMA5tAWWjc1Cs5nvWeqV,Hip-Hop_Cluster5,25956,68.000,0.522,0.826,113684.000,0.492,0.0170824,F#,0.107,-8.271,Major,0.354,128.248,04/4,0.633,Hip-Hop
No,Future,Might as Well,057bpn70Wpxd8NH0n1BG2g,Hip-Hop_Cluster5,134235,55.000,0.119,0.914,207754.000,0.545,0.0160973,C#,0.395,-7.323,Major,0.459,134.057,04/4,0.802,Hip-Hop
No,empty_field,Ok,06iMqWThw4w8fTFyccvOwr,Hip-Hop_Cluster7,139309,54.000,0.0157,0.762,159274.000,0.652,0.0179686,G#,0.142,-6.318,Minor,0.252,140.004,04/4,0.753,Hip-Hop
No,Lil Wayne,I'm Me,4I9qjUCx8jFQkFFi5Eyt5x,Hip-Hop_Cluster3,85305,48.000,0.0284,0.571,295360.000,0.81,0.0179686,B,0.24,-4.375,Minor,0.253,151.025,04/4,0.234,Hip-Hop
No,Comethazine,ONMYGRANNYKIDS,0zbDOvWzTQidS1oO4amswN,Hip-Hop_Cluster5,37390,66.000,0.00225,0.879,106286.000,0.575,0.0179686,C,0.242,-6.915,Minor,0.611,140.028,04/4,0.844,Hip-Hop
No,Tego Calderon,Punto y Aparte,50KRTa8wjCeaZaxZnPT3Bd,Hip-Hop_Cluster7,90867,60.000,0.255,0.808,206493.000,0.767,0.0197,C#,0.0886,-4.912,Minor,0.0445,94.998,04/4,0.722,Hip-Hop
No,Aminé,Money,6n48ZVQHNix3twK5wMyZBC,Hip-Hop_Cluster2,128864,53.000,0.757,0.502,256267.000,0.466,0.0051844,G,0.127,-7.357,Minor,0.369,82.393,04/4,0.742,Hip-Hop
No,Germ,WET EM UP,0X5C4WjQNubRysTkHOubz3,Hip-Hop_Cluster5,207372,44.000,0.00302,0.811,145455.000,0.692,0.0183,D,0.0599,-12.808,Minor,0.128,98.965,04/4,0.772,Hip-Hop
No,empty_field,Same Difference,4MymCsjbOkhuP2kWNSZgLo,Hip-Hop_Cluster3,130430,49.000,0.206,0.471,294480.000,0.766,2.24e-06,C,0.105,-7.774,Minor,0.423,104.184,05/4,0.376,Hip-Hop
No,empty_field,Creep,0PiGPpq8HqhTFM8HWwsqL9,Hip-Hop_Cluster7,166496,68.000,0.0193,0.811,268533.000,0.458,1.41e-06,F,0.0526,-9.688,Minor,0.0402,142.867,04/4,0.797,Hip-Hop
No,Aventura,Amor de Madre,1zjPdQ3QzNUP5P7Yj5ZedQ,Hip-Hop_Cluster4,53760,58.000,0.545,0.847,350760.000,0.519,0.32067,A#,0.0609,-8.493,Minor,0.0421,131.044,04/4,0.932,Hip-Hop
No,empty_field,Look What You Made Me Do (feat. Stefflon Don),4yJ3fiXE39DJr4heu4rssi,Hip-Hop_Cluster1,31627,54.000,0.415,0.89,253503.000,0.624,0.00510153,D,0.648,-6.156,Major,0.243,101.072,04/4,0.563,Hip-Hop
No,empty_field,Terminal Sex,4CqY3hsrHbLVwu9pOh5Exu,Hip-Hop_Cluster2,37003,63.000,0.504,0.917,204965.000,0.418,0.021,F#,0.0974,-8.884,Minor,0.0667,135.844,04/4,0.486,Hip-Hop
No,JAY Z,Jigga What / Faint,6BB3zktJfeBlk2jVfXjG5R,Hip-Hop_Cluster3,45667,56.000,0.102,0.579,211173.000,0.96,0.016956,C#,0.0674,-3.152,Minor,0.245,121.277,04/4,0.566,Hip-Hop
No,empty_field,Deeper Than Money,4twhYPDyCP6ICeW3TtQVxP,Hip-Hop_Cluster7,214522,54.000,0.149,0.738,245744.000,0.879,0.0234238,C#,0.102,-4.444,Minor,0.245,90.338,04/4,0.893,Hip-Hop
No,Gucci Mane,On God,7ItFoQDmQIh3MAPsxiP6Vt,Hip-Hop_Cluster6,151360,56.000,0.0458,0.707,278286.000,0.52,0.0271977,C#,0.0967,-7.639,Major,0.164,160.019,04/4,0.369,Hip-Hop
No,Tory Lanez,LA Confidential,5gKsvntzZwCX36pRgCoQfj,Hip-Hop_Cluster1,141501,58.000,0.00975,0.58,174093.000,0.657,0.0271977,F#,0.556,-6.633,Minor,0.0571,156.996,04/4,0.337,Hip-Hop
No,empty_field,Pacific Ocean,6mz1fBdKATx6qP4oP1I65G,Hip-Hop_Cluster5,188887,50.000,0.182,0.901,221127.000,0.555,0.0108921,C#,0.102,-5.848,Major,0.304,123.906,04/4,0.264,Hip-Hop
No,empty_field,No Heart,5jgWwDIG3B7OF9ic17Lnch,Hip-Hop_Cluster5,215942,74.000,0.136,0.906,235040.000,0.444,6.44e-05,E,0.173,-8.692,Minor,0.384,140.063,04/4,0.678,Hip-Hop
No,Fetty Wap,How We Do Things (feat. Monty),6RDVwKLpBBEksWdp9jwBlD,Hip-Hop_Cluster7,38664,50.000,0.0256,0.718,176773.000,0.825,2.39e-05,A#,0.0825,-5.063,Minor,0.128,142.927,04/4,0.549,Hip-Hop
No,Mýa,My Love Is Like...Wo - Main Mix/Album Version,6uD44CEBKXCQfh953npNkx,Hip-Hop_Cluster7,91606,52.000,0.227,0.835,209490.000,0.678,6.44e-06,E,0.287,-6.458,Major,0.124,133.786,04/4,0.708,Hip-Hop
No,Snoop Dogg,Doggy Dogg World (feat. The Dramatics & Tha Dogg Pound),0mVUJwRz2xxmcGfL4zt1W8,Hip-Hop_Cluster3,160785,54.000,0.0036,0.685,338813.000,0.686,0.0234238,G,0.0959,-6.311,Major,0.292,94.188,04/4,0.682,Hip-Hop
No,Aminé,Heebiejeebies - Bonus,5Xn4IyTtW6FUGIUyWjbUHG,Hip-Hop_Cluster2,22279,73.000,0.419,0.766,220160.000,0.5,0.00824273,C#,0.108,-7.626,Major,0.152,107.045,04/4,0.495,Hip-Hop
No,empty_field,Acting Weird,38tUgBtXwJxMlod5Aq8O5D,Hip-Hop_Cluster3,183094,49.000,0.401,0.675,243708.000,0.694,0.0179686,G#,0.17,-4.334,Major,0.14,144.04,04/4,0.472,Hip-Hop
No,Young Dolph,What's the Deal,1XGwjdHXHNu3842f75eg3T,Hip-Hop_Cluster1,53524,51.000,0.106,0.866,219794.000,0.947,0.0160973,G,0.631,-5.365,Major,0.272,132.013,04/4,0.813,Hip-Hop
No,Yung Tory,Netflix & Chill,0J6kTSVez9OjHlfoDqAJAB,Hip-Hop_Cluster5,39662,64.000,0.382,0.707,174002.000,0.347,0.0271977,C#,0.121,-13.071,Major,0.249,178.037,03/4,0.829,Hip-Hop
No,2 Chainz,NCAA,49G0Rj1qpt75vdgiOo8QAE,Hip-Hop_Cluster7,147837,70.000,0.178,0.839,248013.000,0.641,0.0108921,D#,0.135,-5.837,Minor,0.284,120.037,04/4,0.462,Hip-Hop
No,empty_field,Mad Stalkers,671vhLXS5TOBsmIM9KvZHy,Hip-Hop_Cluster5,116804,66.000,0.147,0.9,202667.000,0.365,0.185,A#,0.179,-6.395,Minor,0.235,92.9666,04/4,0.136,Hip-Hop
No,MadeinTYO,Ned Flanders (feat. A$AP Ferg),4328LiswXNpXdT57eYFFJN,Hip-Hop_Cluster6,36438,76.000,0.0254,0.936,161013.000,0.495,0.0179686,C#,0.087,-6.062,Major,0.229,139.951,04/4,0.299,Hip-Hop
No,Jack Harlow,Wasted Youth,05tFLPSXJ1BbqIXy4Jeqfh,Hip-Hop_Cluster5,145743,51.000,0.335,0.779,147558.000,0.519,0.0271977,G#,0.101,-7.698,Major,0.426,159.953,04/4,0.358,Hip-Hop
No,Amir Obe,Famous,7aXIXUxh28T16okFBLRIUY,Hip-Hop_Cluster6,146497,52.000,0.12,0.539,200133.000,0.699,0.0328,G#,0.109,-6.469,Minor,0.0768,166.01,04/4,0.244,Hip-Hop
No,A$AP Rocky,Fashion Killa,4auE2w8sP6HYrA3Dcokmdl,Hip-Hop_Cluster1,26046,65.000,0.293,0.802,236280.000,0.82,0.0168383,B,0.515,-5.188,Major,0.154,107.763,04/4,0.81,Hip-Hop
No,Danny Ocean,Epa Wei,6MLiQIWMaTaaOB04R1VC0k,Hip-Hop_Cluster7,82010,80.000,0.233,0.688,205278.000,0.82,0.00824273,F#,0.091,-4.715,Minor,0.155,107.833,04/4,0.804,Hip-Hop
No,Kendrick Lamar,untitled 02 | 06.23.2014.,0DLcjcjvUywWkPYseSdg7J,Hip-Hop_Cluster1,172616,63.000,0.341,0.526,258827.000,0.506,0.00944398,F,0.646,-10.47,Major,0.519,85.349,03/4,0.0963,Hip-Hop
No,Bryson Tiller,Somethin Tells Me,0NubEXRwTBpBKLbsTjjqTp,Hip-Hop_Cluster6,97881,63.000,0.0356,0.735,194267.000,0.588,0.0234238,F,0.107,-7.197,Minor,0.226,90.002,04/4,0.434,Hip-Hop
No,DJ Esco,Xotic,1mVRppdk0kIEEuOC2rRNEi,Hip-Hop_Cluster5,124276,53.000,0.0497,0.897,221316.000,0.632,7.96e-06,E,0.111,-6.097,Minor,0.296,111.563,04/4,0.499,Hip-Hop
No,Eminem,Kim,0bCCGLHflR08UVA6oJJc8I,Hip-Hop_Cluster3,146809,58.000,0.0203,0.549,377893.000,0.919,0.0179686,E,0.456,-2.956,Minor,0.448,142.728,04/4,0.0956,Hip-Hop
No,Ciara,"One, Two Step",6gIM8RWaTNL96Juv4gPSQX,Hip-Hop_Cluster5,61244,76.000,0.042,0.944,203787.000,0.511,0.00107,F,0.0379,-10.96,Minor,0.161,143.091,04/4,0.842,Hip-Hop
No,JID,Skrawberries (feat. BJ The Chicago Kid),0I9KnKdIVz8envRSA6yGZL,Hip-Hop_Cluster7,97804,63.000,0.0951,0.613,218892.000,0.77,0.00622436,F#,0.076,-4.197,Minor,0.209,80.969,04/4,0.505,Hip-Hop
No,116,Now They Know,59krMPfRgjLYmAkVA2gHl4,Hip-Hop_Cluster6,64109,46.000,0.0317,0.787,270325.000,0.809,0.0183298,C#,0.15,-4.151,Major,0.104,111.936,04/4,0.295,Hip-Hop
No,Eminem,Untitled,15NNe4V26FOiwagrNb4lbS,Hip-Hop_Cluster7,98749,59.000,0.34,0.857,194440.000,0.841,0.0183298,B,0.161,-2.839,Major,0.103,112.023,03/4,0.74,Hip-Hop
No,Millonario,Rayas de Patrón,5Ilj394YTm5uzAcFquBKFj,Hip-Hop_Cluster1,203733,59.000,0.0847,0.929,182758.000,0.737,0.00752491,G#,0.861,-6.424,Major,0.102,129.932,04/4,0.886,Hip-Hop
No,XXXTENTACION,Fuck Love (feat. Trippie Redd),1T1C9VVQ1lb60WxWZx7KoG,Hip-Hop_Cluster6,60683,87.000,0.0172,0.797,247085.000,0.533,0.000152,C,0.103,-9.74,Minor,0.0412,131.036,04/4,0.329,Hip-Hop
No,Kendrick Lamar,Swimming Pools (Drank),29vo9RUjxgZWXWGTpD8f4m,Hip-Hop_Cluster6,117114,71.000,0.00627,0.577,190913.000,0.447,0.00022,G#,0.0899,-5.892,Major,0.277,74.236,04/4,0.189,Hip-Hop
No,Kendrick Lamar,Institutionalized,4GALB5CSja3lpGk3phl5Yv,Hip-Hop_Cluster3,165292,61.000,0.112,0.539,271773.000,0.731,1.19e-06,D#,0.129,-5.085,Minor,0.453,81.114,04/4,0.568,Hip-Hop
No,Chief Keef,My Baby,6lQE6LF3MU63Z6VyhPxaV3,Hip-Hop_Cluster6,26465,51.000,0.00302,0.706,192000.000,0.595,0.0179686,G#,0.11,-5.741,Minor,0.0735,139.988,04/4,0.53,Hip-Hop
No,anders,Diamonds,0uqoRVmmU2WM9iDgQBf23R,Hip-Hop_Cluster7,23847,57.000,0.000701,0.831,201050.000,0.717,2.6e-06,F#,0.0929,-6.253,Minor,0.0752,150.003,04/4,0.623,Hip-Hop
No,$uicideBoy$,Clouds As Witnesses,5X3012Ox7FlfpxsiTHuy0o,Hip-Hop_Cluster4,55016,52.000,0.461,0.73,153809.000,0.614,0.446,D,0.128,-6.905,Major,0.0662,200.015,03/4,0.0387,Hip-Hop
No,Fetty Wap,Strawberry Kush,0d8aJLKZI1r4uOSLZBJaBK,Hip-Hop_Cluster7,151217,54.000,0.207,0.851,144370.000,0.592,0.0176542,C,0.117,-6.395,Major,0.0752,123.298,04/4,0.799,Hip-Hop
