artist_name,genre_summary
J Alvarez,Hip-Hop 3
J Balvin,Pop 7
J Boog,Pop 1
J Dilla,"Alternative 2, Hip-Hop 1"
J Moss,R&B 1
J-Kwon,"Hip-Hop 1, Pop 2"
J-Sol,R&B 1
J-Wright,Hip-Hop 1
J. Cole,"Hip-Hop 38, Pop 26"
J. Dash,Pop 1
J. Holiday,R&B 4
J. Paul Jr And The Zydeco Nubreeds,Blues 1
J. Rawls,Alternative 1
J. Roddy Walston & The Business,Blues 6
J. Tillman,Folk 3
J.J El Gigante de La Comedia,Comedy 4
J.J. Cale,Blues 24
J.J. Johnson,Jazz 1
JAHKOY,R&B 1
JAY Z,Hip-Hop 5
JC Stewart,Folk 1
JD McPherson,Blues 8
JID,"Hip-Hop 11, Pop 3"
JJ Grey & Mofro,Blues 20
JJ Heller,Alternative 3
JL,Hip-Hop 1
JMSN,"Alternative 4, R&B 3"
JOEY DJIA,R&B 1
JON VINYL,R&B 2
JP Cooper,"Pop 2, R&B 7"
JP Saxe,R&B 1
JPEGMAFIA,"Alternative 1, Hip-Hop 4"
JR Castro,R&B 1
Ja Rule,"Hip-Hop 4, Pop 1, R&B 6"
Jaared,Jazz 1
Jack & Jack,Pop 2
Jack Broadbent,Blues 2
Jack Garratt,R&B 3
Jack Harlow,Hip-Hop 4
Jack Jones,Jazz 1
Jack Teagarden,Jazz 1
Jack Vallier,Folk 2
Jack White,"Alternative 1, Blues 25"
Jack Whitehall,Comedy 6
Jack Ü,Pop 2
Jackie Greene,Blues 1
Jackie Kashian,Comedy 20
Jackie Lee,Pop 1
Jackie Neal,Blues 1
Jackie Wilson,Blues 5
Jackiem Joyner,Jazz 2
Jacksepticeye,Pop 1
Jackson Browne,Folk 10
Jackson C. Frank,Folk 3
Jackson Wang,Hip-Hop 1
Jacky Terrasson,Jazz 1
Jaco Pastorius,Jazz 1
Jacob Banks,R&B 12
Jacob Collier,Alternative 7
Jacob Early,Alternative 1
Jacob Gade,Classical 1
Jacob Karlzon,Jazz 1
Jacob Lee,"Folk 6, Pop 1"
Jacob Young,Jazz 1
Jacopo Peri,Opera 2
Jacquees,"Hip-Hop 7, Pop 3, R&B 12"
Jacques Offenbach,"Classical 26, Opera 75"
Jade Bird,Folk 1
Jade Novah,R&B 2
Jaden Smith,"Hip-Hop 15, Pop 8"
Jadu Heart,"Alternative 1, R&B 4"
Jagged Edge,"Hip-Hop 1, Pop 1, R&B 5"
Jaheim,R&B 6
Jai Paul,Alternative 6
Jaimee Paul,Jazz 1
Jake Etheridge,Folk 1
Jake Isaac,Folk 1
Jake Miller,Pop 1
Jakob Ogawa,"Alternative 6, R&B 7"
Jakub Zytecki,Jazz 1
Jala Brat,Folk 2
James & Bobby Purify,Blues 2
James Arthur,Pop 4
James Barker Band,Pop 2
James Bay,Pop 6
James Blake,"Alternative 8, R&B 21"
James Booker,Blues 1
James Carr,Blues 1
James Fortune,R&B 3
James Gang,Blues 2
James Gillespie,Folk 1
James Labrie,Classical 1
James MacMillan,Classical 1
James Morrison,"Folk 11, Pop 1, R&B 9"
James TW,Pop 6
James Taylor,Folk 21
James Tillman,"Jazz 3, R&B 2"
James Vargas,Jazz 1
James Vickery,R&B 2
James Vincent McMorrow,"Folk 6, R&B 3"
James Whitbourn,Classical 1
Jameson Rodgers,Pop 1
Jamestown Revival,Folk 2
Jamie Berry,Jazz 2
Jamie Cullum,Jazz 3
Jamie Foxx,"Hip-Hop 1, Pop 1, R&B 6"
Jamie Grace,Alternative 2
Jamie Lawson,Folk 2
Jamie N Commons,Blues 5
Jamila Woods,"Alternative 5, R&B 9"
Jamiroquai,Jazz 23
Jan & Dean,Folk 1
Jan Johansson,Jazz 1
Jana Kramer,Pop 1
Jane Monheit,Jazz 1
Jane's Addiction,"Alternative 2, Blues 12"
Janelle Monáe,"Alternative 10, Hip-Hop 6, Pop 2, R&B 16"
Janet Jackson,R&B 15
Janine,"Alternative 1, R&B 6"
Janis Ian,Folk 1
Janis Joplin,Blues 13
Japanese Breakfast,"Folk 4, Pop 1"
Jarabe De Palo,Alternative 1
Jarreau Vandal,R&B 1
Jarren Benton,Hip-Hop 2
Jarryd James,"Alternative 2, R&B 1"
Jascha Heifetz,Classical 3
Jasmine Thompson,Pop 1
Jason Becker,Classical 2
Jason Derulo,"Hip-Hop 14, Pop 8, R&B 20"
Jason Gray,Alternative 1
Jason Isbell,"Alternative 3, Folk 13"
Jason Isbell and the 400 Unit,"Alternative 6, Folk 11"
Jason Moran,Jazz 2
Jason Mraz,Pop 2
Jason Walker,Pop 1
Javier Camarena,Opera 5
Javier Carranza El Costeno,Comedy 2
Jawbreaker,Alternative 2
Jax Jones,Pop 3
Jay & The Americans,"Folk 1, Pop 1"
Jay Critch,Hip-Hop 5
Jay Electronica,Hip-Hop 1
Jay Malone,Comedy 1
Jay Mohr,Comedy 12
Jay Park,"Pop 2, R&B 15"
Jay Prince,"Alternative 2, Hip-Hop 1, R&B 5"
Jay Reatard,Blues 3
Jay Rock,"Hip-Hop 12, Pop 3"
Jay Sean,"Pop 2, R&B 3"
Jay Som,"Folk 5, Pop 1"
Jay Soto,Jazz 3
Jay Wile,R&B 2
Jaye Hammer,Blues 1
Jaymay,Folk 2
Jaymes Young,Pop 2
Jaz Karis,R&B 1
Jazmine Sullivan,"Pop 1, R&B 4"
Jazz Cartier,Hip-Hop 1
Jazz Dialogue,Jazz 1
Jazz Spastiks,Jazz 1
Jazzamor,Jazz 1
Jazzanova,Jazz 1
Jazzotron,Jazz 2
Jean Deaux,"Alternative 1, R&B 1"
Jean Sibelius,Classical 13
Jean-Baptiste Lully,"Classical 2, Opera 33"
Jean-Philippe Rameau,"Classical 1, Opera 62"
Jean-Yves Thibaudet,Classical 6
Jeebanoff,R&B 1
Jeezy,Hip-Hop 10
Jeff Beck,"Blues 14, Jazz 2"
Jeff Bernat,R&B 5
Jeff Buckley,Folk 3
Jeff Dunham,Comedy 12
Jeff Dye,Comedy 1
Jeff Floyd,Blues 3
Jeff Foxworthy,Comedy 38
Jeff Healey,Blues 2
Jeff Kashiwa,Jazz 1
Jeff Loomis,Classical 2
Jeff Lorber,Jazz 1
Jeff Mangum,Folk 1
Jeff Parker,Jazz 2
Jeff Rosenstock,"Alternative 1, Folk 3"
Jeff Tweedy,Folk 5
Jefferson Airplane,"Blues 11, Folk 1"
Jeffrey Foucault,Folk 2
Jeffrey McFadden,Classical 1
Jeffrey Ross,Comedy 4
Jennifer Higdon,Classical 1
Jennifer Hudson,R&B 2
Jennifer Lopez,"Pop 6, R&B 14"
Jenny Lewis,Folk 6
Jens Lekman,Folk 1
Jenő Jandó,Classical 2
Jereena Montemayor,R&B 1
Jeremih,"Hip-Hop 11, Pop 7, R&B 18"
Jeremy Camp,Alternative 4
Jeremy Passion,R&B 3
Jeremy Zucker,Pop 6
Jermaine Dupri,Hip-Hop 3
Jeroen van Veen,Classical 1
Jerreau,Hip-Hop 1
Jerrod Niemann,Pop 1
Jerry Butler,Blues 4
Jerry Cantrell,Alternative 2
Jerry Garcia,"Blues 15, Folk 2"
Jerry Jeff Walker,Folk 1
Jerry Seinfeld,Comedy 10
Jerry Vale,Jazz 7
Jeru The Damaja,"Alternative 1, Hip-Hop 1"
Jesca Hoop,Folk 2
Jess Glynne,Pop 5
Jesse & Joy,Pop 3
Jesse Daniel Smith,Folk 1
Jesse Graham,Blues 1
Jesse Joyce,Comedy 1
Jesse Mac Cormack,Folk 1
Jesse McCartney,"Pop 4, R&B 5"
Jesse Roper,Blues 1
Jessica Lea Mayfield,Folk 1
Jessica Pratt,Folk 9
Jessica Reedy,R&B 2
Jessie Hill,Blues 1
Jessie J,"Pop 3, R&B 4"
Jessie Reyez,"Pop 2, R&B 11"
Jessie Ware,R&B 4
Jessy J,Jazz 1
Jessye Norman,Opera 7
Jesús Ojeda y Sus Parientes,Pop 1
"Jesús Roberto ""La Bala""",Comedy 2
Jethro Tull,"Blues 15, Folk 2"
Jewel,Folk 8
Jez Dior,Hip-Hop 2
Jhay Cortez,Hip-Hop 5
Jhene Aiko,"Alternative 18, Pop 5, R&B 20"
Jidenna,Hip-Hop 3
Jill Scott,"Hip-Hop 2, R&B 9"
Jim Breuer,Comedy 12
Jim Capaldi,Blues 1
Jim Croce,Folk 15
Jim Florentine,Comedy 5
Jim Gaffigan,Comedy 59
Jim Hall,Jazz 4
Jim James,"Alternative 1, Folk 2"
Jim Jefferies,Comedy 14
Jim Jones,Hip-Hop 1
Jim Norton,Comedy 26
Jim Tews,Comedy 2
Jimi Hendrix,Blues 41
Jimmie Allen,Pop 2
Jimmie Lunceford,Jazz 1
Jimmie Vaughan,Blues 3
Jimmy Buffett,Folk 22
Jimmy Dawkins,Blues 1
Jimmy Durante,Jazz 15
Jimmy Eat World,Pop 2
Jimmy Jones,Blues 1
Jimmy McGriff,Jazz 1
Jimmy Reed,Blues 6
Jimmy Rogers,Blues 1
Jimmy Scott,Jazz 2
Jimmy Smith,"Blues 4, Jazz 6"
Jimmy Thackery And The Drivers,Blues 2
Jinsang,R&B 17
Jitwam,Jazz 2
Jo Jo Gunne,Blues 1
Jo Stafford,Jazz 3
JoJo,"Pop 2, R&B 12"
Joachim Kühn,Jazz 2
Joan Armatrading,Folk 2
Joanne Brackeen,Jazz 1
Joanne Shaw Taylor,Blues 2
Joaquín Rodrigo,Classical 4
Joby Talbot,Classical 1
Jodeci,"Hip-Hop 4, Pop 1, R&B 5"
Joe,R&B 6
Joe Bataan,Jazz 1
Joe Bonamassa,Blues 35
Joe Buck Yourself,Blues 1
Joe Budden,Hip-Hop 1
Joe Cocker,"Blues 18, Folk 1"
Joe Corfield,Jazz 6
Joe Cuba Sextet,Jazz 1
Joe Derosa,Comedy 9
Joe Goddard,Alternative 1
Joe Henderson,Jazz 4
Joe Hertz,"Alternative 1, R&B 4"
Joe Hisaishi,Classical 14
Joe Liggins,Jazz 1
Joe List,Comedy 6
Joe Lovano,Jazz 4
Joe McBride,Jazz 2
Joe Pass,Jazz 3
Joe Purdy,Folk 2
Joe Rogan,Comedy 21
Joe Sample,Jazz 7
Joe Satriani,Classical 16
Joe Walsh,"Blues 9, Folk 3"
Joe Williams,Jazz 1
Joe Zimmerman,Comedy 14
Joel Adams,Pop 1
Joel Baker,R&B 1
Joel Culpepper,R&B 1
Joey Alexander,Jazz 2
Joey Bada$$,"Hip-Hop 22, Pop 3"
Joey DeFrancesco,Jazz 7
Joey Montana,Pop 1
Joey Purp,Hip-Hop 1
Joey Trap,Hip-Hop 4
Johan Halvorsen,Classical 1
Johann Adolf Hasse,Opera 23
Johann Christian Bach,Classical 1
Johann Nepomuk Hummel,Classical 1
Johann Pachelbel,Classical 9
Johann Sebastian Bach,Classical 261
Johann Simon Mayr,Opera 1
Johann Strauss I,Classical 1
Johann Strauss II,Classical 14
Johannes Brahms,Classical 65
John 5,Classical 1
John Adams,Classical 6
John Allred,Jazz 1
John Boutté,Blues 1
John Cage,Classical 2
John Caparulo,Comedy 23
John Coltrane,Jazz 22
John Coltrane Quartet,Jazz 6
John Corigliano,Classical 1
John De Sohn,Pop 1
John Denver,Folk 9
John Dowland,Classical 3
John Fahey,Blues 3
John Field,Classical 2
John Fogerty,Blues 4
John Frusciante,Alternative 1
John Gurney,Pop 1
John Hammond,Blues 3
John Heffron,Comedy 24
John Hiatt,Folk 1
John Ireland,Classical 2
John Lee Hooker,Blues 16
John Legend,"Pop 3, R&B 23"
John Lennon,Folk 9
John Luther Adams,Classical 2
John Mackey,Classical 1
John Maus,Folk 3
John Mayall,Blues 2
John Mayall & The Bluesbreakers,Blues 10
John Mayer,Pop 20
John Mayer Trio,Blues 3
John Mellencamp,"Folk 6, Pop 2"
John Moreland,Alternative 1
John Mulaney,Comedy 14
John Parr,Pop 1
John Petrucci,Classical 1
John Philip Sousa,Classical 8
John Pinette,Comedy 23
John Prine,"Alternative 1, Folk 10"
John Robinson,Jazz 1
John Rutter,Classical 1
John Scofield,"Blues 2, Jazz 2"
John Tavener,Classical 1
Johnnie Taylor,Blues 11
"Johnny ""Guitar"" Watson",Blues 2
Johnny Burnette & The Rock 'N' Roll Trio,Blues 3
Johnny Flynn,Folk 1
Johnny Gill,R&B 2
Johnny Hartman,Jazz 2
Johnny Hodges,Jazz 1
Johnny Maestro,Blues 2
Johnny Mathis,Jazz 4
Johnny Nash,Pop 1
Johnny Orlando,Pop 1
Johnny Pacheco,Jazz 2
Johnny Preston,Blues 1
Johnny Rivera,Jazz 2
Johnny Temple,Blues 1
Johnny Thunders,Blues 1
Johnny Thunders & The Heartbreakers,Blues 2
Johnny Winter,Blues 3
Johnnyswim,Folk 11
Joji,"Alternative 11, Pop 6, R&B 12"
Jojo Effect,Jazz 1
Jome,Folk 1
Jon B.,"Hip-Hop 3, R&B 3"
Jon Batiste,Jazz 6
Jon Bellion,Pop 13
Jon Bryant,Folk 2
Jon Foreman,Alternative 1
Jon Langston,Pop 2
Jon McLaughlin,Folk 1
Jon Reep,Comedy 8
Jonas Blue,Pop 3
Jonas Brothers,Pop 12
Jonas Kaufmann,"Classical 1, Opera 6"
Jonathan Butler,Jazz 3
Jonathan Davis,Alternative 1
Jonathan Edwards,Folk 1
Jonathan Fritzén,Jazz 1
Jonathan McReynolds,R&B 8
Jonathan Richman,Folk 1
Joni Mitchell,"Folk 19, Pop 1"
Jonn Hart,R&B 2
Jonny Greenwood,Classical 15
Jonny Lang,Blues 18
Joomanji,"Alternative 1, Jazz 1, R&B 3"
Jooyoung,R&B 2
Jordan Brooker,Pop 1
Jordan Davis,Pop 2
Jordan Feliz,Alternative 3
Jordan Mackampa,Folk 4
Jordan Rakei,"Alternative 3, Jazz 7, R&B 4"
Jordan Rudess,Classical 1
Jordan Solomon,Hip-Hop 1
Jordan Ward,Alternative 1
Jordi Savall,Classical 2
Jordin Sparks,R&B 2
Jorge Drexler,Alternative 1
Jorja Smith,"Pop 3, R&B 15"
Jorma Kaukonen,Blues 14
Jorn,Classical 1
Joscho Stephan,Jazz 1
Josef Leimberg,Jazz 2
Josef Mysliveček,Classical 1
Joseph,Folk 4
Joseph & Maia,Folk 1
Joseph Huber,Blues 1
Josh Blue,Comedy 11
Josh Garrels,Folk 3
Josh Golden,Alternative 1
Josh Gracin,Pop 1
Josh Ritter,"Alternative 1, Folk 2"
Josh Sneed,Comedy 11
Joshua Hyslop,Folk 3
Joshua Radin,Folk 2
Joshua Redman,Jazz 6
Joss Favela,Pop 3
Joss Stone,R&B 2
José Carreras,Opera 21
José González,"Folk 3, Pop 2"
José James,Jazz 1
José Pablo Moncayo,Classical 1
José van Dam,Opera 3
Jovanny Cadena Y Su Estilo Privado,Pop 1
Jowell & Randy,Hip-Hop 1
Joy Crookes,"Alternative 2, R&B 2"
Joy Division,Alternative 3
Joy Williams,Folk 4
Joyce Cooling,Jazz 4
Joyce DiDonato,Opera 5
Joyce Manor,Alternative 1
Joyce Wrice,"Alternative 1, R&B 2"
Joyner Lucas,"Hip-Hop 6, Pop 5"
Joywave,"Alternative 2, Pop 1"
João Gilberto,Jazz 7
Juan Carlos Escalante,Comedy 2
Juan Diego Flórez,Opera 5
Juan José Covarrubias,Comedy 2
Juan Magán,Pop 1
Juanes,Pop 1
Judah & the Lion,"Folk 10, Pop 2"
Judd Greenstein,Classical 1
Judith Lang Zaimont,Classical 1
Judy Collins,Folk 1
Judy Garland,Jazz 10
Juelz Santana,Hip-Hop 2
Jugalbandi,Classical 1
Juicy J,"Hip-Hop 8, Pop 3"
Juke Ross,Pop 1
Jules Massenet,"Classical 5, Opera 76"
Julia Hülsmann Trio,Jazz 1
Julia Jacklin,Folk 7
Julia Michaels,"Pop 6, R&B 8"
Julia Wolfe,Classical 1
Julian Lage,Jazz 12
Julian Vaughn,Jazz 1
Juliana Aquino,Jazz 1
Julianna Barwick,Folk 1
Julie Byrne,"Folk 2, Pop 2"
Julie London,Jazz 6
Julien Baker,"Folk 9, Pop 2"
Julien Dyne,Jazz 1
Julieta Venegas,Alternative 3
Julius Eastman,Classical 1
June Anderson,Opera 3
Junggigo,R&B 1
Jungle,R&B 9
Junglepussy,R&B 2
Junior Kimbrough,Blues 4
Junior Parker,Blues 1
Junior Senior,Pop 1
Junior Wells,Blues 1
Junip,Folk 4
Jurassic 5,"Alternative 2, Hip-Hop 1"
Jussi Björling,"Classical 1, Opera 11"
Just A Gent,Pop 1
Just Juice,Hip-Hop 1
Justice,Alternative 2
Justin Bieber,Pop 17
Justin Caruso,Pop 1
Justin Quiles,Hip-Hop 3
Justin Stone,Hip-Hop 2
Justin Timberlake,Pop 9
Justin Townes Earle,"Alternative 1, Blues 10, Folk 5"
Justine Skye,"Alternative 5, Pop 1, R&B 6"
Justo Betancourt,Jazz 1
Juvenile,Hip-Hop 2
Jvck James,R&B 1
Jvcki Wai,R&B 1
Jyotsna Srikanth,Classical 1
Jóhann Jóhannsson,Classical 34
Jørgen Sandvik,Blues 1
K CAMP,"Hip-Hop 10, Pop 5, R&B 19"
K$upreme,Hip-Hop 1
K-Ci & JoJo,"Pop 1, R&B 5"
K. Forest,R&B 1
K. Michelle,"Pop 1, R&B 13"
K. Roosevelt,R&B 1
K.A.A.N.,Hip-Hop 3
K.Flay,Pop 1
KALEO,Alternative 7
KAWALA,Folk 2
KAYTRANADA,"Alternative 6, Hip-Hop 7, R&B 11"
KB,Hip-Hop 5
KDtheSinger,R&B 1
KEY,Hip-Hop 1
KIAN,Pop 1
KIDS SEE GHOSTS,"Hip-Hop 3, Pop 4"
KILLY,Hip-Hop 6
KJ-52,Alternative 1
KLIM,Jazz 10
KOKOROKO,Jazz 2
KONGOS,"Alternative 1, Blues 10"
KRS-One,Hip-Hop 1
KT Tunstall,Folk 2
KWAYE,R&B 1
KXNG Crooked,Hip-Hop 1
KYLE,"Hip-Hop 10, Pop 8"
Kacey Musgraves,Pop 6
Kadhja Bonet,"Jazz 7, R&B 2"
Kaidi Tatham,Jazz 1
Kaiit,"Alternative 2, R&B 1"
Kail Baxley,Alternative 1
Kaiser Chiefs,Alternative 1
Kalabrese,Jazz 3
Kali Uchis,"Alternative 15, Pop 7, R&B 9"
Kalin White,R&B 3
Kamaal Williams,Jazz 2
Kamasi Washington,Jazz 10
Kamelot,Classical 5
Kan Sano,R&B 1
Kandace Springs,Jazz 1
Kandi,R&B 1
Kankick,"Hip-Hop 2, Jazz 1"
Kansas,Pop 1
Kanye West,Pop 28
Kap G,Hip-Hop 2
Karen O,Folk 4
Kari Faux,"Alternative 1, R&B 4"
Kari Jobe,Alternative 3
Karina Gauvin,Opera 2
Karl Blau,Folk 1
Karl Denson,Jazz 1
Karlheinz Stockhausen,Classical 1
Karmawin,Jazz 3
Karol Szymanowski,Classical 2
Kasabian,Alternative 1
Kasbo,Pop 1
Kash Doll,R&B 1
Kashif,Jazz 1
Kaskade,Pop 1
Katchafire,Hip-Hop 1
Kate Bush,Folk 2
Kate Nash,Folk 3
Katherine Jenkins,Opera 39
Kathleen Madigan,Comedy 30
Kathy Griffin,Comedy 4
Katia Ricciarelli,Opera 1
Katie Herzig,Folk 1
Katie Melua,Jazz 2
Kato,Hip-Hop 1
Katt Williams,Comedy 48
Katy Perry,Pop 11
Kay Starr,Jazz 3
KeKe Wyatt,R&B 3
Keane,Pop 1
Keaton Henson,Folk 8
Keb' Mo',Blues 22
Keem the Cipher,Jazz 4
Kehlani,"Pop 16, R&B 25"
Keiko Matsui,Jazz 1
Keith Ape,Hip-Hop 1
Keith Jarrett,Jazz 8
Keith John,Classical 1
Keith Richards,Blues 3
Keith Sweat,"Pop 2, R&B 6"
Keke Palmer,R&B 3
Kelela,"Alternative 2, R&B 6"
Kelis,"Pop 1, R&B 1"
Kelley Hunt,Blues 1
Kelly Clarkson,"Pop 8, R&B 25"
Kelly Price,R&B 1
Kelly Rowland,"Hip-Hop 2, Pop 1, R&B 3"
Kelsea Ballerini,"Jazz 9, Pop 2"
Kelsey Lu,"Alternative 1, R&B 3"
Kem,R&B 3
Kemba,Alternative 1
Ken Navarro,Jazz 2
Ken Thomson,Classical 1
Kendrick Lamar,"Hip-Hop 31, Pop 10"
Kenne' Wayne,Blues 1
Kenny Burrell,Jazz 3
Kenny Dorham,Jazz 1
Kenny G,Jazz 33
Kenny Garrett,Jazz 1
Kenny Loggins,Pop 1
Kenny Man,Pop 1
Kenny Wayne Shepherd,Blues 24
Kenny Wheeler,Jazz 1
Kenshi Yonezu,Pop 1
Kentucky Thunder,Blues 2
Keri Hilson,"Pop 1, R&B 4"
Kermit Ruffins,Jazz 3
Kero One,Jazz 2
Kesha,Pop 7
Kev Brown,Jazz 1
Kevin Abstract,Hip-Hop 2
Kevin Flum,Hip-Hop 1
Kevin Garrett,"Alternative 2, Folk 7, R&B 6"
Kevin Gates,"Hip-Hop 48, Pop 19"
Kevin Hart,Comedy 33
Kevin Mahogany,Jazz 1
Kevin Morby,Folk 3
Kevin Nealon,Comedy 11
Kevin Puts,Classical 1
Kevin Roldan,Hip-Hop 3
Kevin Ross,R&B 2
Kevin Rudolf,Pop 1
Kevoe West,Jazz 2
Kevon Edmonds,R&B 1
Key Glock,Hip-Hop 12
Keyshia Cole,"Pop 2, R&B 14"
Khalid,Pop 20
Kiah Victoria,R&B 1
Kiana Ledé,"Alternative 9, Pop 4, R&B 11"
Kid Bailey,Blues 1
Kid Buu,Hip-Hop 3
Kid Cudi,"Hip-Hop 26, Pop 8"
Kid Ink,"Hip-Hop 10, Pop 4, R&B 10"
Kid Koala,Jazz 1
Kid Loco,Jazz 1
Kid Quill,Pop 1
Kid Rock,Alternative 19
Kid Trunks,Hip-Hop 5
Kiefer,"Jazz 7, R&B 3"
Kiiara,Pop 1
Kikagaku Moyo,Folk 3
Killer Mike,"Alternative 1, Hip-Hop 1"
Killstation,Hip-Hop 2
Killswitch Engage,Alternative 12
Killumantii,"Pop 1, R&B 4"
Kilo Kish,"Alternative 1, R&B 2"
Kim André Arnesen,Classical 1
Kim Petras,Pop 3
Kim Waters,Jazz 2
Kimbra,Folk 1
Kimya Dawson,Folk 4
Kin$oul,Hip-Hop 1
Kina Grannis,"Folk 8, Pop 1"
Kindness,Alternative 2
Kindred The Family Soul,R&B 2
King Crimson,Jazz 3
King Curtis,"Blues 1, Jazz 1"
King Geedorah,"Alternative 2, Hip-Hop 2"
King Khan and the Shrines,Blues 2
King Lil G,Hip-Hop 4
King Oliver,Jazz 1
King Princess,Pop 2
Kings of Convenience,Folk 2
Kinto Sol,Hip-Hop 1
Kip Moore,Pop 2
KirbLaGoop,Hip-Hop 1
Kiri Te Kanawa,Opera 1
Kirk Fletcher,Blues 2
Kirk Franklin,R&B 15
Kirk Knight,Hip-Hop 1
Kirk Whalum,Jazz 3
Kirko Bangz,"Hip-Hop 2, Pop 1, R&B 3"
Kishi Bashi,Folk 4
Kllo,"Alternative 3, R&B 4"
Klyne,R&B 1
Knxwledge,"Alternative 1, Hip-Hop 1"
Kodak Black,"Hip-Hop 22, Pop 15"
Kodaline,Pop 3
Kodie Shane,Hip-Hop 1
Kojey Radical,R&B 1
Koko Taylor,Blues 1
Kool&Klean,Jazz 1
Koop,Jazz 4
Korede Bello,Hip-Hop 1
Kormac,Jazz 1
Korn,Alternative 18
Korpiklaani,Folk 2
Koryn Hawthorne,R&B 5
Kota the Friend,"Alternative 9, Hip-Hop 5, Pop 1, R&B 16"
Kraak & Smaak,Jazz 3
Krept & Konan,Hip-Hop 2
Kris Kristofferson,Folk 1
Kris Wu,Hip-Hop 1
Krizz Kaliko,Hip-Hop 1
Krokus,Blues 2
Kronos Quartet,Classical 8
Kruder & Dorfmeister,Jazz 1
Krzysztof Penderecki,Classical 2
Kumail Nanjiani,Comedy 8
Kurt Atterberg,Classical 3
Kurt Metzger,Comedy 14
Kurt Rosenwinkel,Jazz 2
Kurt Vile,"Alternative 2, Folk 8"
Kurt Weill,Classical 1
Kurupt,Hip-Hop 1
Kut Klose,R&B 2
Kwaku Asante,R&B 1
Kweku Collins,Hip-Hop 2
Kygo,Pop 7
Kyle Bent,Hip-Hop 1
Kyle Cease,Comedy 10
Kyle Dion,R&B 9
Kyle Kinane,Comedy 21
Kyuss,Alternative 2
L One,Jazz 1
L'Impératrice,Pop 1
L'Indécis,Jazz 10
L.A. Leakers,Hip-Hop 1
L.T.D.,Jazz 3
L7,Alternative 1
LANCO,Pop 2
LANY,Pop 3
LCD Soundsystem,"Alternative 5, Folk 2"
LEDGER,Alternative 3
LEGADO 7,Pop 1
LEISURE,R&B 5
LION BABE,R&B 6
LIZ LOKRE,R&B 1
LJ Echols,Blues 1
LL Cool J,"Hip-Hop 1, R&B 2"
LMFAO,Pop 1
LOOΠΔ,Pop 3
LSG,R&B 1
LUCKI,Hip-Hop 5
La Dispute,Alternative 1
La Duda,Pop 1
La Factoria,Hip-Hop 1
La Lupe,Jazz 1
La Quinta Estacion,Pop 1
La Roux,Alternative 2
Labrinth,"Pop 2, R&B 4"
Lacee,Blues 2
Lachlan Patterson,Comedy 1
Lack Of Afro,Jazz 1
Lacrim,Hip-Hop 1
Lady Antebellum,Pop 2
Lady Gaga,Pop 15
Lake Street Dive,"Folk 24, Pop 1"
Lalah Hathaway,R&B 3
Lalo Ebratt,Hip-Hop 2
Lalo Rodriguez,Jazz 2
Lalo Schifrin,Classical 1
Lamb,Jazz 1
Lamb of God,Alternative 3
Lana Del Rey,Pop 13
Lando Chill,Jazz 3
Landon Cube,Hip-Hop 1
Lang Lang,Classical 4
Langhorne Slim,"Alternative 3, Folk 8, Pop 3"
Lansdowne,Alternative 1
Lapalux,R&B 1
Laraaji,Folk 1
Large Professor,Jazz 1
Larkin Poe,Blues 12
Larome Powers,Blues 1
Larray,Pop 1
Larry Carlton,Jazz 8
Larry Davis,Blues 1
Larry The Cable Guy,Comedy 37
Larry Williams,Blues 1
Larry and His Flask,Folk 1
Lars Gullin,Jazz 1
Lary Over,"Hip-Hop 3, Pop 1"
Latimore,Blues 2
Laura Fygi,Jazz 2
Laura Marling,Folk 3
Laura Misch,"Jazz 2, R&B 1"
Laura Story,Alternative 1
Lauren Alaina,Pop 1
Lauren O'Connell,Alternative 1
Lauv,Pop 10
Lava La Rue,R&B 1
Lavinia Meijer,Classical 3
Layton Greene,"Pop 2, R&B 1"
Lazy Weekends,Pop 2
Le Tigre,Folk 1
Le Trio Joubran,Folk 1
LeToya,R&B 1
LeToya Luckett,R&B 2
Lead Belly,"Blues 1, Folk 1"
Leader,Folk 1
Leaf Hound,Blues 1
Leaving Austin,Pop 1
Lebrado,Blues 2
Lecrae,"Alternative 10, Hip-Hop 9"
Ledisi,R&B 4
Lee Dorsey,Blues 3
Lee Konitz,Jazz 3
Lee Morgan,Jazz 1
Lee Ritenour,Jazz 2
Leebada,R&B 1
Leela James,R&B 4
Leeland,Alternative 2
Left Lane Cruiser,Blues 6
Leif Vollebekk,Folk 2
Leikeli47,"Alternative 1, R&B 3"
Lemaitre,"Alternative 1, Pop 1"
Lemon Jelly,Jazz 8
Lemongrass,Jazz 6
Len,Pop 1
Lenin Ramírez,Pop 2
Lenka,Folk 1
Lennie Tristano,Jazz 1
Lennon Stella,Pop 3
Lenny Bruce,Comedy 1
Lenny Kravitz,Pop 1
Leo Brouwer,Classical 3
Leo Nucci,Opera 7
Leo Sayer,Folk 2
Leo Stannard,Folk 1
Leon Bridges,Blues 27
Leon Redbone,Jazz 2
Leon Russell,"Blues 3, Folk 2"
Leon Thomas,R&B 1
Leona Lewis,"Pop 2, R&B 2"
Leonard Bernstein,Classical 17
Leonard Cohen,Folk 14
Leonardo Vinci,Opera 1
Leontyne Price,Opera 1
Leopold Godowsky,Classical 2
Leopoldo Fernández,Comedy 4
Leoš Janáček,Classical 2
Leprous,"Classical 8, Jazz 5"
Leroy Anderson,Classical 1
