Selected (1),artist_name,track_name,track_id,Selected (2),Selected,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,Janis Joplin,Japan is Half Full,2UPEUBz9iKBSgBMq846fDj,No,No,75845,19,0.78,0.502,262125,0.632,,A#,0.908,-18.785,Minor,0.905,,03/4,0.176,Comedy
No,empty_field,Divide and Alienate,19mzeQjEbdnF0T8QANTfOI,No,No,90794,13,0.777,0.576,269133,0.559,1.05e-06,D,0.658,-11.74,Major,0.91,82.829,04/4,0.423,Comedy
No,Doug Benson,"Go Ahead and Pass Me By, Parade",537FJMuF8AhEmYRFoCmX72,No,No,34738,12,0.769,0.522,187484,0.832,,B,0.503,-11.599,Minor,0.929,117.69,05/4,0.584,Comedy
No,Taylor Swift,Karaoke,2jrAfG6qBg3hrjXo23jSFH,No,No,176744,23,0.857,0.56,118640,0.501,,A#,0.835,-16.281,Minor,0.928,125.616,01/4,0.474,Comedy
No,empty_field,Bigger Better Deal,6ksq6bjlXsww52w4agd4NE,No,No,104915,13,0.781,0.451,347107,0.921,,C#,0.761,-6.617,Major,0.954,84.091,04/4,0.125,Comedy
No,empty_field,"Caplets: November, 2016",0hIGUS1PQbv5NIrHIf6Fza,No,No,191393,11,0.858,0.711,,0.311,,C#,0.982,-15.424,Major,0.954,128.113,04/4,0.641,Comedy
No,empty_field,Las Maestras Del Colegio - Ao Vivo,0Q8A7MPsoFg72xcVFBsS8Q,No,No,192482,19,0.916,0.564,253032,0.768,,F,0.457,-8.664,Minor,0.868,151.074,05/4,0.39,Comedy
No,Kathleen Madigan,Lewis Black's Cruise,0RrStGJK40iOOfH3nMPLcc,No,No,196481,25,0.803,0.553,527200,0.969,,F#,0.751,-3.771,Major,0.932,89.73,04/4,0.35,Comedy
No,John Maus,Talk Less People (Live),2MZUMdIakjQxl03yT1UlmQ,No,No,89202,20,0.827,0.492,176898,0.762,,C#,0.937,-10.807,Minor,0.923,84.119,04/4,0.511,Comedy
No,TLC,TLC,11UaQaEp2LvdspTyyuE3ur,No,No,149660,22,0.863,0.613,222332,0.801,,A,0.691,-5.639,Major,0.891,74.715,04/4,0.591,Comedy
No,Dave Edmunds,booze,4zgRNTk5ljnSBQV2zeCqMn,No,No,22213,31,0.673,0.49,,0.932,,C#,0.777,-7.231,Minor,0.908,86.946,04/4,0.115,Comedy
No,empty_field,Follow the Gorilla,66KyupamjW7FMJrr6GWkn1,No,No,42156,24,0.681,0.626,164542,0.473,,C,0.675,-13.465,Minor,0.957,170.62,05/4,0.665,Comedy
No,Eugene Mirman,Phone Racist,5TLliyFefKidjPSFqGlZkQ,No,No,99099,31,0.829,0.531,,0.679,,C#,0.928,-9.299,Minor,0.939,78.094,01/4,0.733,Comedy
No,Mariah Carey,Infinity FX,7dLPgZZ91hlzqmrVzVdOxj,No,No,138669,19,0.86,0.47,206627,0.636,9.94e-06,C#,0.487,-15.178,Major,0.893,100.782,04/4,0.169,Comedy
No,Dana Gould,Crappy Jobs & Bingo,3E6iea9uEmB7gRru4lyP6h,No,No,124481,43,0.832,0.617,125893,0.422,,F,0.901,-14.989,Major,0.921,118.366,04/4,0.605,Comedy
No,empty_field,Trans That Make You Go Hmmm (JEWminy Cricket),11LCdI24627NCTe6PJN54Q,No,No,119962,22,0.912,0.445,156912,0.91,2.05e-05,C#,0.774,-9.676,Minor,0.887,,03/4,0.659,Comedy
No,empty_field,Dice On Redheads - Live At Govenors/1991,3A6Mxro5jiHGbdU1MuYRQ2,No,No,107628,11,0.765,0.443,101000,0.537,4.67e-05,B,0.971,-15.975,Minor,0.691,77.126,04/4,0.373,Comedy
No,Shane Mauss,Blaming Eve,6jn2A66ztgXPrpeNsdiGHE,No,No,146013,17,0.903,0.585,211467,0.772,,F#,0.768,-8.486,Major,0.934,110.567,05/4,0.417,Comedy
No,Foghat,What About Tower 7?,2zyCH3K0NeMTLOY1Uivfaz,No,No,41861,17,0.901,0.654,165480,0.577,,C,0.448,-9.686,Major,0.851,,04/4,0.657,Comedy
No,Motörhead,White People Gone Crazy,6TV0dkNpF45xg1rqdcMHLw,No,No,66728,22,0.852,0.455,,0.821,,F#,0.747,-8.103,Minor,0.919,75.534,04/4,0.303,Comedy
No,Moshe Kasher,"An Open Letter to Modesto, California",7EKTo6rVJ3XSS7QTd6ep2j,No,No,168544,11,0.907,0.686,504816,0.277,,C,0.113,-15.166,Major,0.946,,04/4,0.684,Comedy
No,Eddie Griffin,Dr. Laura & The Tea Party,6ijBRwtQ3Raz9eUZpQsCBf,No,No,141110,20,0.903,0.538,202227,0.934,,F#,0.906,-6.697,Minor,0.93,134.97,05/4,0.262,Comedy
No,Beck,Profanity,7L87B1YWTT11I0mSAEYEOF,No,No,137846,15,0.733,0.497,195267,0.867,,B,0.414,-8.197,Major,0.939,80.633,04/4,0.347,Comedy
No,Tenacious D,Dude (I Totally Miss You),66jvHBSC5Qk7lUb6UObUv9,No,No,95791,53,0.17,0.627,173640,0.478,6.92e-05,E,0.301,-7.141,Minor,0.038,129.962,03/4,0.378,Comedy
No,empty_field,#raptorvag,6SfedvJQBDe28DEXc9gFim,No,No,46309,24,0.896,0.588,,0.812,,G,0.915,-10.327,Major,0.959,84.834,04/4,0.45,Comedy
No,Jonas Brothers,Waffle House,1OUmrpbr1QCQQFyzFvRoXB,No,No,119754,35,0.806,0.606,180733,0.96,,D,0.299,-7.425,Major,0.904,106.02,03/4,0.101,Comedy
No,Dr. Feelgood,Team of Doctors,3Ir8TMFu0EBYO4cDBInywq,No,No,191978,44,0.669,0.498,232229,0.897,,B,0.972,-11.091,Major,0.947,72.378,04/4,0.225,Comedy
No,Cheech & Chong,Not Home,28mIIBZt0jAe8k9g52NOsX,No,No,76737,27,0.808,0.492,74947,0.263,,D,0.709,-13.325,Major,0.21,79.969,05/4,0.171,Comedy
No,George Carlin,Ed Sullivan Self Taught,6elNeXUhiuHPD9hH5rocQi,No,No,126687,15,0.852,0.512,206667,0.179,,G#,0.668,-28.791,Major,0.927,86.349,04/4,0.24,Comedy
No,Franz Ferdinand,Shout It Out Loud,3cDE9Yn4GrsxSrlMCLdmTT,No,No,61554,29,0.805,0.503,267760,0.845,,E,0.713,-4.977,Major,0.959,66.962,03/4,0.292,Comedy
No,Tommy James & The Shondells,Red Rover,7spQoEgL0sf2YVbsgbFaoA,No,No,88740,15,0.894,0.55,165919,0.789,6.05e-06,A,0.709,-13.412,Major,0.917,51.344,05/4,0.164,Comedy
No,Matt Braunger,"Portland, Oregon Is Too Nice of a Place",73BdaMyVemaOFzSG5x9Cnc,No,No,134675,25,0.78,0.596,173550,0.642,,C#,0.637,-10.661,Major,0.939,60.031,04/4,0.519,Comedy
No,empty_field,Allahu Akbar,6uHw1tIbsYjES6kT5NbI79,No,No,206019,18,0.839,0.577,,0.724,,F,0.872,-12.784,Minor,0.918,121.295,03/4,0.517,Comedy
No,George Carlin,Opening Sequence,23hln7JvLtFTXa0kZLAVRY,No,No,32133,15,0.702,0.467,110640,0.837,,C#,0.872,-17.007,Major,0.912,81.681,04/4,0.228,Comedy
No,Iliza Shlesinger,Snootch,1AMCroLHu9Tho2lXzKaUWj,No,No,82835,28,0.839,0.586,,0.903,,G,0.672,-6.614,Major,0.953,80.399,04/4,0.308,Comedy
No,empty_field,"Babies, Ponies And Canyons",4kxKUPcP3p9WzgztGNyVn7,No,No,135651,22,0.878,0.598,278333,0.627,,C#,0.46,-12.547,Major,0.937,90.846,04/4,0.529,Comedy
No,Busta Rhymes,B.S.,0k7swTOACPjP2SSpHL3WEG,No,No,152694,12,0.836,0.583,168930,0.61,,A#,0.844,-11.852,Major,0.867,122.587,03/4,0.688,Comedy
No,empty_field,Handicap Tag On A Black Corvette,21qeCg7VQMQ6nVBCVFeoKD,No,No,85650,10,0.588,0.77,108907,0.764,,G,0.406,-5.257,Major,0.0574,,04/4,0.792,Comedy
No,De La Soul,Getting Pulled Over,28KccB3Iw5Gg8MjKewEQFW,No,No,185944,13,0.747,0.448,81853,0.733,,D,0.903,-23.423,Major,0.904,80.705,04/4,0.0494,Comedy
No,Blur,Great Escape,12nGRgtkjrqb3mvsEp4yKj,No,No,194601,16,0.879,0.501,565040,0.336,,F,0.819,-24.054,Major,0.939,67.705,04/4,0.231,Comedy
No,B.B. King,Can't Trust Nobody,5YYjsDIxJKpVgNLkPpBmRA,No,No,199531,33,0.754,0.579,303973,0.977,,D,0.912,-4.747,Major,0.888,128.878,04/4,0.312,Comedy
No,311,Hey You,3v4aSvLTkSJbw5kptyIlha,No,No,107931,16,0.904,0.67,236000,0.476,,D#,0.75,-12.675,Major,0.888,127.824,03/4,0.765,Comedy
No,Shinedown,Us And Them,0Y9lhZlOPIjYB4xrJuyGGt,No,No,95798,13,0.907,0.677,177227,0.469,,A,0.719,-12.643,Major,0.733,118.918,03/4,0.731,Comedy
No,Damon Fowler,Moved Home,1xzhH5co9UEnwADrjPtyfz,No,No,106423,31,0.871,0.557,494133,0.672,,F,0.633,-8.954,Major,0.94,71.302,04/4,0.6,Comedy
No,Aziz Ansari,Comedy Death Ray,69Fl9rmSwjN2IdQBcSrnwT,No,No,95628,9,0.844,0.534,385720,0.448,,G,0.703,-15.149,Major,0.59,124.47,04/4,0.567,Comedy
No,empty_field,Eye Witness Reporting,3xl9OVaiWZG5W839kVBieq,No,No,108595,10,0.765,0.567,125227,0.707,,C#,0.927,-13.823,Major,0.934,68.276,03/4,0.162,Comedy
No,Jim Gaffigan,Steak And Salad,4FRNr7a5GKB7VvfPFQr9R3,No,No,155979,33,0.928,0.481,161333,0.813,3.77e-06,E,0.855,-17.116,Major,0.916,101.412,04/4,0.122,Comedy
No,Taylor Swift,Only For The Young,1bM50INir8voAkVoKuvEUI,No,No,52488,21,0.817,0.432,,0.984,2.16e-05,A,0.867,-8.041,Major,0.894,112.036,03/4,0.0325,Comedy
No,John Mayall & The Bluesbreakers,European Union,2vG1yrWSMiL6egg6w4e9ma,No,No,131428,19,0.921,0.647,131867,0.249,,C,0.911,-24.932,Major,0.904,93.869,04/4,0.558,Comedy
No,Dane Cook,Cinematic Adventures,1zZXXOfcYKJbUh494VmGVB,No,No,57849,27,0.507,0.522,,0.995,,A,0.875,-4.377,Major,0.916,87.909,03/4,0.0756,Comedy
No,The Dead Weather,ER,4vCT1aTwCF2OAPrRSPurQz,No,No,182620,19,0.856,0.41,512893,0.652,,E,0.927,-15.353,Minor,0.954,67.666,03/4,0.324,Comedy
No,Mott The Hoople,I Like Young Dudes,3KAobXfdm0yMlzSGx2PtiW,No,No,79312,23,0.728,0.758,,0.62,,D,0.949,-10.728,Major,0.915,45.134,03/4,0.641,Comedy
No,Hank Williams,Try Not to Die Alone,1t4F79zRBJTwZAzmbO1LI0,No,No,192080,14,0.838,0.422,196909,0.887,,C,0.556,-14.001,Major,0.861,92.905,04/4,0.463,Comedy
No,Jeru The Damaja,Safe Sex,4mnVEyWjDAUKcNwMkMPuTB,No,No,77160,16,0.852,0.481,91467,0.87,,F,0.943,-7.607,Major,0.854,139.901,04/4,0.531,Comedy
No,empty_field,"Cocktain Show, Vegas-American Photography, A Scientific Question, What I Believe, A Show Biz Moment",5Gkx8LQBgsM8Nl4xitKH2P,No,No,69637,15,0.825,0.46,458133,0.641,3.22e-06,C#,0.917,-12.611,Major,0.938,74.626,04/4,0.318,Comedy
No,Delbert McClinton,The Technology of Giving Up (Live),00mjVLpIPZyHIRfmyF6BlO,No,No,95777,19,0.774,0.451,206793,0.878,,E,0.95,-8.976,Minor,0.947,82.201,03/4,0.662,Comedy
No,empty_field,Ricky! Noooooooooo!,3lzOduAewOElinON9U0m7z,No,No,143018,27,0.727,0.407,188581,0.891,,A,0.944,-8.021,Major,0.92,78.895,04/4,0.33,Comedy
No,empty_field,Meat Raffles,2bQv3yAOjVFO7hcVpqyyVc,No,No,49486,17,0.772,0.604,158495,0.362,,A#,0.688,-27.825,Major,0.94,109.587,04/4,0.342,Comedy
No,Pixies,Try It White People You Might Like It,47iVFBjo5r8MBX2bSyfP5V,No,No,145123,23,0.798,0.666,112362,0.433,,D#,0.898,-23.326,Major,0.945,122.632,05/4,0.387,Comedy
No,Bryan Adams,Bonus: at Budokan,4aQxm07DiCmrw087lBiICT,No,No,44570,25,0.846,0.587,323093,0.576,,G,0.227,-7.497,Minor,0.944,64.938,04/4,0.621,Comedy
No,empty_field,Native 'Merican,59fbD4pBTuJCvlNFDYYaTD,No,No,115888,24,0.8,0.603,,0.852,,A,0.674,-6.32,Minor,0.957,81.026,04/4,0.396,Comedy
No,empty_field,Indian Marriage (Jfl 2003),40XIh4aEp1Ts5F4XEQM2lj,No,No,97140,18,0.895,0.611,285427,0.695,,G#,0.902,-14.263,Major,0.931,128.049,04/4,0.237,Comedy
No,Robert DeLong,Just Move,0ntd1odceWkQRWWfpmzWwc,No,No,151922,24,0.804,0.594,149520,0.593,,B,0.933,-18.275,Minor,0.93,96.8,03/4,0.501,Comedy
No,Iggy Pop,TV - Live,7dzwCwvobdoKlIHr9XPZns,No,No,41031,22,0.842,0.332,,0.947,,C#,0.978,-13.159,Major,0.895,169.929,01/4,0.0518,Comedy
No,empty_field,What Did She Say? - Live At Dangerfield's/1989,3aJymuSkVjznisc20MND55,No,No,83067,12,0.784,0.662,75040,0.43,,B,0.918,-17.039,Minor,0.901,,03/4,0.578,Comedy
No,LCD Soundsystem,The American Dream,5O3fsEG10OEvVAVMVlJkJu,No,No,75093,20,0.638,0.376,245827,0.946,0.000907,C,0.36,-7.051,Major,0.721,138.398,04/4,0.23,Comedy
No,Artie Lange,Political Correctness,6ISuXA3UCPMtsyEUGUTAyn,No,No,193546,12,0.733,0.562,206507,0.942,,A#,0.975,-5.738,Minor,0.907,66.513,04/4,0.504,Comedy
No,Kurt Metzger,A sweaty monster gets everyone to forgive Tiger Woods.,2sHNQyTbE3ZvhjBFGqLxJU,No,No,212937,18,0.927,0.355,259440,0.93,,D,0.796,-6.432,Major,0.952,81.918,04/4,0.363,Comedy
No,Helloween,Gambling,5k0s5hhttzd1mfspIvP3Wu,No,No,149440,31,0.437,0.51,145360,0.366,9.71e-06,F#,0.211,-16.318,Minor,0.836,81.482,05/4,0.535,Comedy
No,empty_field,I Have A Phobia About The Word Phobia,6km22b7ikisEYtq5SjhztF,No,No,40480,12,0.823,0.605,125292,0.417,,E,0.345,-18.355,Major,0.917,98.276,04/4,0.461,Comedy
No,Britney Spears,Soda Pop,7yz6q6Lago6k2Pj493qUZC,No,No,65663,33,0.931,0.481,197067,0.941,1.29e-06,F,0.954,-8.368,Major,0.951,86.775,04/4,0.0891,Comedy
No,John Lennon,"Cruel Shoes - From The Book ""Cruel Shoes""",2oKZL6LYgJDONAUgy5v934,No,No,158992,13,0.865,0.562,137373,0.38,,G,0.366,-15.932,Minor,0.693,126.758,03/4,0.556,Comedy
No,Adam Sandler,The Psychotic Legend Of Uncle Donnie,6jTBF0xT1o61QATHMzPZ1o,No,No,101193,13,0.33,0.431,677047,0.572,,C#,0.182,-11.884,Major,0.878,79.35,04/4,0.379,Comedy
No,empty_field,Predictive Texting,5lW6MidWQUmrBvIJWqdcEq,No,No,83716,16,0.756,0.434,112743,0.961,,A,0.877,-16.332,Major,0.774,129.443,04/4,0.0378,Comedy
No,Michael Jackson,The Wall,3hqsBLMAqJqrhr434Z7WlA,No,No,58683,28,0.731,0.535,644000,0.948,,E,0.961,-4.459,Major,0.711,87.309,03/4,0.502,Comedy
No,George Michael,Pati,0UE0RhnRaEYsiYgXpyLoZc,No,No,148412,22,0.879,0.604,97723,0.374,,C,0.922,-21.564,Major,0.935,61.824,04/4,0.311,Comedy
No,Eugene Mirman,Paintings I Made To Showcase At My Local Whole Foods,0UwNEye0MBfGu2FJBDmvWr,No,No,142861,17,0.879,0.647,149544,0.542,,D#,0.703,-11.338,Minor,0.939,62.864,04/4,0.31,Comedy
No,Wim Mertens,Wandering Eyes,7aUkKrBXo0EDz3VukY39Rl,No,No,106343,13,0.696,0.513,165880,0.924,,F#,0.931,-5.123,Major,0.955,,03/4,0.524,Comedy
No,The Jerky Boys,Boats Express,3EzksrwUPGO5QjZBvVTGxO,No,No,152660,16,0.982,0.664,115147,0.252,0.00211,F#,0.252,-17.652,Major,0.942,149.092,05/4,0.478,Comedy
No,Gil Scott-Heron,Space Shuttle,56YUKpnZyk5hN8KeOLokF7,No,No,195990,21,0.768,0.481,158093,0.952,,B,0.759,-6.512,Major,0.831,100.085,04/4,0.415,Comedy
No,empty_field,Mandatory Self-Deprecation Jokes About Therapy,5aN3Cyeoa5x4gc41HOIqeX,No,No,59036,24,0.814,0.517,345231,0.821,,F#,0.689,-7.161,Minor,0.927,84.066,04/4,0.466,Comedy
No,Blink-182,Shampoo,2hPNuVVSV1tqiD2uPlfehz,No,No,42469,12,0.657,0.535,48027,0.421,,G#,0.912,-19.47,Major,0.615,96.355,04/4,0.451,Comedy
No,John Denver,Rocky,3n131e7wExc4paKrq5Zyi1,No,No,168131,15,0.786,0.7,103232,0.269,,F#,0.753,-20.063,Major,0.96,80.325,03/4,0.722,Comedy
No,Horace Silver,A Sense Of Humor,289bZzy6aiUzgZTWoNHWqN,No,No,128173,18,0.752,0.676,168107,0.531,,A#,0.724,-12.2,Major,0.951,81.174,03/4,0.355,Comedy
No,Ornette Coleman,The Opening,5jnxnNKX6GaK3PnwPMAmIb,No,No,185712,26,0.857,0.606,,0.61,,F,0.974,-13.586,Minor,0.954,,04/4,0.397,Comedy
No,Marilyn Manson,I Eat Like Shit,5kfTTsve31mQ8zGwcoZIVc,No,No,197075,11,0.66,0.573,,0.893,,B,0.687,-4.152,Major,0.823,129.112,04/4,0.527,Comedy
No,empty_field,The Hold Up - 1966/Live At Upstairs At The Duplex,2zjELgoioK20KzU0O3uWJW,No,No,93802,13,0.924,0.559,145107,0.649,5.68e-06,A,0.753,-17.119,Major,0.928,112.561,03/4,0.577,Comedy
No,empty_field,My Aunt's Roommate,4u7KjVIQPdzGCcAwg4W5Kl,No,No,84619,23,0.763,0.634,183987,0.678,,A,0.673,-8.094,Major,0.941,88.9,04/4,0.382,Comedy
No,New York Dolls,New York,7zkLpY72g6lKQbiHDqri1S,No,No,212553,13,0.766,0.621,347067,0.66,,D,0.844,-15.629,Major,0.953,81.437,04/4,0.198,Comedy
No,Frank Zappa,Bacon,5LOFhct3Z4KAsPxtghsigY,No,No,178443,36,0.82,0.514,291747,0.927,,C#,0.769,-7.032,Major,0.955,79.555,04/4,0.218,Comedy
No,Todd Barry,Thanksgiving Dinner,3wA2gAqo7chydIcMmbkK4t,No,No,33552,18,0.804,0.546,,0.474,3.74e-06,G#,0.562,-17.326,Major,0.949,142.373,03/4,0.555,Comedy
No,Jim Breuer,Great Adventure Safari,5StUs128KSibE16fxntBSL,No,No,105192,20,0.793,0.61,295712,0.363,,E,0.687,-16.645,Major,0.95,96.707,04/4,0.389,Comedy
No,Mike Birbiglia,The Old Mill Pond Story,0WgJXwatE72nT2mnAB3kAw,No,No,133592,30,0.907,0.512,242293,0.794,,G#,0.54,-8.631,Major,0.95,142.143,03/4,0.311,Comedy
No,Sia,Acting,2HJeCc5Dy2pB6OR3FGO7yc,No,No,129875,31,0.383,0.515,179400,0.396,7.23e-05,E,0.242,-15.339,Minor,0.883,101.218,04/4,0.556,Comedy
No,Frank Zappa,Money Makes It Better,0gQGNJ29dTfKB00KSpUHkq,No,No,182591,16,0.859,0.458,450227,0.939,,F,0.919,-9.476,Minor,0.695,110.582,03/4,0.472,Comedy
No,Jim Gaffigan,Belt (Commentary),3J1qHeuiDi35dOHOGr9E2Z,No,No,161138,29,0.929,0.618,163766,0.254,,G#,0.164,-16.809,Minor,0.96,70.518,05/4,0.574,Comedy
No,Jim Gaffigan,Circumcision,7La6wwwBcYGqml4BOoZlta,No,No,166050,35,0.81,0.53,290533,0.921,,C#,0.906,-8.323,Major,0.949,,05/4,0.139,Comedy
No,Kevin Nealon,Frozen Peas and Being Kinky,5n5uyFpfopa4mNdSN0gTaH,No,No,164311,13,0.703,0.521,189667,0.958,,B,0.932,-4.697,Minor,0.928,85.543,03/4,0.477,Comedy
No,empty_field,La Viejita En El Sex Shop - En Vivo,0NuIfPuBhUAt4aA4HP0rUu,No,No,89985,26,0.843,0.61,50533,0.667,,C,0.947,-12.61,Major,0.906,118.104,04/4,0.409,Comedy
No,empty_field,Ethnic Shopping,7ESpy14oIZHF2UJ6yI8YqL,No,No,151756,24,0.889,0.414,171973,0.974,7.92e-06,D,0.943,-6.464,Major,0.872,101.589,01/4,0.0379,Comedy
No,empty_field,Songo River Queen,6NgTju68JqzXm3tMXNCpCf,No,No,139373,11,0.79,0.426,57520,0.977,0.0185,E,0.969,-8.652,Minor,0.817,96.06,03/4,0.0396,Comedy
No,Lewis Black,"The Fall, Hurricanes and Weathermen",5cDBdzL1qsf9btLZf0oCVp,No,No,81135,25,0.716,0.613,544440,0.786,,F#,0.958,-5.474,Major,0.932,79.875,04/4,0.298,Comedy
No,George Carlin,Teenage Masturbation,7BXltyNuwOX7tvOWbVWofa,No,No,135516,12,0.654,0.404,293133,0.331,,B,0.89,-20.778,Major,0.658,,03/4,0.417,Comedy
No,empty_field,Public Restroom Attendant,6xSsJNkReuJzerqcIlBzBi,No,No,61264,14,0.781,0.488,154788,0.888,,A,0.699,-7.858,Minor,0.846,91.026,03/4,0.424,Comedy
No,empty_field,Serious Inquiries Only,1etcfOhc63clZfvFRuvI2L,No,No,97387,20,0.428,0.754,,0.178,,G#,0.876,-19.12,Minor,0.957,74.077,04/4,0.301,Comedy
No,empty_field,The Big Piece Of Chicken - GH Version,2lQTvGy5UO1PLVGPZpZvss,No,No,23440,29,0.672,0.71,177000,0.759,,F,0.665,-11.549,Major,0.89,83.14,04/4,0.352,Comedy
No,John Mulaney,Chase Through the Subway,6krOi2tlrnkSEdlKf8H2fY,No,No,58470,45,0.874,0.528,182000,0.863,,B,0.719,-5.989,Minor,0.916,74.061,03/4,0.599,Comedy
No,empty_field,Weddings In the Back Yard,3kHgSbSSd3ZvOowtlFXNEw,No,No,146140,15,0.838,0.434,378400,0.62,3.16e-06,A,0.803,-15.648,Minor,0.931,85.698,04/4,0.434,Comedy
No,Spice Girls,When the Spice Hits,4iYRa2btalAzPZoSYfROqF,No,No,34699,21,0.849,0.575,107413,0.645,,C#,0.827,-16.622,Major,0.938,53.954,03/4,0.302,Comedy
No,John Denver,Poems,6tl0rKudQ0U0zJy8EqX891,No,No,187045,41,0.427,0.46,206569,0.755,,D#,0.54,-8.618,Minor,0.947,77.859,05/4,0.264,Comedy
No,Tom Cotter,Tom Cotter,1BViPjTT585XAhkUUrkts0,No,No,149835,19,0.879,0.549,348293,0.626,,F,0.94,-16.602,Major,0.949,75.418,04/4,0.662,Comedy
No,Cigarettes After Sex,The Romans,3AwLxSqo1jOOMpNsgxqRNE,No,No,27427,12,0.827,0.498,509053,0.633,,G,0.97,-19.283,Major,0.929,145.016,03/4,0.119,Comedy
No,"""Weird Al"" Yankovic",Another One Rides the Bus,70f7KeQzBiDknqRUslCruF,No,No,74051,41,0.333,0.829,155093,0.288,1.18e-05,A,0.121,-13.405,Major,0.559,131.766,04/4,0.632,Comedy
No,John Pinette,Viva El Gordo,0tkmYNfaEaH9HpR59ApRtE,No,No,166275,24,0.86,0.617,285573,0.686,,A#,0.952,-9.973,Minor,0.904,,03/4,0.341,Comedy
No,Rodney Carrington,Country Bar (Mechanical Sheep),5qB4fCK7sMsDoqdVsxKGQn,No,No,209564,30,0.533,0.473,78560,0.876,,C#,0.933,-13.044,Major,0.921,,04/4,0.377,Comedy
No,Ariel Pink,World War II,3A7DIJxuo3YHunJwpwIJJU,No,No,157174,13,0.959,0.6,149733,0.601,,F#,0.762,-13.061,Major,0.96,71.603,03/4,0.322,Comedy
No,Eugene Mirman,"Welcome To The Meditation, Please Get Comfortable",4JLqdahxvsB93VWJT7OpH8,No,No,106212,11,0.955,0.407,,0.0393,0.122,A#,0.104,-23.445,Minor,0.0445,104.258,05/4,0.0389,Comedy
No,Kurt Metzger,Kurt talks to young people about fat chicks and Alaska.,1PxYBwSk5iZkp43hR5v6yu,No,No,141158,19,0.915,0.451,237293,0.87,,G,0.796,-6.285,Major,0.912,96.222,04/4,0.513,Comedy
No,Johnny Mathis,How Life Goes,19blFYzqmPj7FtW7W4DFEl,No,No,216303,25,0.925,0.657,1.10132e+06,0.807,,E,0.724,-8.592,Minor,0.942,107.625,04/4,0.289,Comedy
No,empty_field,You Woke Up Awesome,0pv9Mg8pV2mT3gffu2QZkM,No,No,153209,29,0.724,0.469,194783,0.862,,F#,0.741,-12.949,Minor,0.932,93.244,03/4,0.088,Comedy
No,Buena Vista Social Club,Social Media,4DOA40OJ8sksquHBGsRO82,No,No,149926,26,0.635,0.61,438772,0.607,,C#,0.631,-16.798,Minor,0.945,128.292,04/4,0.23,Comedy
No,Whitney Houston,It's Okay,20gEKOVPtX1SZUAiFmc2sE,No,No,45835,37,0.824,0.551,129717,0.768,,D,0.834,-11.624,Major,0.949,58.948,04/4,0.297,Comedy
No,Larry The Cable Guy,Hooters And Hooters Airlines,7z26PPFXx5pe1PiI3kbmSA,No,No,137172,21,0.869,0.534,278893,0.59,,D,0.9,-12.815,Major,0.951,85.854,04/4,0.209,Comedy
No,Shane Mauss,Men's Contributions to Children,5xECzSEJRywjDWHqqVJ9Vx,No,No,133384,19,0.902,0.548,149717,0.681,,C#,0.853,-8.197,Major,0.852,93.449,03/4,0.574,Comedy
No,Aziz Ansari,My Cousin Harris,6dRj771QZr0KOQVwaB6ykM,No,No,85280,41,0.804,0.657,96053,0.622,,D#,0.917,-7.026,Major,0.944,66.521,04/4,0.395,Comedy
No,Daniel Johnston,Never Marry Her,40nosiDmQkSQal3uccd6Yv,No,No,36466,16,0.774,0.716,81400,0.749,,B,0.857,-6.591,Major,0.947,52.323,04/4,0.599,Comedy
No,David Garfield,Giving Back,1MoQ8Asf6b8lbZc6mqwZbP,No,No,188240,10,0.165,0.434,,0.843,1.74e-05,G#,0.837,-9.654,Major,0.546,121.809,04/4,0.428,Comedy
No,AFI,Ointment,7p8ld5g5QXl9XAIxfFqfBy,No,No,124229,12,0.696,0.456,170453,0.861,,C#,0.916,-7.8,Major,0.929,79.473,04/4,0.384,Comedy
No,White Zombie,Super Chicken,2ycWek3FNNVHBhz2TcnOzZ,No,No,78045,22,0.738,0.481,200887,0.929,,E,0.917,-17.166,Major,0.885,82.987,04/4,0.0391,Comedy
No,Dane Cook,"Let's Do This, I'm A Cashew",2Vfbf60Ujpom3Bcljzw7Dd,No,No,171912,25,0.805,0.448,251787,0.968,1.95e-06,F#,0.974,-4.747,Minor,0.705,81.747,03/4,0.226,Comedy
No,The Cramps,Mom And Pop,3nAeCnfPmQtUaLkcJ4Y48q,No,No,65138,17,0.839,0.679,85920,0.735,,E,0.881,-9.599,Major,0.935,,04/4,0.266,Comedy
No,empty_field,Terrorists in Maine,3ySU5vwQB33iGulwcUL9qQ,No,No,199252,12,0.923,0.555,354853,0.409,,D,0.756,-18.734,Major,0.936,101.794,03/4,0.397,Comedy
No,ZZ Top,Driving While MExican,0E9wVhYiHLcJg8tzEg4TeK,No,No,187742,25,0.812,0.591,351507,0.846,,G,0.695,-6.981,Major,0.947,86.724,04/4,0.341,Comedy
No,Portugal. The Man,BONUS: Black Church,6fc51JZVE0Yijdi6RuoLFv,No,No,204305,16,0.455,0.355,313946,0.932,,F#,0.3,-4.399,Major,0.337,99.067,04/4,0.566,Comedy
No,empty_field,Sweary Make-Up,3b1IQflSLrgzYQPGFzI9cl,No,No,80064,20,0.851,0.56,548200,0.685,,A#,0.266,-15.551,Major,0.85,112.598,03/4,0.402,Comedy
